model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_latency,n_inputs_latency,sequence_length_latency,dense_size_latency,reuse_factor_1,latency_min,latency_max
19558,Fit,15,32,32,128,1,16,32,47,48
1445,Fit,15,32,32,128,1,64,32,47,48
31819,Fit,15,32,32,128,1,16,32,47,48
33393,Not Fit,15,32,32,128,1,64,32,47,48
45555,Fit,15,32,32,128,1,16,32,47,48
17955,Fit,15,32,32,128,1,32,32,47,48
17868,Fit,15,32,32,128,1,16,32,47,48
2951,Not Fit,15,32,32,128,1,64,32,47,48
8820,Fit,16,32,32,128,1,32,32,47,48
22397,Not Fit,16,32,32,128,1,64,32,47,48
38872,Fit,17,32,32,128,1,16,32,47,48
26303,Not Fit,17,32,32,128,1,64,32,47,48
6931,Fit,17,32,32,128,1,16,32,47,48
13888,Not Fit,17,32,32,128,1,64,32,47,48
7088,Not Fit,17,32,32,128,1,32,32,47,48
45538,Not Fit,16,32,32,128,1,16,32,47,48
32276,Not Fit,16,32,32,128,1,32,32,47,48
49528,Not Fit,16,32,32,128,1,64,32,47,48
19267,Not Fit,16,32,32,128,1,32,32,47,48
19437,Not Fit,16,32,32,128,1,16,32,47,48
1360,Not Fit,16,32,32,128,1,64,32,47,48
18490,Not Fit,17,32,32,128,1,16,32,47,48
3685,Not Fit,17,32,32,128,1,64,32,47,48
27576,Not Fit,17,32,32,128,1,16,32,47,48
36895,Not Fit,17,32,32,128,1,64,32,47,48
48285,Not Fit,17,32,32,128,1,16,32,47,48
27020,Not Fit,17,32,32,128,1,32,32,47,48
9438,Fit,16,32,32,128,1,16,32,55,56
11185,Not Fit,16,32,32,128,1,64,32,55,56
41182,Fit,16,32,32,128,1,16,32,55,56
23941,Not Fit,16,32,32,128,1,64,32,55,56
40692,Fit,16,32,32,128,1,32,32,55,56
43838,Not Fit,16,32,32,128,1,64,32,55,56
1887,Fit,17,32,32,128,1,16,32,55,56
20434,Not Fit,17,32,32,128,1,64,32,55,56
32709,Fit,17,32,32,128,1,16,32,55,56
49642,Fit,17,32,32,128,1,32,32,55,56
31217,Not Fit,17,32,32,128,1,64,32,55,56
32553,Not Fit,17,32,32,128,1,32,32,55,56
28322,Not Fit,16,32,32,128,1,16,32,55,56
47629,Not Fit,16,32,32,128,1,32,32,55,56
35929,Not Fit,16,32,32,128,1,64,32,55,56
17336,Not Fit,16,32,32,128,1,16,32,55,56
4784,Not Fit,16,32,32,128,1,64,32,55,56
17104,Not Fit,16,32,32,128,1,32,32,55,56
26545,Not Fit,17,32,32,128,1,16,32,55,56
42229,Not Fit,17,32,32,128,1,32,32,55,56
14135,Not Fit,17,32,32,128,1,16,32,55,56
6674,Not Fit,17,32,32,128,1,64,32,55,56
13541,Not Fit,17,32,32,128,1,32,32,55,56
24584,Fit,10,32,32,256,1,32,32,70,71
24830,Fit,10,32,32,256,1,16,32,70,71
39071,Not Fit,10,32,32,256,1,64,32,70,71
27932,Fit,11,32,32,256,1,32,32,70,71
37275,Not Fit,11,32,32,256,1,64,32,70,71
68,Not Fit,10,32,32,256,1,32,32,70,71
552,Fit,10,32,32,256,1,16,32,70,71
45501,Not Fit,11,32,32,256,1,64,32,70,71
8878,Not Fit,11,32,32,256,1,32,32,70,71
38309,Not Fit,16,32,32,256,1,16,32,58,59
25837,Not Fit,16,32,32,256,1,64,32,46,47
7435,Not Fit,16,32,32,256,1,16,32,46,47
14429,Not Fit,16,32,32,256,1,64,32,46,47
8044,Not Fit,17,32,32,256,1,32,32,46,47
23176,Not Fit,17,32,32,256,1,64,32,46,47
29627,Fit,15,32,32,256,1,16,32,46,47
46760,Not Fit,15,32,32,256,1,32,32,46,47
35972,Not Fit,15,32,32,256,1,64,32,46,47
16467,Not Fit,15,32,32,256,1,16,32,46,47
4229,Not Fit,15,32,32,256,1,64,32,46,47
16707,Not Fit,15,32,32,256,1,32,32,46,47
22471,Not Fit,15,32,32,256,1,64,32,46,47
9018,Not Fit,15,32,32,256,1,16,32,46,47
13069,Not Fit,15,32,32,256,1,64,32,46,47
37717,Not Fit,15,32,32,256,1,32,32,46,47
2977,Not Fit,16,32,32,256,1,64,32,46,47
47680,Not Fit,16,32,32,256,1,32,32,46,47
37359,Not Fit,16,32,32,256,1,64,32,46,47
27676,Not Fit,16,32,32,256,1,32,32,46,47
45956,Not Fit,17,32,32,256,1,16,32,46,47
20181,Not Fit,17,32,32,256,1,32,32,46,47
20353,Not Fit,17,32,32,256,1,16,32,46,47
1970,Not Fit,17,32,32,256,1,64,32,46,47
7031,Fit,15,32,32,256,1,16,32,54,55
13762,Not Fit,15,32,32,256,1,64,32,54,55
38349,Fit,15,32,32,256,1,16,32,54,55
26848,Not Fit,15,32,32,256,1,64,32,54,55
38744,Fit,15,32,32,256,1,32,32,54,55
42423,Not Fit,15,32,32,256,1,64,32,54,55
1668,Fit,15,32,32,256,1,32,32,54,55
1498,Fit,15,32,32,256,1,16,32,54,55
19363,Not Fit,15,32,32,256,1,64,32,54,55
48345,Fit,15,32,32,256,1,16,32,54,55
37565,Fit,15,32,32,256,1,32,32,54,55
22316,Fit,16,32,32,256,1,16,32,54,55
41333,Not Fit,16,32,32,256,1,64,32,54,55
12994,Fit,16,32,32,256,1,16,32,54,55
9137,Not Fit,16,32,32,256,1,64,32,54,55
13718,Not Fit,17,32,32,256,1,32,32,54,55
42006,Not Fit,17,32,32,256,1,16,32,54,55
26870,Not Fit,17,32,32,256,1,32,32,54,55
26419,Not Fit,17,32,32,256,1,16,32,54,55
42449,Not Fit,17,32,32,256,1,32,32,54,55
38779,Not Fit,17,32,32,256,1,64,32,54,55
1469,Not Fit,16,32,32,256,1,16,32,54,55
19342,Not Fit,16,32,32,256,1,64,32,54,55
33586,Not Fit,16,32,32,256,1,16,32,54,55
49465,Not Fit,16,32,32,256,1,32,32,54,55
31753,Not Fit,16,32,32,256,1,64,32,54,55
33108,Not Fit,16,32,32,256,1,32,32,54,55
45591,Not Fit,16,32,32,256,1,64,32,54,55
3330,Not Fit,17,32,32,256,1,32,32,54,55
3528,Not Fit,17,32,32,256,1,16,32,54,55
18564,Not Fit,17,32,32,256,1,64,32,54,55
4710,Fit,16,32,32,256,1,32,32,70,71
48866,Fit,16,32,32,256,1,16,32,70,71
35669,Fit,16,32,32,256,1,32,32,70,71
47580,Not Fit,16,32,32,256,1,64,32,70,71
35190,Fit,16,32,32,256,1,16,32,70,71
49103,Not Fit,16,32,32,256,1,32,32,70,71
28897,Not Fit,16,32,32,256,1,64,32,70,71
38720,Not Fit,17,32,32,256,1,32,32,70,71
26650,Not Fit,17,32,32,256,1,64,32,70,71
11154,Not Fit,16,32,32,256,1,32,32,70,71
10943,Not Fit,16,32,32,256,1,16,32,70,71
9642,Not Fit,16,32,32,256,1,64,32,70,71
20497,Not Fit,17,32,32,256,1,32,32,70,71
19880,Not Fit,17,32,32,256,1,16,32,70,71
2337,Not Fit,17,32,32,256,1,64,32,70,71
27958,Fit,7,32,32,512,1,16,32,102,103
37591,Not Fit,7,32,32,512,1,64,32,102,103
18020,Fit,7,32,32,512,1,16,32,102,103
2599,Not Fit,7,32,32,512,1,64,32,102,103
24574,Fit,8,32,32,512,1,16,32,102,103
39176,Not Fit,8,32,32,512,1,64,32,102,103
16164,Fit,8,32,32,512,1,16,32,102,103
5976,Not Fit,8,32,32,512,1,64,32,102,103
15551,Not Fit,8,32,32,512,1,32,32,102,103
8921,Fit,7,32,32,512,1,16,32,102,103
21781,Not Fit,7,32,32,512,1,64,32,102,103
41396,Not Fit,7,32,32,512,1,32,32,102,103
50,Fit,8,32,32,512,1,16,32,102,103
21130,Not Fit,8,32,32,512,1,64,32,102,103
34777,Fit,8,32,32,512,1,16,32,102,103
30657,Not Fit,8,32,32,512,1,64,32,102,103
22177,Fit,9,32,32,512,1,32,32,80.6666666666667,81.6666666666667
21954,Fit,9,32,32,512,1,16,32,70,71
8692,Fit,9,32,32,512,1,32,32,70,71
45379,Not Fit,9,32,32,512,1,64,32,70,71
41437,Fit,9,32,32,512,1,16,32,70,71
22139,Not Fit,9,32,32,512,1,64,32,70,71
38067,Fit,9,32,32,512,1,16,32,70,71
26081,Not Fit,9,32,32,512,1,64,32,70,71
7236,Fit,9,32,32,512,1,16,32,70,71
14701,Not Fit,9,32,32,512,1,64,32,70,71
7694,Fit,9,32,32,512,1,32,32,70,71
19601,Fit,10,32,32,512,1,16,32,70,71
33358,Not Fit,10,32,32,512,1,64,32,70,71
45680,Fit,10,32,32,512,1,16,32,70,71
31976,Not Fit,10,32,32,512,1,32,32,70,71
48136,Not Fit,11,32,32,512,1,16,32,70,71
18902,Not Fit,11,32,32,512,1,32,32,70,71
18445,Not Fit,11,32,32,512,1,16,32,70,71
22095,Not Fit,10,32,32,512,1,64,32,70,71
9223,Fit,10,32,32,512,1,16,32,70,71
12834,Not Fit,10,32,32,512,1,64,32,70,71
38547,Not Fit,11,32,32,512,1,32,32,70,71
26564,Not Fit,11,32,32,512,1,64,32,70,71
44890,Fit,10,32,32,512,1,16,32,102,103
22831,Fit,10,32,32,512,1,32,32,102,103
22911,Fit,10,32,32,512,1,16,32,102,103
41622,Not Fit,10,32,32,512,1,64,32,102,103
21521,Not Fit,11,32,32,512,1,32,32,102,103
46730,Fit,11,32,32,512,1,16,32,102,103
29705,Not Fit,11,32,32,512,1,32,32,102,103
30138,Fit,11,32,32,512,1,16,32,102,103
46521,Not Fit,11,32,32,512,1,32,32,102,103
33748,Not Fit,11,32,32,512,1,64,32,102,103
3244,Not Fit,10,32,32,512,1,32,32,102,103
3852,Fit,10,32,32,512,1,16,32,102,103
18307,Not Fit,10,32,32,512,1,64,32,102,103
39835,Not Fit,11,32,32,512,1,32,32,102,103
43303,Not Fit,11,32,32,512,1,64,32,102,103
5326,Not Fit,11,32,32,512,1,32,32,102,103
5538,Not Fit,11,32,32,512,1,16,32,102,103
15118,Not Fit,11,32,32,512,1,64,32,102,103
14313,Not Fit,16,32,32,512,1,32,32,54,55
42568,Not Fit,16,32,32,512,1,16,32,54,55
26280,Not Fit,16,32,32,512,1,32,32,54,55
25935,Not Fit,16,32,32,512,1,16,32,54,55
42951,Not Fit,16,32,32,512,1,32,32,54,55
38254,Not Fit,16,32,32,512,1,64,32,54,55
23029,Not Fit,17,32,32,512,1,16,32,54,55
44805,Not Fit,17,32,32,512,1,32,32,54,55
41495,Not Fit,17,32,32,512,1,64,32,54,55
12370,Not Fit,17,32,32,512,1,16,32,54,55
8362,Not Fit,17,32,32,512,1,64,32,54,55
12555,Not Fit,17,32,32,512,1,32,32,54,55
31572,Not Fit,15,32,32,512,1,16,32,54,55
32426,Not Fit,15,32,32,512,1,64,32,54,55
20071,Not Fit,15,32,32,512,1,16,32,54,55
2262,Not Fit,15,32,32,512,1,64,32,54,55
21814,Not Fit,15,32,32,512,1,32,32,54,55
25894,Not Fit,15,32,32,512,1,16,32,54,55
43002,Not Fit,15,32,32,512,1,32,32,54,55
38138,Not Fit,15,32,32,512,1,64,32,54,55
14544,Not Fit,15,32,32,512,1,16,32,54,55
7376,Not Fit,15,32,32,512,1,64,32,54,55
14381,Not Fit,15,32,32,512,1,32,32,54,55
48392,Not Fit,16,32,32,512,1,16,32,54,55
37544,Not Fit,16,32,32,512,1,32,32,54,55
47847,Not Fit,16,32,32,512,1,64,32,54,55
2638,Not Fit,16,32,32,512,1,32,32,54,55
2038,Not Fit,17,32,32,512,1,16,32,54,55
20269,Not Fit,17,32,32,512,1,64,32,54,55
32862,Not Fit,17,32,32,512,1,16,32,54,55
31150,Not Fit,17,32,32,512,1,64,32,54,55
32366,Not Fit,15,32,32,512,1,32,32,64.6666666666667,65.6666666666667
45899,Not Fit,15,32,32,512,1,64,32,70,71
43636,Fit,15,32,32,512,1,16,32,70,71
16032,Not Fit,15,32,32,512,1,32,32,70,71
15804,Fit,15,32,32,512,1,16,32,70,71
6206,Not Fit,15,32,32,512,1,64,32,70,71
11902,Fit,15,32,32,512,1,16,32,70,71
10293,Not Fit,15,32,32,512,1,64,32,70,71
23204,Fit,15,32,32,512,1,16,32,70,71
40507,Not Fit,15,32,32,512,1,64,32,70,71
44412,Fit,15,32,32,512,1,16,32,70,71
23656,Not Fit,15,32,32,512,1,32,32,70,71
36667,Fit,16,32,32,512,1,16,32,70,71
48688,Not Fit,16,32,32,512,1,32,32,70,71
29117,Not Fit,16,32,32,512,1,64,32,70,71
4074,Fit,16,32,32,512,1,16,32,70,71
16684,Not Fit,16,32,32,512,1,64,32,70,71
34236,Not Fit,17,32,32,512,1,32,32,70,71
46647,Not Fit,17,32,32,512,1,64,32,70,71
33768,Not Fit,17,32,32,512,1,16,32,70,71
30197,Not Fit,17,32,32,512,1,64,32,70,71
15830,Not Fit,16,32,32,512,1,16,32,70,71
38949,Not Fit,16,32,32,512,1,64,32,70,71
43689,Not Fit,16,32,32,512,1,16,32,70,71
24489,Not Fit,16,32,32,512,1,32,32,70,71
43943,Not Fit,17,32,32,512,1,16,32,70,71
10967,Not Fit,17,32,32,512,1,32,32,70,71
11126,Not Fit,17,32,32,512,1,16,32,70,71
9544,Not Fit,17,32,32,512,1,64,32,70,71
31032,Fit,6,32,32,1024,1,16,32,102,103
46317,Not Fit,6,32,32,1024,1,32,32,102,103
20887,Fit,6,32,32,1024,1,16,32,102,103
3504,Not Fit,6,32,32,1024,1,32,32,102,103
32416,Fit,6,32,32,1024,1,16,32,102,103
32884,Not Fit,6,32,32,1024,1,32,32,102,103
26914,Not Fit,7,32,32,1024,1,16,32,102,103
41936,Not Fit,7,32,32,1024,1,32,32,102,103
13660,Not Fit,7,32,32,1024,1,16,32,102,103
22385,Not Fit,8,32,32,1024,1,32,32,102,103
37174,Not Fit,7,32,32,1024,1,16,32,102,103
1486,Not Fit,8,32,32,1024,1,32,32,102,103
1652,Not Fit,8,32,32,1024,1,16,32,102,103
18292,Not Fit,10,32,32,1024,1,32,32,70,71
31257,Not Fit,11,32,32,1024,1,16,32,70,71
2998,Not Fit,9,32,32,1024,1,32,32,70,71
45699,Not Fit,9,32,32,1024,1,16,32,70,71
19023,Not Fit,9,32,32,1024,1,32,32,70,71
28262,Not Fit,9,32,32,1024,1,16,32,70,71
37876,Not Fit,10,32,32,1024,1,32,32,70,71
8491,Not Fit,11,32,32,1024,1,16,32,70,71
7992,Not Fit,11,32,32,1024,1,32,32,70,71
29664,Fit,7,32,32,1024,1,16,32,166,167
46721,Not Fit,7,32,32,1024,1,32,32,166,167
21535,Fit,7,32,32,1024,1,16,32,166,167
21401,Not Fit,7,32,32,1024,1,32,32,166,167
22846,Not Fit,8,32,32,1024,1,16,32,166,167
12221,Not Fit,8,32,32,1024,1,32,32,166,167
39864,Not Fit,7,32,32,1024,1,16,32,166,167
39413,Not Fit,7,32,32,1024,1,32,32,166,167
48582,Not Fit,8,32,32,1024,1,16,32,166,167
25476,Not Fit,9,32,32,1024,1,32,32,102,103
22304,Fit,9,32,32,1024,1,16,32,102,103
45260,Not Fit,9,32,32,1024,1,32,32,102,103
12881,Fit,9,32,32,1024,1,16,32,102,103
14190,Not Fit,9,32,32,1024,1,32,32,102,103
42858,Fit,9,32,32,1024,1,16,32,102,103
26093,Not Fit,9,32,32,1024,1,32,32,102,103
25961,Fit,9,32,32,1024,1,16,32,102,103
1710,Not Fit,10,32,32,1024,1,32,32,102,103
37033,Not Fit,11,32,32,1024,1,16,32,102,103
21972,Not Fit,10,32,32,1024,1,32,32,102,103
26515,Not Fit,11,32,32,1024,1,16,32,102,103
42333,Not Fit,11,32,32,1024,1,32,32,102,103
13997,Not Fit,11,32,32,1024,1,16,32,102,103
13459,Not Fit,11,32,32,1024,1,32,32,102,103
27272,Not Fit,10,32,32,1024,1,16,32,166,167
27447,Not Fit,10,32,32,1024,1,32,32,166,167
15172,Not Fit,11,32,32,1024,1,16,32,166,167
25597,Not Fit,11,32,32,1024,1,32,32,166,167
8027,Not Fit,10,32,32,1024,1,16,32,166,167
8556,Not Fit,10,32,32,1024,1,32,32,166,167
787,Not Fit,11,32,32,1024,1,16,32,166,167
35117,Not Fit,16,32,32,1024,1,32,32,102,103
4760,Not Fit,17,32,32,1024,1,16,32,70,71
4847,Not Fit,17,32,32,1024,1,32,32,70,71
42072,Not Fit,15,32,32,1024,1,16,32,70,71
13613,Not Fit,15,32,32,1024,1,32,32,70,71
13820,Not Fit,15,32,32,1024,1,16,32,70,71
4270,Not Fit,15,32,32,1024,1,32,32,70,71
48844,Not Fit,15,32,32,1024,1,16,32,70,71
35950,Not Fit,15,32,32,1024,1,32,32,70,71
393,Not Fit,15,32,32,1024,1,16,32,70,71
275,Not Fit,15,32,32,1024,1,32,32,70,71
43227,Not Fit,17,32,32,1024,1,16,32,70,71
22133,Fit,8,64,64,16,1,1,64,21,22
12850,Fit,8,64,64,16,1,16,64,70,71
12852,Fit,10,64,64,16,1,1,64,21,22
5131,Fit,12,64,64,16,1,16,64,70,71
9768,Fit,8,64,64,16,1,1,64,21,22
40787,Fit,8,64,64,16,1,16,64,70,71
24628,Fit,9,64,64,16,1,1,64,21,22
16110,Fit,9,64,64,16,1,16,64,70,71
28723,Fit,9,64,64,16,1,1,64,21,22
16919,Fit,9,64,64,16,1,16,64,70,71
16921,Fit,11,64,64,16,1,1,64,21,22
29929,Not Fit,13,64,64,16,1,16,64,70,71
27794,Fit,10,64,64,16,1,1,64,21,22
18116,Fit,10,64,64,16,1,16,64,70,71
18118,Fit,12,64,64,16,1,1,64,21,22
46459,Not Fit,10,64,64,16,1,16,64,70,71
46461,Not Fit,12,64,64,16,1,1,64,21,22
30748,Not Fit,14,64,64,16,1,16,64,70,71
29443,Not Fit,10,64,64,16,1,1,64,21,22
16346,Not Fit,10,64,64,16,1,16,64,70,71
3079,Not Fit,8,64,64,16,1,1,64,21,22
37429,Not Fit,8,64,64,16,1,16,64,70,71
37432,Not Fit,10,64,64,16,1,1,64,21,22
48458,Not Fit,12,64,64,16,1,16,64,70,71
48461,Not Fit,14,64,64,16,1,1,64,21,22
47474,Not Fit,8,64,64,16,1,16,64,70,71
47477,Not Fit,10,64,64,16,1,1,64,21,22
28695,Not Fit,12,64,64,16,1,16,64,70,71
29971,Not Fit,8,64,64,16,1,1,64,21,22
21637,Not Fit,8,64,64,16,1,16,64,70,71
45,Fit,9,64,64,16,1,1,64,21,22
34791,Fit,9,64,64,16,1,16,64,70,71
5218,Fit,9,64,64,16,1,1,64,21,22
39713,Fit,9,64,64,16,1,16,64,70,71
39716,Fit,11,64,64,16,1,1,64,21,22
9673,Not Fit,13,64,64,16,1,16,64,70,71
8955,Fit,10,64,64,16,1,1,64,21,22
10492,Not Fit,14,64,64,16,1,16,64,70,71
5900,Not Fit,10,64,64,16,1,1,64,21,22
39277,Not Fit,10,64,64,16,1,16,64,70,71
39280,Not Fit,12,64,64,16,1,1,64,21,22
46291,Fit,11,64,64,16,1,16,64,70,71
46293,Fit,13,64,64,16,1,1,64,21,22
30527,Fit,15,64,64,16,1,16,64,70,71
30529,Fit,17,64,64,16,1,1,64,21,22
34350,Fit,15,64,64,16,1,16,64,70,71
36691,Fit,11,64,64,16,1,1,64,21,22
4190,Fit,11,64,64,16,1,16,64,70,71
4192,Fit,13,64,64,16,1,1,64,21,22
47835,Fit,12,64,64,16,1,16,64,70,71
11926,Fit,12,64,64,16,1,1,64,21,22
23323,Fit,12,64,64,16,1,16,64,70,71
43787,Not Fit,12,64,64,16,1,1,64,21,22
15768,Not Fit,16,64,64,16,1,16,64,70,71
15770,Not Fit,18,64,64,16,1,1,64,21,22
24855,Fit,17,64,64,16,1,16,64,70,71
43356,Fit,13,64,64,16,1,1,64,21,22
14892,Fit,17,64,64,16,1,16,64,70,71
11256,Not Fit,13,64,64,16,1,1,64,21,22
23929,Not Fit,13,64,64,16,1,16,64,70,71
23931,Not Fit,15,64,64,16,1,1,64,21,22
43871,Not Fit,17,64,64,16,1,16,64,70,71
43873,Not Fit,19,64,64,16,1,1,64,21,22
6121,Fit,15,64,64,16,1,16,64,70,71
6125,Fit,17,64,64,16,1,1,64,21,22
11985,Fit,15,64,64,16,1,16,64,70,71
15652,Fit,11,64,64,16,1,1,64,21,22
25022,Fit,11,64,64,16,1,16,64,70,71
25026,Fit,13,64,64,16,1,1,64,21,22
43742,Fit,15,64,64,16,1,16,64,70,71
43746,Fit,17,64,64,16,1,1,64,21,22
9165,Fit,16,64,64,16,1,16,64,70,71
34327,Fit,12,64,64,16,1,1,64,21,22
348,Fit,12,64,64,16,1,16,64,70,71
352,Fit,14,64,64,16,1,1,64,21,22
36725,Not Fit,16,64,64,16,1,16,64,70,71
36729,Not Fit,18,64,64,16,1,1,64,21,22
470,Fit,17,64,64,16,1,16,64,70,71
474,Fit,19,64,64,16,1,1,64,21,22
35867,Not Fit,17,64,64,16,1,16,64,70,71
33701,Not Fit,13,64,64,16,1,1,64,21,22
987,Not Fit,13,64,64,16,1,16,64,70,71
1695,Fit,17,64,64,16,1,1,64,21,22
33196,Fit,17,64,64,16,1,16,64,70,71
33198,Fit,19,64,64,16,1,1,64,21,22
49508,Fit,21,64,64,16,1,16,64,70,71
12071,Fit,17,64,64,16,1,1,64,21,22
23373,Fit,17,64,64,16,1,16,64,70,71
23375,Fit,19,64,64,16,1,1,64,21,22
44541,Fit,21,64,64,16,1,16,64,70,71
44543,Fit,23,64,64,16,1,1,64,21,22
15592,Fit,21,64,64,16,1,16,64,70,71
3967,Fit,18,64,64,16,1,1,64,21,22
36362,Fit,18,64,64,16,1,16,64,70,71
36364,Fit,20,64,64,16,1,1,64,21,22
34708,Fit,22,64,64,16,1,16,64,70,71
36410,Fit,18,64,64,16,1,1,64,21,22
3931,Fit,18,64,64,16,1,16,64,70,71
35522,Fit,19,64,64,16,1,1,64,21,22
4576,Fit,19,64,64,16,1,16,64,70,71
4578,Fit,21,64,64,16,1,1,64,21,22
49371,Not Fit,19,64,64,16,1,16,64,70,71
49373,Not Fit,21,64,64,16,1,1,64,21,22
33949,Not Fit,23,64,64,16,1,16,64,70,71
26150,Fit,17,64,64,16,1,1,64,21,22
14160,Fit,17,64,64,16,1,16,64,70,71
34737,Fit,17,64,64,16,1,1,64,21,22
592,Fit,17,64,64,16,1,16,64,70,71
598,Fit,19,64,64,16,1,1,64,21,22
36337,Fit,21,64,64,16,1,16,64,70,71
23358,Fit,18,64,64,16,1,1,64,21,22
12091,Fit,18,64,64,16,1,16,64,70,71
44524,Fit,18,64,64,16,1,1,64,21,22
12030,Not Fit,22,64,64,16,1,16,64,70,71
15636,Not Fit,18,64,64,16,1,1,64,21,22
24925,Not Fit,18,64,64,16,1,16,64,70,71
24931,Not Fit,20,64,64,16,1,1,64,21,22
19415,Fit,19,64,64,16,1,16,64,70,71
14824,Not Fit,19,64,64,16,1,1,64,21,22
25508,Not Fit,19,64,64,16,1,16,64,70,71
44037,Not Fit,19,64,64,16,1,1,64,21,22
11289,Not Fit,23,64,64,16,1,16,64,70,71
25528,Not Fit,8,64,64,16,1,1,64,21,22
14836,Not Fit,8,64,64,16,1,16,64,70,71
15415,Not Fit,8,64,64,16,1,1,64,21,22
25328,Not Fit,8,64,64,16,1,16,64,70,71
44115,Not Fit,8,64,64,16,1,1,64,21,22
10717,Not Fit,12,64,64,16,1,16,64,70,71
22762,Fit,9,64,64,16,1,1,64,21,22
12789,Fit,9,64,64,16,1,16,64,70,71
12791,Fit,11,64,64,16,1,1,64,21,22
35405,Not Fit,13,64,64,16,1,16,64,70,71
29811,Fit,10,64,64,16,1,1,64,21,22
21483,Fit,10,64,64,16,1,16,64,70,71
34857,Not Fit,10,64,64,16,1,1,64,21,22
112,Not Fit,10,64,64,16,1,16,64,70,71
3295,Fit,9,64,64,16,1,1,64,21,22
37096,Fit,9,64,64,16,1,16,64,70,71
37099,Fit,11,64,64,16,1,1,64,21,22
15425,Not Fit,13,64,64,16,1,16,64,70,71
5271,Fit,10,64,64,16,1,1,64,21,22
39918,Fit,10,64,64,16,1,16,64,70,71
11588,Not Fit,10,64,64,16,1,1,64,21,22
23534,Not Fit,10,64,64,16,1,16,64,70,71
23537,Not Fit,12,64,64,16,1,1,64,21,22
44723,Not Fit,14,64,64,16,1,16,64,70,71
44726,Not Fit,16,64,64,16,1,1,64,21,22
47902,Fit,11,64,64,16,1,16,64,70,71
47904,Fit,13,64,64,16,1,1,64,21,22
26980,Fit,15,64,64,16,1,16,64,70,71
30948,Fit,11,64,64,16,1,1,64,21,22
20846,Fit,11,64,64,16,1,16,64,70,71
20848,Fit,13,64,64,16,1,1,64,21,22
29046,Fit,15,64,64,16,1,16,64,70,71
29048,Fit,17,64,64,16,1,1,64,21,22
46635,Fit,12,64,64,16,1,16,64,70,71
46637,Fit,14,64,64,16,1,1,64,21,22
30163,Fit,16,64,64,16,1,16,64,70,71
30165,Fit,18,64,64,16,1,1,64,21,22
10259,Fit,16,64,64,16,1,16,64,70,71
6236,Not Fit,12,64,64,16,1,1,64,21,22
38937,Not Fit,12,64,64,16,1,16,64,70,71
38939,Not Fit,14,64,64,16,1,1,64,21,22
44973,Fit,13,64,64,16,1,16,64,70,71
44975,Fit,15,64,64,16,1,1,64,21,22
22882,Fit,17,64,64,16,1,16,64,70,71
5471,Not Fit,13,64,64,16,1,1,64,21,22
39471,Not Fit,13,64,64,16,1,16,64,70,71
39473,Not Fit,15,64,64,16,1,1,64,21,22
9521,Not Fit,17,64,64,16,1,16,64,70,71
9523,Not Fit,19,64,64,16,1,1,64,21,22
8160,Not Fit,15,64,64,16,1,16,64,70,71
10318,Not Fit,11,64,64,16,1,1,64,21,22
40531,Not Fit,11,64,64,16,1,16,64,70,71
40535,Not Fit,13,64,64,16,1,1,64,21,22
6192,Not Fit,15,64,64,16,1,16,64,70,71
6196,Not Fit,17,64,64,16,1,1,64,21,22
5485,Fit,16,64,64,16,1,16,64,70,71
5489,Fit,18,64,64,16,1,1,64,21,22
30922,Not Fit,16,64,64,16,1,16,64,70,71
29110,Not Fit,12,64,64,16,1,1,64,21,22
16672,Not Fit,12,64,64,16,1,16,64,70,71
16676,Not Fit,14,64,64,16,1,1,64,21,22
3890,Fit,17,64,64,16,1,16,64,70,71
28376,Not Fit,13,64,64,16,1,1,64,21,22
17503,Not Fit,13,64,64,16,1,16,64,70,71
17507,Not Fit,15,64,64,16,1,1,64,21,22
46675,Not Fit,13,64,64,16,1,16,64,70,71
46679,Not Fit,15,64,64,16,1,1,64,21,22
30183,Not Fit,17,64,64,16,1,16,64,70,71
5113,Fit,17,64,64,16,1,1,64,21,22
35435,Fit,17,64,64,16,1,16,64,70,71
35437,Fit,19,64,64,16,1,1,64,21,22
9986,Fit,21,64,64,16,1,16,64,70,71
6551,Fit,17,64,64,16,1,1,64,21,22
39114,Fit,17,64,64,16,1,16,64,70,71
1872,Fit,18,64,64,16,1,1,64,21,22
32760,Fit,18,64,64,16,1,16,64,70,71
30855,Fit,18,64,64,16,1,1,64,21,22
20811,Fit,18,64,64,16,1,16,64,70,71
20813,Fit,20,64,64,16,1,1,64,21,22
29240,Not Fit,22,64,64,16,1,16,64,70,71
9466,Fit,19,64,64,16,1,1,64,21,22
41148,Fit,19,64,64,16,1,16,64,70,71
41150,Fit,21,64,64,16,1,1,64,21,22
47284,Fit,19,64,64,16,1,16,64,70,71
47286,Fit,21,64,64,16,1,1,64,21,22
28424,Fit,23,64,64,16,1,16,64,70,71
30085,Not Fit,19,64,64,16,1,1,64,21,22
21233,Not Fit,19,64,64,16,1,16,64,70,71
24202,Fit,17,64,64,16,1,1,64,21,22
10784,Fit,17,64,64,16,1,16,64,70,71
10790,Fit,19,64,64,16,1,1,64,21,22
30885,Not Fit,21,64,64,16,1,16,64,70,71
29186,Fit,17,64,64,16,1,1,64,21,22
16812,Fit,17,64,64,16,1,16,64,70,71
