model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_latency,n_inputs_latency,sequence_length_latency,dense_size_latency,reuse_factor_1,latency_min,latency_max
16749,Fit,11,128,128,64,1,1,128,69,70
774,Not Fit,11,128,128,64,1,64,128,133,134
776,Not Fit,13,128,128,64,1,1,128,69,70
36193,Not Fit,15,128,128,64,1,64,128,133,134
36195,Not Fit,17,128,128,64,1,1,128,69,70
4347,Fit,12,128,128,64,1,64,128,133,134
4349,Fit,14,128,128,64,1,1,128,69,70
34172,Fit,16,128,128,64,1,64,128,133,134
34174,Fit,18,128,128,64,1,1,128,69,70
5786,Fit,12,128,128,64,1,64,128,133,134
5788,Fit,14,128,128,64,1,1,128,69,70
40260,Not Fit,16,128,128,64,1,64,128,133,134
8228,Not Fit,13,128,128,64,1,1,128,69,70
44875,Not Fit,17,128,128,64,1,64,128,133,134
44877,Not Fit,19,128,128,64,1,1,128,69,70
14732,Not Fit,13,128,128,64,1,64,128,133,134
14734,Not Fit,15,128,128,64,1,1,128,69,70
22861,Not Fit,17,128,128,64,1,64,128,133,134
22863,Not Fit,19,128,128,64,1,1,128,69,70
24718,Fit,17,128,128,64,1,64,128,133,134
24722,Fit,19,128,128,64,1,1,128,69,70
10677,Fit,21,128,128,64,1,64,128,133,134
10681,Fit,23,128,128,64,1,1,128,69,70
2148,Fit,17,128,128,64,1,64,128,133,134
2152,Fit,19,128,128,64,1,1,128,69,70
37649,Fit,21,128,128,64,1,64,128,133,134
17730,Fit,17,128,128,64,1,1,128,69,70
29590,Fit,16,128,128,64,1,16,128,143,144
30275,Fit,16,128,128,64,1,64,128,143,144
13318,Fit,18,128,128,64,1,1,128,69,70
6801,Not Fit,18,128,128,64,1,64,128,133,134
6805,Not Fit,20,128,128,64,1,1,128,69,70
41310,Not Fit,22,128,128,64,1,64,128,133,134
41314,Not Fit,24,128,128,64,1,1,128,69,70
3984,Fit,17,128,128,64,1,16,128,143,144
15229,Fit,17,128,128,64,1,32,128,143,144
739,Fit,19,128,128,64,1,64,128,138,139
744,Fit,21,128,128,64,1,1,128,69,70
33899,Fit,17,128,128,64,1,16,128,143,144
23733,Fit,17,128,128,64,1,32,128,143,144
36240,Fit,23,128,128,64,1,64,128,135.5,136.5
36245,Fit,25,128,128,64,1,1,128,69,70
15705,Fit,19,128,128,64,1,64,128,133,134
15709,Fit,21,128,128,64,1,1,128,69,70
23969,Not Fit,23,128,128,64,1,64,128,133,134
9728,Not Fit,19,128,128,64,1,1,128,69,70
43920,Not Fit,23,128,128,64,1,64,128,133,134
43924,Not Fit,25,128,128,64,1,1,128,69,70
4434,Fit,17,128,128,64,1,64,128,133,134
4438,Fit,19,128,128,64,1,1,128,69,70
34018,Not Fit,21,128,128,64,1,64,128,133,134
42608,Fit,17,128,128,64,1,1,128,69,70
41679,Fit,17,128,128,64,1,64,128,133,134
41683,Fit,19,128,128,64,1,1,128,69,70
7810,Not Fit,21,128,128,64,1,64,128,133,134
7814,Not Fit,23,128,128,64,1,1,128,69,70
6010,Fit,16,128,128,64,1,16,128,143,144
17634,Fit,16,128,128,64,1,32,128,143,144
9400,Fit,16,128,128,64,1,64,128,143,144
9404,Fit,18,128,128,64,1,1,128,69,70
44153,Fit,22,128,128,64,1,64,128,135.5,136.5
44157,Fit,24,128,128,64,1,1,128,69,70
36962,Fit,18,128,128,64,1,64,128,133,134
36966,Fit,20,128,128,64,1,1,128,69,70
1297,Not Fit,22,128,128,64,1,64,128,133,134
32201,Not Fit,18,128,128,64,1,1,128,69,70
24783,Fit,17,128,128,64,1,16,128,143,144
35292,Fit,17,128,128,64,1,32,128,143,144
24148,Fit,19,128,128,64,1,64,128,138,139
24153,Fit,21,128,128,64,1,1,128,69,70
11377,Fit,17,128,128,64,1,16,128,143,144
218,Fit,17,128,128,64,1,32,128,143,144
16241,Not Fit,23,128,128,64,1,64,128,135.5,136.5
34071,Fit,19,128,128,64,1,1,128,69,70
29156,Not Fit,19,128,128,64,1,64,128,133,134
29160,Not Fit,21,128,128,64,1,1,128,69,70
21256,Not Fit,23,128,128,64,1,64,128,133,134
29582,Fit,9,128,128,64,1,1,128,69,70
49409,Not Fit,9,128,128,64,1,64,128,133,134
49410,Not Fit,11,128,128,64,1,1,128,69,70
3951,Not Fit,10,128,128,64,1,64,128,133,134
3953,Not Fit,12,128,128,64,1,1,128,69,70
33929,Not Fit,14,128,128,64,1,64,128,133,134
6137,Not Fit,9,128,128,64,1,1,128,69,70
24957,Not Fit,10,128,128,64,1,64,128,133,134
24959,Not Fit,12,128,128,64,1,1,128,69,70
11269,Not Fit,14,128,128,64,1,64,128,133,134
11271,Not Fit,16,128,128,64,1,1,128,69,70
16566,Not Fit,11,128,128,64,1,64,128,133,134
16568,Not Fit,13,128,128,64,1,1,128,69,70
29690,Not Fit,15,128,128,64,1,64,128,133,134
763,Fit,11,128,128,64,1,1,128,69,70
16734,Not Fit,11,128,128,64,1,64,128,133,134
16736,Not Fit,13,128,128,64,1,1,128,69,70
30123,Not Fit,15,128,128,64,1,64,128,133,134
11312,Fit,12,128,128,64,1,1,128,69,70
11746,Not Fit,12,128,128,64,1,64,128,133,134
11748,Not Fit,14,128,128,64,1,1,128,69,70
25102,Not Fit,16,128,128,64,1,64,128,133,134
25104,Not Fit,18,128,128,64,1,1,128,69,70
40730,Fit,13,128,128,64,1,64,128,133,134
40733,Fit,15,128,128,64,1,1,128,69,70
6031,Not Fit,17,128,128,64,1,64,128,133,134
33847,Fit,12,128,128,64,1,1,128,69,70
47063,Fit,12,128,128,64,1,64,128,133,134
35884,Not Fit,12,128,128,64,1,1,128,69,70
21494,Fit,13,128,128,64,1,64,128,133,134
21497,Fit,15,128,128,64,1,1,128,69,70
29648,Not Fit,17,128,128,64,1,64,128,133,134
29651,Not Fit,19,128,128,64,1,1,128,69,70
32625,Not Fit,13,128,128,64,1,64,128,133,134
32627,Not Fit,15,128,128,64,1,1,128,69,70
2493,Not Fit,17,128,128,64,1,64,128,133,134
41704,Fit,17,128,128,64,1,1,128,69,70
42546,Fit,17,128,128,64,1,64,128,133,134
42550,Fit,19,128,128,64,1,1,128,69,70
25771,Fit,17,128,128,64,1,64,128,133,134
25775,Fit,19,128,128,64,1,1,128,69,70
12532,Fit,21,128,128,64,1,64,128,133,134
12536,Fit,23,128,128,64,1,1,128,69,70
16267,Fit,18,128,128,64,1,64,128,133,134
16271,Fit,20,128,128,64,1,1,128,69,70
29993,Fit,22,128,128,64,1,64,128,133,134
29997,Fit,24,128,128,64,1,1,128,69,70
32175,Fit,18,128,128,64,1,64,128,133,134
32179,Fit,20,128,128,64,1,1,128,69,70
18708,Not Fit,22,128,128,64,1,64,128,133,134
29203,Fit,19,128,128,64,1,1,128,69,70
34125,Not Fit,19,128,128,64,1,64,128,133,134
34129,Not Fit,21,128,128,64,1,1,128,69,70
4383,Not Fit,23,128,128,64,1,64,128,133,134
33828,Fit,17,128,128,64,1,1,128,69,70
46977,Fit,17,128,128,64,1,64,128,133,134
46981,Fit,19,128,128,64,1,1,128,69,70
17655,Fit,17,128,128,64,1,64,128,133,134
17659,Fit,19,128,128,64,1,1,128,69,70
31334,Not Fit,21,128,128,64,1,64,128,133,134
43899,Fit,18,128,128,64,1,1,128,69,70
39188,Fit,18,128,128,64,1,64,128,133,134
39192,Fit,20,128,128,64,1,1,128,69,70
9792,Fit,22,128,128,64,1,64,128,133,134
6827,Fit,18,128,128,64,1,1,128,69,70
42296,Not Fit,22,128,128,64,1,64,128,133,134
42300,Not Fit,24,128,128,64,1,1,128,69,70
13350,Not Fit,18,128,128,64,1,64,128,133,134
13354,Not Fit,20,128,128,64,1,1,128,69,70
26702,Not Fit,22,128,128,64,1,64,128,133,134
15788,Fit,19,128,128,64,1,1,128,69,70
9687,Not Fit,19,128,128,64,1,64,128,133,134
9691,Not Fit,21,128,128,64,1,1,128,69,70
39291,Not Fit,23,128,128,64,1,64,128,133,134
3874,Not Fit,12,128,128,64,1,1,128,69,70
27121,Not Fit,13,128,128,64,1,64,128,133,134
27124,Not Fit,15,128,128,64,1,1,128,69,70
19182,Not Fit,17,128,128,64,1,64,128,133,134
26532,Not Fit,12,128,128,64,1,1,128,69,70
7017,Not Fit,13,128,128,64,1,64,128,133,134
7020,Not Fit,15,128,128,64,1,1,128,69,70
41459,Not Fit,17,128,128,64,1,64,128,133,134
3577,Fit,17,128,128,64,1,1,128,69,70
48051,Fit,21,128,128,64,1,64,128,133,134
48055,Fit,23,128,128,64,1,1,128,69,70
12611,Fit,17,128,128,64,1,64,128,133,134
12615,Fit,19,128,128,64,1,1,128,69,70
26257,Fit,21,128,128,64,1,64,128,133,134
7254,Fit,17,128,128,64,1,1,128,69,70
43055,Fit,21,128,128,64,1,64,128,133,134
43059,Fit,23,128,128,64,1,1,128,69,70
8671,Fit,18,128,128,64,1,64,128,133,134
1730,Fit,18,128,128,64,1,1,128,69,70
18509,Not Fit,18,128,128,64,1,64,128,133,134
22343,Fit,19,128,128,64,1,1,128,69,70
4113,Not Fit,19,128,128,64,1,64,128,133,134
4117,Not Fit,21,128,128,64,1,1,128,69,70
33725,Not Fit,23,128,128,64,1,64,128,133,134
37343,Not Fit,17,128,128,64,1,1,128,69,70
31415,Not Fit,17,128,128,64,1,64,128,133,134
31419,Not Fit,19,128,128,64,1,1,128,69,70
18269,Not Fit,21,128,128,64,1,64,128,133,134
48566,Fit,18,128,128,64,1,1,128,69,70
32083,Fit,18,128,128,64,1,64,128,133,134
32087,Fit,20,128,128,64,1,1,128,69,70
18800,Not Fit,22,128,128,64,1,64,128,133,134
18804,Not Fit,24,128,128,64,1,1,128,69,70
26472,Not Fit,18,128,128,64,1,64,128,133,134
26476,Not Fit,20,128,128,64,1,1,128,69,70
12929,Not Fit,22,128,128,64,1,64,128,133,134
12933,Not Fit,24,128,128,64,1,1,128,69,70
42154,Not Fit,18,128,128,64,1,64,128,133,134
1552,Fit,19,128,128,64,1,1,128,69,70
45766,Not Fit,23,128,128,64,1,64,128,133,134
44223,Not Fit,19,128,128,64,1,1,128,69,70
39019,Not Fit,19,128,128,64,1,64,128,133,134
39023,Not Fit,21,128,128,64,1,1,128,69,70
9317,Not Fit,23,128,128,64,1,64,128,133,134
9321,Not Fit,25,128,128,64,1,1,128,69,70
47206,Fit,15,128,128,128,1,32,128,142,143
24092,Fit,15,128,128,128,1,16,128,142,143
34980,Fit,15,128,128,128,1,32,128,142,143
24717,Fit,15,128,128,128,1,64,128,142,143
15478,Fit,15,128,128,128,1,16,128,142,143
4922,Fit,15,128,128,128,1,32,128,142,143
10674,Fit,15,128,128,128,1,64,128,142,143
2781,Fit,15,128,128,128,1,16,128,142,143
13516,Fit,15,128,128,128,1,32,128,142,143
2147,Fit,15,128,128,128,1,64,128,142,143
32918,Fit,15,128,128,128,1,16,128,142,143
21892,Fit,15,128,128,128,1,32,128,142,143
37646,Fit,15,128,128,128,1,64,128,142,143
19792,Fit,15,128,128,128,1,16,128,142,143
9095,Fit,15,128,128,128,1,32,128,142,143
17726,Fit,15,128,128,128,1,64,128,142,143
45296,Fit,15,128,128,128,1,32,128,142,143
14059,Fit,16,128,128,128,1,16,128,142,143
2761,Fit,16,128,128,128,1,32,128,142,143
13314,Fit,16,128,128,128,1,64,128,142,143
47731,Fit,16,128,128,128,1,32,128,142,143
10854,Fit,17,128,128,128,1,16,128,142,143
612,Fit,17,128,128,128,1,32,128,142,143
15704,Fit,17,128,128,128,1,64,128,142,143
24538,Fit,17,128,128,128,1,16,128,142,143
35539,Fit,17,128,128,128,1,32,128,142,143
23966,Not Fit,17,128,128,128,1,64,128,142,143
33149,Fit,16,128,128,128,1,16,128,142,143
23107,Fit,16,128,128,128,1,32,128,142,143
36961,Fit,16,128,128,128,1,64,128,142,143
3218,Fit,16,128,128,128,1,16,128,142,143
14474,Fit,16,128,128,128,1,32,128,142,143
1294,Not Fit,16,128,128,128,1,64,128,142,143
36618,Fit,17,128,128,128,1,16,128,142,143
25363,Fit,17,128,128,128,1,32,128,142,143
34067,Fit,17,128,128,128,1,64,128,142,143
21205,Fit,16,128,128,128,1,16,128,150,151
10402,Fit,16,128,128,128,1,32,128,150,151
16265,Fit,16,128,128,128,1,64,128,150,151
29384,Fit,16,128,128,128,1,16,128,150,151
39876,Fit,16,128,128,128,1,32,128,150,151
29989,Fit,16,128,128,128,1,64,128,150,151
34102,Fit,17,128,128,128,1,16,128,150,151
23484,Fit,17,128,128,128,1,32,128,150,151
36594,Fit,17,128,128,128,1,64,128,150,151
43430,Fit,16,128,128,128,1,16,128,150,151
49006,Fit,16,128,128,128,1,32,128,150,151
43894,Fit,16,128,128,128,1,64,128,150,151
41022,Fit,16,128,128,128,1,16,128,150,151
30465,Fit,16,128,128,128,1,32,128,150,151
39186,Fit,16,128,128,128,1,64,128,150,151
6484,Fit,16,128,128,128,1,16,128,150,151
17179,Fit,16,128,128,128,1,32,128,150,151
9788,Fit,16,128,128,128,1,64,128,150,151
10993,Fit,17,128,128,128,1,16,128,150,151
507,Fit,17,128,128,128,1,32,128,150,151
15782,Fit,17,128,128,128,1,64,128,150,151
46326,Fit,17,128,128,128,1,32,128,150,151
47144,Fit,10,128,128,256,1,32,128,167,168
23852,Fit,10,128,128,256,1,16,128,167,168
34863,Fit,10,128,128,256,1,32,128,167,168
24423,Fit,10,128,128,256,1,64,128,167,168
15887,Fit,10,128,128,256,1,16,128,167,168
5040,Fit,10,128,128,256,1,32,128,167,168
11028,Fit,10,128,128,256,1,64,128,167,168
9708,Fit,11,128,128,256,1,16,128,167,168
20858,Fit,11,128,128,256,1,32,128,167,168
6461,Fit,11,128,128,256,1,64,128,167,168
43965,Fit,11,128,128,256,1,16,128,167,168
43500,Fit,11,128,128,256,1,64,128,167,168
1032,Fit,10,128,128,256,1,16,128,167,168
11501,Fit,10,128,128,256,1,32,128,167,168
4345,Fit,10,128,128,256,1,64,128,167,168
36648,Fit,10,128,128,256,1,16,128,167,168
25280,Fit,10,128,128,256,1,32,128,167,168
34168,Fit,10,128,128,256,1,64,128,167,168
29940,Fit,11,128,128,256,1,16,128,167,168
40485,Fit,11,128,128,256,1,32,128,167,168
29260,Fit,11,128,128,256,1,64,128,167,168
8842,Fit,16,128,128,256,1,16,128,155,156
20569,Fit,16,128,128,256,1,32,128,143,144
6800,Not Fit,16,128,128,256,1,64,128,143,144
38500,Fit,16,128,128,256,1,16,128,143,144
28189,Fit,16,128,128,256,1,32,128,143,144
41307,Not Fit,16,128,128,256,1,64,128,143,144
6417,Not Fit,17,128,128,256,1,16,128,143,144
17259,Not Fit,17,128,128,256,1,32,128,143,144
9724,Not Fit,17,128,128,256,1,64,128,143,144
43522,Not Fit,17,128,128,256,1,16,128,143,144
48919,Not Fit,17,128,128,256,1,32,128,143,144
43917,Not Fit,17,128,128,256,1,64,128,143,144
1135,Fit,15,128,128,256,1,16,128,143,144
11778,Fit,15,128,128,256,1,32,128,143,144
4433,Fit,15,128,128,256,1,64,128,143,144
36473,Fit,15,128,128,256,1,16,128,143,144
25057,Fit,15,128,128,256,1,32,128,143,144
34015,Not Fit,15,128,128,256,1,64,128,143,144
22536,Fit,15,128,128,256,1,16,128,143,144
33373,Fit,15,128,128,256,1,32,128,143,144
25701,Fit,15,128,128,256,1,64,128,143,144
47914,Fit,15,128,128,256,1,32,128,143,144
42604,Fit,15,128,128,256,1,64,128,143,144
38079,Fit,15,128,128,256,1,16,128,143,144
27135,Fit,15,128,128,256,1,32,128,143,144
41678,Fit,15,128,128,256,1,64,128,143,144
8530,Fit,15,128,128,256,1,16,128,143,144
19152,Fit,15,128,128,256,1,32,128,143,144
7807,Not Fit,15,128,128,256,1,64,128,143,144
27596,Fit,16,128,128,256,1,16,128,143,144
37914,Not Fit,16,128,128,256,1,32,128,143,144
32197,Not Fit,16,128,128,256,1,64,128,143,144
43183,Not Fit,17,128,128,256,1,32,128,143,144
29880,Not Fit,17,128,128,256,1,16,128,143,144
40567,Not Fit,17,128,128,256,1,32,128,143,144
29155,Not Fit,17,128,128,256,1,64,128,143,144
16414,Not Fit,17,128,128,256,1,16,128,143,144
5512,Not Fit,17,128,128,256,1,32,128,143,144
21253,Not Fit,17,128,128,256,1,64,128,143,144
15990,Fit,15,128,128,256,1,16,128,151,152
4606,Fit,15,128,128,256,1,32,128,151,152
11106,Fit,15,128,128,256,1,64,128,151,152
47507,Fit,15,128,128,256,1,32,128,151,152
38004,Fit,15,128,128,256,1,16,128,151,152
27072,Fit,15,128,128,256,1,32,128,151,152
42545,Fit,15,128,128,256,1,64,128,151,152
47990,Fit,15,128,128,256,1,32,128,151,152
22514,Fit,15,128,128,256,1,16,128,151,152
33336,Fit,15,128,128,256,1,32,128,151,152
25770,Fit,15,128,128,256,1,64,128,151,152
14355,Fit,15,128,128,256,1,16,128,151,152
3719,Fit,15,128,128,256,1,32,128,151,152
12529,Fit,15,128,128,256,1,64,128,151,152
45101,Fit,16,128,128,256,1,32,128,151,152
27637,Fit,16,128,128,256,1,16,128,151,152
37934,Fit,16,128,128,256,1,32,128,151,152
32173,Fit,16,128,128,256,1,64,128,151,152
19481,Fit,16,128,128,256,1,16,128,151,152
7929,Fit,16,128,128,256,1,32,128,151,152
18704,Not Fit,16,128,128,256,1,64,128,151,152
29858,Fit,17,128,128,256,1,16,128,151,152
40543,Fit,17,128,128,256,1,32,128,151,152
29197,Fit,17,128,128,256,1,64,128,151,152
43203,Fit,17,128,128,256,1,32,128,151,152
8800,Fit,16,128,128,256,1,16,128,151,152
20522,Fit,16,128,128,256,1,32,128,151,152
6822,Fit,16,128,128,256,1,64,128,151,152
45394,Fit,16,128,128,256,1,16,128,151,152
42292,Not Fit,16,128,128,256,1,64,128,151,152
6439,Fit,17,128,128,256,1,16,128,151,152
17280,Fit,17,128,128,256,1,32,128,151,152
9684,Not Fit,17,128,128,256,1,64,128,151,152
41086,Fit,17,128,128,256,1,16,128,151,152
30419,Not Fit,17,128,128,256,1,32,128,151,152
39286,Not Fit,17,128,128,256,1,64,128,151,152
6651,Fit,16,128,128,256,1,16,128,167,168
17997,Fit,16,128,128,256,1,32,128,167,168
8669,Fit,16,128,128,256,1,64,128,167,168
31615,Fit,16,128,128,256,1,32,128,167,168
26826,Fit,17,128,128,256,1,16,128,167,168
22337,Fit,17,128,128,256,1,64,128,167,168
44905,Fit,16,128,128,256,1,32,128,167,168
48561,Fit,16,128,128,256,1,64,128,167,168
27486,Fit,16,128,128,256,1,16,128,167,168
37672,Fit,16,128,128,256,1,32,128,167,168
32081,Fit,16,128,128,256,1,64,128,167,168
19614,Fit,16,128,128,256,1,16,128,167,168
8238,Fit,16,128,128,256,1,32,128,167,168
18796,Not Fit,16,128,128,256,1,64,128,167,168
3438,Fit,17,128,128,256,1,16,128,167,168
14589,Fit,17,128,128,256,1,32,128,167,168
1546,Fit,17,128,128,256,1,64,128,167,168
48172,Fit,17,128,128,256,1,16,128,167,168
45762,Not Fit,17,128,128,256,1,64,128,167,168
16401,Fit,7,128,128,512,1,16,128,199,200
5499,Fit,7,128,128,512,1,32,128,199,200
21303,Fit,7,128,128,512,1,64,128,199,200
29902,Fit,7,128,128,512,1,16,128,199,200
40615,Fit,7,128,128,512,1,32,128,199,200
29138,Fit,7,128,128,512,1,64,128,199,200
36710,Fit,8,128,128,512,1,16,128,199,200
25182,Fit,8,128,128,512,1,32,128,199,200
34275,Fit,8,128,128,512,1,64,128,199,200
46541,Fit,8,128,128,512,1,16,128,199,200
46841,Fit,8,128,128,512,1,64,128,199,200
43885,Fit,7,128,128,512,1,16,128,199,200
49252,Fit,7,128,128,512,1,32,128,199,200
39165,Fit,7,128,128,512,1,16,128,199,200
28358,Fit,7,128,128,512,1,32,128,199,200
41010,Fit,7,128,128,512,1,64,128,199,200
9835,Fit,7,128,128,512,1,16,128,199,200
6531,Fit,7,128,128,512,1,64,128,199,200
15753,Fit,8,128,128,512,1,16,128,199,200
5087,Fit,8,128,128,512,1,32,128,199,200
10922,Fit,8,128,128,512,1,64,128,199,200
29517,Fit,9,128,128,512,1,16,128,167,168
39518,Fit,9,128,128,512,1,32,128,167,168
30016,Fit,9,128,128,512,1,64,128,167,168
44586,Fit,9,128,128,512,1,32,128,167,168
44101,Fit,9,128,128,512,1,16,128,167,168
49146,Fit,9,128,128,512,1,32,128,167,168
43624,Fit,9,128,128,512,1,64,128,167,168
28706,Fit,9,128,128,512,1,32,128,167,168
40744,Fit,9,128,128,512,1,64,128,167,168
9420,Fit,9,128,128,512,1,16,128,167,168
21140,Fit,9,128,128,512,1,32,128,167,168
5988,Fit,9,128,128,512,1,64,128,167,168
24247,Fit,9,128,128,512,1,16,128,167,168
34334,Fit,9,128,128,512,1,32,128,167,168
24943,Fit,9,128,128,512,1,64,128,167,168
47302,Fit,9,128,128,512,1,32,128,167,168
28554,Fit,10,128,128,512,1,16,128,167,168
39350,Fit,10,128,128,512,1,32,128,167,168
30644,Fit,10,128,128,512,1,64,128,167,168
49292,Fit,10,128,128,512,1,16,128,167,168
49088,Fit,10,128,128,512,1,64,128,167,168
48469,Fit,11,128,128,512,1,16,128,167,168
42393,Fit,11,128,128,512,1,32,128,167,168
17977,Fit,11,128,128,512,1,16,128,167,168
6779,Fit,11,128,128,512,1,32,128,167,168
20223,Not Fit,11,128,128,512,1,64,128,167,168
10614,Fit,10,128,128,512,1,16,128,167,168
21386,Fit,10,128,128,512,1,32,128,167,168
5784,Fit,10,128,128,512,1,64,128,167,168
39664,Fit,10,128,128,512,1,16,128,167,168
29074,Fit,10,128,128,512,1,32,128,167,168
40256,Not Fit,10,128,128,512,1,64,128,167,168
7509,Fit,11,128,128,512,1,16,128,167,168
18823,Fit,11,128,128,512,1,32,128,167,168
8224,Not Fit,11,128,128,512,1,64,128,167,168
42886,Fit,11,128,128,512,1,16,128,167,168
44870,Not Fit,11,128,128,512,1,64,128,167,168
16176,Fit,10,128,128,512,1,16,128,199,200
4747,Fit,10,128,128,512,1,32,128,199,200
11309,Fit,10,128,128,512,1,64,128,199,200
47400,Fit,10,128,128,512,1,32,128,199,200
44087,Fit,11,128,128,512,1,16,128,199,200
28729,Fit,11,128,128,512,1,32,128,199,200
40728,Fit,11,128,128,512,1,64,128,199,200
9495,Fit,11,128,128,512,1,16,128,199,200
21095,Fit,11,128,128,512,1,32,128,199,200
6027,Not Fit,11,128,128,512,1,64,128,199,200
36150,Fit,10,128,128,512,1,16,128,199,200
25648,Fit,10,128,128,512,1,32,128,199,200
47061,Fit,10,128,128,512,1,64,128,199,200
16579,Fit,11,128,128,512,1,16,128,199,200
5198,Fit,11,128,128,512,1,32,128,199,200
21492,Fit,11,128,128,512,1,64,128,199,200
30296,Fit,11,128,128,512,1,16,128,199,200
40105,Fit,11,128,128,512,1,32,128,199,200
29644,Not Fit,11,128,128,512,1,64,128,199,200
33172,Fit,16,128,128,512,1,16,128,151,152
23156,Fit,16,128,128,512,1,32,128,151,152
36939,Not Fit,16,128,128,512,1,64,128,151,152
36572,Not Fit,17,128,128,512,1,16,128,151,152
25339,Not Fit,17,128,128,512,1,32,128,151,152
34123,Not Fit,17,128,128,512,1,64,128,151,152
1063,Not Fit,17,128,128,512,1,16,128,151,152
11424,Not Fit,17,128,128,512,1,32,128,151,152
4379,Not Fit,17,128,128,512,1,64,128,151,152
36058,Fit,15,128,128,512,1,16,128,151,152
25383,Fit,15,128,128,512,1,32,128,151,152
46976,Fit,15,128,128,512,1,64,128,151,152
19825,Fit,15,128,128,512,1,16,128,151,152
9115,Fit,15,128,128,512,1,32,128,151,152
17654,Fit,15,128,128,512,1,64,128,151,152
28074,Fit,15,128,128,512,1,16,128,151,152
38828,Fit,15,128,128,512,1,32,128,151,152
31331,Not Fit,15,128,128,512,1,64,128,151,152
2874,Fit,15,128,128,512,1,16,128,151,152
13566,Fit,15,128,128,512,1,32,128,151,152
2080,Fit,15,128,128,512,1,64,128,151,152
14014,Not Fit,16,128,128,512,1,16,128,151,152
2696,Not Fit,16,128,128,512,1,32,128,151,152
13349,Not Fit,16,128,128,512,1,64,128,151,152
22192,Not Fit,16,128,128,512,1,16,128,151,152
32340,Not Fit,16,128,128,512,1,32,128,151,152
26699,Not Fit,16,128,128,512,1,64,128,151,152
10892,Not Fit,17,128,128,512,1,16,128,151,152
636,Not Fit,17,128,128,512,1,32,128,151,152
15661,Not Fit,17,128,128,512,1,64,128,151,152
46242,Not Fit,17,128,128,512,1,32,128,151,152
1568,Fit,15,128,128,512,1,16,128,167,168
12298,Fit,15,128,128,512,1,32,128,167,168
3573,Fit,15,128,128,512,1,64,128,167,168
45736,Fit,15,128,128,512,1,16,128,167,168
48048,Fit,15,128,128,512,1,64,128,167,168
14500,Fit,15,128,128,512,1,16,128,167,168
3259,Fit,15,128,128,512,1,32,128,167,168
12610,Fit,15,128,128,512,1,64,128,167,168
23129,Fit,15,128,128,512,1,16,128,167,168
33214,Fit,15,128,128,512,1,32,128,167,168
26254,Fit,15,128,128,512,1,64,128,167,168
7956,Fit,15,128,128,512,1,16,128,167,168
19460,Fit,15,128,128,512,1,32,128,167,168
7250,Fit,15,128,128,512,1,64,128,167,168
45075,Fit,15,128,128,512,1,16,128,167,168
43052,Fit,15,128,128,512,1,64,128,167,168
3745,Fit,16,128,128,512,1,16,128,167,168
14334,Fit,16,128,128,512,1,32,128,167,168
1725,Fit,16,128,128,512,1,64,128,167,168
843,Fit,17,128,128,512,1,16,128,167,168
12109,Fit,17,128,128,512,1,32,128,167,168
4110,Not Fit,17,128,128,512,1,64,128,167,168
36016,Fit,17,128,128,512,1,16,128,167,168
25436,Not Fit,17,128,128,512,1,32,128,167,168
33720,Not Fit,17,128,128,512,1,64,128,167,168
21918,Fit,16,128,128,512,1,16,128,167,168
32967,Fit,16,128,128,512,1,32,128,167,168
26470,Not Fit,16,128,128,512,1,64,128,167,168
13586,Fit,16,128,128,512,1,16,128,167,168
2827,Not Fit,16,128,128,512,1,32,128,167,168
12925,Not Fit,16,128,128,512,1,64,128,167,168
24998,Fit,17,128,128,512,1,16,128,167,168
35453,Not Fit,17,128,128,512,1,32,128,167,168
24296,Not Fit,17,128,128,512,1,64,128,167,168
11177,Fit,6,128,128,1024,1,16,128,198,199
60,Fit,6,128,128,1024,1,32,128,198,199
16024,Fit,6,128,128,1024,1,64,128,198,199
25248,Fit,6,128,128,1024,1,16,128,198,199
36638,Fit,6,128,128,1024,1,32,128,198,199
23450,Fit,6,128,128,1024,1,64,128,198,199
11542,Fit,6,128,128,1024,1,16,128,198,199
1047,Fit,6,128,128,1024,1,32,128,198,199
14773,Not Fit,6,128,128,1024,1,64,128,198,199
40499,Fit,6,128,128,1024,1,16,128,198,199
29917,Fit,6,128,128,1024,1,32,128,198,199
39960,Fit,6,128,128,1024,1,64,128,198,199
43103,Fit,6,128,128,1024,1,16,128,198,199
48804,Fit,6,128,128,1024,1,32,128,198,199
36093,Fit,7,128,128,1024,1,16,128,198,199
25403,Fit,7,128,128,1024,1,32,128,198,199
33815,Not Fit,7,128,128,1024,1,64,128,198,199
47890,Fit,8,128,128,1024,1,16,128,198,199
45618,Not Fit,8,128,128,1024,1,64,128,198,199
33324,Fit,8,128,128,1024,1,16,128,198,199
22631,Fit,8,128,128,1024,1,32,128,198,199
37105,Not Fit,8,128,128,1024,1,64,128,198,199
3786,Fit,8,128,128,1024,1,16,128,198,199
14297,Not Fit,8,128,128,1024,1,32,128,198,199
1762,Not Fit,8,128,128,1024,1,64,128,198,199
11240,Fit,7,128,128,1024,1,16,128,198,199
30,Fit,7,128,128,1024,1,32,128,198,199
16081,Not Fit,7,128,128,1024,1,64,128,198,199
24983,Fit,7,128,128,1024,1,16,128,198,199
35500,Fit,7,128,128,1024,1,32,128,198,199
24281,Not Fit,7,128,128,1024,1,64,128,198,199
