model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_resource,n_inputs_resources,cnn_filters_resources,sequence_length_resource,bram_18k,lut,ff,dsp48e
32919,Fit,5,128,96,16,16,128,4,4839,2920,8
32920,Fit,8,128,96,16,16,64,4,4839,2921,8
32918,Fit,11,128,96,16,16,32,4,4839,2919,8
21893,Fit,5,128,96,16,16,128,4,4927,2923,8
21894,Fit,8,128,96,16,16,64,4,4927,2918,8
21892,Fit,11,128,96,16,16,32,4,4927,2916,8
37647,Fit,5,128,96,16,16,128,4,5047,2923,8
37648,Fit,8,128,96,16,16,64,4,5047,2918,8
37646,Fit,11,128,96,16,16,32,4,5047,2919,8
19793,Fit,5,128,96,16,16,128,4,4839,2920,8
19794,Fit,8,128,96,16,16,64,4,4839,2921,8
19792,Fit,11,128,96,16,16,32,4,4839,2916,8
9096,Fit,5,128,96,16,16,128,4,4927,2920,8
9097,Fit,8,128,96,16,16,64,4,4927,2918,8
9095,Fit,11,128,96,16,16,32,4,4927,2916,8
17727,Fit,5,128,96,16,16,128,4,5047,2920,8
17728,Fit,8,128,96,16,16,64,4,5047,2918,8
17726,Fit,11,128,96,16,16,32,4,5047,2919,8
45297,Fit,5,128,96,16,16,128,4,4927,2923,8
45298,Fit,8,128,96,16,16,64,4,4927,2918,8
45296,Fit,11,128,96,16,16,32,4,4927,2919,8
29590,Fit,5,128,96,16,16,128,4,4839,2923,8
29591,Fit,8,128,96,16,16,64,4,4839,2918,8
29589,Fit,11,128,96,16,16,32,4,4839,2916,8
30276,Fit,5,128,96,16,16,128,4,5047,2920,8
30277,Fit,8,128,96,16,16,64,4,5047,2921,8
30275,Fit,11,128,96,16,16,32,4,5047,2919,8
14059,Fit,5,128,96,16,16,128,4,4839,2920,8
14060,Fit,8,128,96,16,16,64,4,4839,2918,8
14058,Fit,11,128,96,16,16,32,4,4839,2916,8
2761,Fit,5,128,96,16,16,128,4,4927,2920,8
2762,Fit,8,128,96,16,16,64,4,4927,2918,8
2760,Fit,11,128,96,16,16,32,4,4927,2916,8
13314,Fit,5,128,96,16,16,128,4,5047,2920,8
13315,Fit,8,128,96,16,16,64,4,5047,2921,8
13313,Fit,11,128,96,16,16,32,4,5047,2919,8
47731,Fit,5,128,96,16,16,128,4,4927,2920,8
47732,Fit,8,128,96,16,16,64,4,4927,2918,8
47730,Fit,11,128,96,16,16,32,4,4927,2916,8
8842,Fit,5,128,96,16,16,128,4,4839,2920,8
8843,Fit,8,128,96,16,16,64,4,4839,2921,8
8841,Fit,11,128,96,16,16,32,4,4839,2919,8
20569,Fit,5,128,96,16,16,128,4,4927,2920,8
20570,Fit,8,128,96,16,16,64,4,4927,2918,8
20568,Fit,11,128,96,16,16,32,4,4927,2916,8
6800,Not Fit,5,128,96,16,16,128,4,5047,2920,8
6801,Not Fit,8,128,96,16,16,64,4,5047,2918,8
6799,Not Fit,11,128,96,16,16,32,4,5047,2916,8
38500,Fit,5,128,96,16,16,128,4,4839,2920,8
38501,Fit,8,128,96,16,16,64,4,4839,2921,8
38499,Fit,11,128,96,16,16,32,4,4839,2916,8
28189,Fit,5,128,96,16,16,128,4,4927,2920,8
28190,Fit,8,128,96,16,16,64,4,4927,2918,8
28188,Fit,11,128,96,16,16,32,4,4927,2916,8
41307,Not Fit,5,128,96,16,16,128,4,5047,2923,8
41308,Not Fit,8,128,96,16,16,64,4,5047,2918,8
41306,Not Fit,11,128,96,16,16,32,4,5047,2919,8
3983,Fit,5,128,96,16,16,128,4,4839,2923,8
3984,Fit,8,128,96,16,16,64,4,4839,2918,8
3982,Fit,11,128,96,16,16,32,4,4839,2919,8
15228,Fit,5,128,96,16,16,128,4,4927,2920,8
15229,Fit,8,128,96,16,16,64,4,4927,2918,8
15227,Fit,11,128,96,16,16,32,4,4927,2916,8
738,Fit,5,128,96,16,16,128,4,5047,2920,8
739,Fit,8,128,96,16,16,64,4,5047,2921,8
737,Fit,11,128,96,16,16,32,4,5047,2916,8
33898,Fit,5,128,96,16,16,128,4,4839,2923,8
33899,Fit,8,128,96,16,16,64,4,4839,2918,8
33897,Fit,11,128,96,16,16,32,4,4839,2916,8
23732,Fit,5,128,96,16,16,128,4,4927,2920,8
23733,Fit,8,128,96,16,16,64,4,4927,2918,8
23731,Fit,11,128,96,16,16,32,4,4927,2919,8
36237,Fit,5,128,96,16,16,128,4,5047,2920,8
36238,Fit,8,128,96,16,16,64,4,5047,2918,8
36236,Fit,11,128,96,16,16,32,4,5047,2919,8
10853,Fit,5,128,96,16,16,128,4,4839,2920,8
10854,Fit,8,128,96,16,16,64,4,4839,2921,8
10852,Fit,11,128,96,16,16,32,4,4839,2919,8
611,Fit,5,128,96,16,16,128,4,4927,2920,8
612,Fit,8,128,96,16,16,64,4,4927,2918,8
610,Fit,11,128,96,16,16,32,4,4927,2916,8
15703,Fit,5,128,96,16,16,128,4,5047,2920,8
15704,Fit,8,128,96,16,16,64,4,5047,2918,8
15702,Fit,11,128,96,16,16,32,4,5047,2916,8
24537,Fit,5,128,96,16,16,128,4,4839,2920,8
24538,Fit,8,128,96,16,16,64,4,4839,2921,8
24536,Fit,11,128,96,16,16,32,4,4839,2916,8
35538,Fit,5,128,96,16,16,128,4,4927,2923,8
35539,Fit,8,128,96,16,16,64,4,4927,2918,8
35537,Fit,11,128,96,16,16,32,4,4927,2919,8
23965,Not Fit,5,128,96,16,16,128,4,5047,2920,8
23966,Not Fit,8,128,96,16,16,64,4,5047,2921,8
23964,Not Fit,11,128,96,16,16,32,4,5047,2916,8
6416,Not Fit,5,128,96,16,16,128,4,4839,2920,8
6417,Not Fit,8,128,96,16,16,64,4,4839,2918,8
6415,Not Fit,11,128,96,16,16,32,4,4839,2919,8
17258,Not Fit,5,128,96,16,16,128,4,4927,2920,8
17259,Not Fit,8,128,96,16,16,64,4,4927,2918,8
17257,Not Fit,11,128,96,16,16,32,4,4927,2916,8
9723,Not Fit,5,128,96,16,16,128,4,5047,2920,8
9724,Not Fit,8,128,96,16,16,64,4,5047,2918,8
9722,Not Fit,11,128,96,16,16,32,4,5047,2916,8
43521,Not Fit,5,128,96,16,16,128,4,4839,2920,8
43522,Not Fit,8,128,96,16,16,64,4,4839,2921,8
43520,Not Fit,11,128,96,16,16,32,4,4839,2919,8
48918,Not Fit,5,128,96,16,16,128,4,4927,2920,8
48919,Not Fit,8,128,96,16,16,64,4,4927,2918,8
48917,Not Fit,11,128,96,16,16,32,4,4927,2916,8
43916,Not Fit,5,128,96,16,16,128,4,5047,2920,8
43917,Not Fit,8,128,96,16,16,64,4,5047,2918,8
43915,Not Fit,11,128,96,16,16,32,4,5047,2919,8
15991,Fit,5,128,96,16,16,256,4,4987.29268292683,2938.48780487805,8
15992,Fit,8,128,96,16,16,128,4,4839,2920,8
15990,Fit,11,128,96,16,16,64,4,4839,2918,8
4607,Fit,5,128,96,16,16,256,4,4927,2922,8
4608,Fit,8,128,96,16,16,128,4,4927,2920,8
4606,Fit,11,128,96,16,16,64,4,4927,2918,8
11107,Fit,5,128,96,16,16,256,4,5047,2922,8
11108,Fit,8,128,96,16,16,128,4,5047,2920,8
11106,Fit,11,128,96,16,16,64,4,5047,2918,8
47508,Fit,5,128,96,16,16,256,4,4927,2925,8
47509,Fit,8,128,96,16,16,128,4,4927,2920,8
47507,Fit,11,128,96,16,16,64,4,4927,2918,8
38005,Fit,5,128,96,16,16,256,4,4839,2922,8
38006,Fit,8,128,96,16,16,128,4,4839,2920,8
38004,Fit,11,128,96,16,16,64,4,4839,2918,8
27073,Fit,5,128,96,16,16,256,4,4927,2922,8
27074,Fit,8,128,96,16,16,128,4,4927,2920,8
27072,Fit,11,128,96,16,16,64,4,4927,2921,8
41701,Fit,5,128,96,16,16,256,4,5047,2922,8
41702,Fit,8,128,96,16,16,128,4,5047,2923,8
41700,Fit,11,128,96,16,16,64,4,5047,2921,8
42546,Fit,5,128,96,16,16,256,4,5047,2922,8
42547,Fit,8,128,96,16,16,128,4,5047,2920,8
42545,Fit,11,128,96,16,16,64,4,5047,2921,8
47991,Fit,5,128,96,16,16,256,4,4927,2922,8
47992,Fit,8,128,96,16,16,128,4,4927,2920,8
47990,Fit,11,128,96,16,16,64,4,4927,2921,8
22515,Fit,5,128,96,16,16,256,4,4839,2922,8
22516,Fit,8,128,96,16,16,128,4,4839,2920,8
22514,Fit,11,128,96,16,16,64,4,4839,2918,8
33337,Fit,5,128,96,16,16,256,4,4927,2922,8
33338,Fit,8,128,96,16,16,128,4,4927,2920,8
33336,Fit,11,128,96,16,16,64,4,4927,2918,8
25771,Fit,5,128,96,16,16,256,4,5047,2922,8
25772,Fit,8,128,96,16,16,128,4,5047,2923,8
25770,Fit,11,128,96,16,16,64,4,5047,2918,8
14356,Fit,5,128,96,16,16,256,4,4839,2922,8
14357,Fit,8,128,96,16,16,128,4,4839,2920,8
14355,Fit,11,128,96,16,16,64,4,4839,2918,8
3720,Fit,5,128,96,16,16,256,4,4927,2925,8
3721,Fit,8,128,96,16,16,128,4,4927,2920,8
3719,Fit,11,128,96,16,16,64,4,4927,2918,8
12530,Fit,5,128,96,16,16,256,4,5047,2922,8
12531,Fit,8,128,96,16,16,128,4,5047,2920,8
12529,Fit,11,128,96,16,16,64,4,5047,2918,8
21205,Fit,5,128,96,16,16,256,4,4839,2922,8
21206,Fit,8,128,96,16,16,128,4,4839,2920,8
21204,Fit,11,128,96,16,16,64,4,4839,2918,8
10402,Fit,5,128,96,16,16,256,4,4927,2925,8
10403,Fit,8,128,96,16,16,128,4,4927,2923,8
10401,Fit,11,128,96,16,16,64,4,4927,2921,8
16266,Fit,5,128,96,16,16,256,4,5047,2922,8
16267,Fit,8,128,96,16,16,128,4,5047,2920,8
16265,Fit,11,128,96,16,16,64,4,5047,2918,8
29384,Fit,5,128,96,16,16,256,4,4839,2922,8
29385,Fit,8,128,96,16,16,128,4,4839,2920,8
29383,Fit,11,128,96,16,16,64,4,4839,2918,8
39876,Fit,5,128,96,16,16,256,4,4927,2922,8
39877,Fit,8,128,96,16,16,128,4,4927,2920,8
39875,Fit,11,128,96,16,16,64,4,4927,2918,8
29990,Fit,5,128,96,16,16,256,4,5047,2922,8
29991,Fit,8,128,96,16,16,128,4,5047,2923,8
29989,Fit,11,128,96,16,16,64,4,5047,2921,8
45102,Fit,5,128,96,16,16,256,4,4927,2922,8
45103,Fit,8,128,96,16,16,128,4,4927,2923,8
45101,Fit,11,128,96,16,16,64,4,4927,2921,8
27637,Fit,5,128,96,16,16,256,4,4839,2922,8
27638,Fit,8,128,96,16,16,128,4,4839,2920,8
27636,Fit,11,128,96,16,16,64,4,4839,2918,8
37935,Fit,5,128,96,16,16,256,4,4927,2922,8
37936,Fit,8,128,96,16,16,128,4,4927,2923,8
37934,Fit,11,128,96,16,16,64,4,4927,2921,8
32174,Fit,5,128,96,16,16,256,4,5047,2925,8
32175,Fit,8,128,96,16,16,128,4,5047,2920,8
32173,Fit,11,128,96,16,16,64,4,5047,2918,8
19481,Fit,5,128,96,16,16,256,4,4839,2925,8
19482,Fit,8,128,96,16,16,128,4,4839,2920,8
19480,Fit,11,128,96,16,16,64,4,4839,2918,8
7930,Fit,5,128,96,16,16,256,4,4927,2925,8
7931,Fit,8,128,96,16,16,128,4,4927,2920,8
7929,Fit,11,128,96,16,16,64,4,4927,2918,8
18705,Not Fit,5,128,96,16,16,256,4,5047,2925,8
18706,Not Fit,8,128,96,16,16,128,4,5047,2923,8
18704,Not Fit,11,128,96,16,16,64,4,5047,2918,8
33172,Fit,5,128,96,16,16,256,4,4839,2922,8
33173,Fit,8,128,96,16,16,128,4,4839,2920,8
33171,Fit,11,128,96,16,16,64,4,4839,2918,8
23156,Fit,5,128,96,16,16,256,4,4927,2925,8
23157,Fit,8,128,96,16,16,128,4,4927,2920,8
23155,Fit,11,128,96,16,16,64,4,4927,2918,8
36940,Not Fit,5,128,96,16,16,256,4,5047,2925,8
36941,Not Fit,8,128,96,16,16,128,4,5047,2920,8
36939,Not Fit,11,128,96,16,16,64,4,5047,2918,8
48237,Fit,5,128,96,16,16,256,4,4839,2922,8
48238,Fit,8,128,96,16,16,128,4,4839,2920,8
48236,Fit,11,128,96,16,16,64,4,4839,2918,8
34101,Fit,5,128,96,16,16,256,4,4839,2925,8
34102,Fit,8,128,96,16,16,128,4,4839,2920,8
34100,Fit,11,128,96,16,16,64,4,4839,2918,8
23484,Fit,5,128,96,16,16,256,4,4927,2922,8
23485,Fit,8,128,96,16,16,128,4,4927,2920,8
23483,Fit,11,128,96,16,16,64,4,4927,2918,8
36595,Fit,5,128,96,16,16,256,4,5047,2922,8
36596,Fit,8,128,96,16,16,128,4,5047,2920,8
36594,Fit,11,128,96,16,16,64,4,5047,2918,8
29857,Fit,5,128,96,16,16,256,4,4839,2922,8
29858,Fit,8,128,96,16,16,128,4,4839,2920,8
29856,Fit,11,128,96,16,16,64,4,4839,2921,8
40544,Fit,5,128,96,16,16,256,4,4927,2925,8
40545,Fit,8,128,96,16,16,128,4,4927,2923,8
40543,Fit,11,128,96,16,16,64,4,4927,2918,8
29198,Fit,5,128,96,16,16,256,4,5047,2922,8
29199,Fit,8,128,96,16,16,128,4,5047,2920,8
29197,Fit,11,128,96,16,16,64,4,5047,2918,8
43204,Fit,5,128,96,16,16,256,4,4927,2925,8
43205,Fit,8,128,96,16,16,128,4,4927,2920,8
43203,Fit,11,128,96,16,16,64,4,4927,2918,8
36571,Not Fit,5,128,96,16,16,256,4,4839,2922,8
36572,Not Fit,8,128,96,16,16,128,4,4839,2923,8
36570,Not Fit,11,128,96,16,16,64,4,4839,2921,8
25338,Not Fit,5,128,96,16,16,256,4,4927,2925,8
25339,Not Fit,8,128,96,16,16,128,4,4927,2923,8
25337,Not Fit,11,128,96,16,16,64,4,4927,2918,8
34123,Not Fit,5,128,96,16,16,256,4,5047,2925,8
34124,Not Fit,8,128,96,16,16,128,4,5047,2923,8
34122,Not Fit,11,128,96,16,16,64,4,5047,2918,8
1062,Not Fit,5,128,96,16,16,256,4,4839,2925,8
1063,Not Fit,8,128,96,16,16,128,4,4839,2920,8
1061,Not Fit,11,128,96,16,16,64,4,4839,2921,8
11423,Not Fit,5,128,96,16,16,256,4,4927,2925,8
11424,Not Fit,8,128,96,16,16,128,4,4927,2923,8
11422,Not Fit,11,128,96,16,16,64,4,4927,2918,8
4379,Not Fit,5,128,96,16,16,256,4,5047,2925,8
4380,Not Fit,8,128,96,16,16,128,4,5047,2923,8
4378,Not Fit,11,128,96,16,16,64,4,5047,2918,8
1569,Fit,5,128,96,16,16,512,4,4989.09677419355,2940.54838709677,8
1570,Fit,8,128,96,16,16,256,4,4839,2922,8
1568,Fit,11,128,96,16,16,128,4,4839,2920,8
12299,Fit,5,128,96,16,16,512,4,4930,2927,8
12300,Fit,8,128,96,16,16,256,4,4927,2925,8
12298,Fit,11,128,96,16,16,128,4,4927,2923,8
3574,Fit,5,128,96,16,16,512,4,5050,2927,8
3575,Fit,8,128,96,16,16,256,4,5047,2922,8
3573,Fit,11,128,96,16,16,128,4,5047,2923,8
45737,Fit,5,128,96,16,16,512,4,4842,2927,8
45738,Fit,8,128,96,16,16,256,4,4839,2925,8
45736,Fit,11,128,96,16,16,128,4,4839,2923,8
48049,Fit,5,128,96,16,16,512,4,5050,2924,8
48050,Fit,8,128,96,16,16,256,4,5047,2922,8
48048,Fit,11,128,96,16,16,128,4,5047,2923,8
14501,Fit,5,128,96,16,16,512,4,4842,2924,8
14502,Fit,8,128,96,16,16,256,4,4839,2925,8
14500,Fit,11,128,96,16,16,128,4,4839,2920,8
3260,Fit,5,128,96,16,16,512,4,4930,2927,8
3261,Fit,8,128,96,16,16,256,4,4927,2922,8
3259,Fit,11,128,96,16,16,128,4,4927,2920,8
12611,Fit,5,128,96,16,16,512,4,5050,2927,8
12612,Fit,8,128,96,16,16,256,4,5047,2922,8
12610,Fit,11,128,96,16,16,128,4,5047,2920,8
23130,Fit,5,128,96,16,16,512,4,4842,2924,8
23131,Fit,8,128,96,16,16,256,4,4839,2922,8
23129,Fit,11,128,96,16,16,128,4,4839,2923,8
33215,Fit,5,128,96,16,16,512,4,4930,2924,8
33216,Fit,8,128,96,16,16,256,4,4927,2922,8
33214,Fit,11,128,96,16,16,128,4,4927,2920,8
26255,Fit,5,128,96,16,16,512,4,5050,2927,8
26256,Fit,8,128,96,16,16,256,4,5047,2922,8
26254,Fit,11,128,96,16,16,128,4,5047,2923,8
7957,Fit,5,128,96,16,16,512,4,4842,2924,8
7958,Fit,8,128,96,16,16,256,4,4839,2925,8
7956,Fit,11,128,96,16,16,128,4,4839,2920,8
19461,Fit,5,128,96,16,16,512,4,4930,2924,8
19462,Fit,8,128,96,16,16,256,4,4927,2922,8
19460,Fit,11,128,96,16,16,128,4,4927,2923,8
7251,Fit,5,128,96,16,16,512,4,5050,2927,8
7252,Fit,8,128,96,16,16,256,4,5047,2922,8
7250,Fit,11,128,96,16,16,128,4,5047,2920,8
45076,Fit,5,128,96,16,16,512,4,4842,2924,8
45077,Fit,8,128,96,16,16,256,4,4839,2922,8
45075,Fit,11,128,96,16,16,128,4,4839,2920,8
43053,Fit,5,128,96,16,16,512,4,5050,2924,8
43054,Fit,8,128,96,16,16,256,4,5047,2925,8
43052,Fit,11,128,96,16,16,128,4,5047,2920,8
6652,Fit,5,128,96,16,16,512,4,4842,2924,8
6653,Fit,8,128,96,16,16,256,4,4839,2922,8
6651,Fit,11,128,96,16,16,128,4,4839,2920,8
17998,Fit,5,128,96,16,16,512,4,4930,2924,8
17999,Fit,8,128,96,16,16,256,4,4927,2925,8
17997,Fit,11,128,96,16,16,128,4,4927,2923,8
8670,Fit,5,128,96,16,16,512,4,5050,2927,8
8671,Fit,8,128,96,16,16,256,4,5047,2922,8
8669,Fit,11,128,96,16,16,128,4,5047,2920,8
31616,Fit,5,128,96,16,16,512,4,4930,2924,8
31617,Fit,8,128,96,16,16,256,4,4927,2922,8
31615,Fit,11,128,96,16,16,128,4,4927,2920,8
3746,Fit,5,128,96,16,16,512,4,4842,2924,8
3747,Fit,8,128,96,16,16,256,4,4839,2922,8
3745,Fit,11,128,96,16,16,128,4,4839,2923,8
14335,Fit,5,128,96,16,16,512,4,4930,2924,8
14336,Fit,8,128,96,16,16,256,4,4927,2922,8
14334,Fit,11,128,96,16,16,128,4,4927,2920,8
1726,Fit,5,128,96,16,16,512,4,5050,2924,8
1727,Fit,8,128,96,16,16,256,4,5047,2922,8
1725,Fit,11,128,96,16,16,128,4,5047,2923,8
47964,Fit,5,128,96,16,16,512,4,4842,2927,8
47965,Fit,8,128,96,16,16,256,4,4839,2922,8
47963,Fit,11,128,96,16,16,128,4,4839,2923,8
19130,Not Fit,5,128,96,16,16,512,4,4842,2924,8
19131,Not Fit,8,128,96,16,16,256,4,4839,2922,8
19129,Not Fit,11,128,96,16,16,128,4,4839,2920,8
8508,Not Fit,5,128,96,16,16,512,4,4930,2924,8
8509,Not Fit,8,128,96,16,16,256,4,4927,2925,8
8507,Not Fit,11,128,96,16,16,128,4,4927,2923,8
18508,Not Fit,5,128,96,16,16,512,4,5050,2924,8
18509,Not Fit,8,128,96,16,16,256,4,5047,2925,8
18507,Not Fit,11,128,96,16,16,128,4,5047,2920,8
27046,Not Fit,5,128,96,16,16,512,4,4842,2924,8
27047,Not Fit,8,128,96,16,16,256,4,4839,2922,8
27045,Not Fit,11,128,96,16,16,128,4,4839,2920,8
38025,Not Fit,5,128,96,16,16,512,4,4930,2924,8
38026,Not Fit,8,128,96,16,16,256,4,4927,2925,8
38024,Not Fit,11,128,96,16,16,128,4,4927,2920,8
26827,Fit,5,128,96,16,16,512,4,4842,2927,8
26828,Fit,8,128,96,16,16,256,4,4839,2922,8
26826,Fit,11,128,96,16,16,128,4,4839,2920,8
22338,Fit,5,128,96,16,16,512,4,5050,2924,8
22339,Fit,8,128,96,16,16,256,4,5047,2922,8
22337,Fit,11,128,96,16,16,128,4,5047,2920,8
844,Fit,5,128,96,16,16,512,4,4842,2924,8
845,Fit,8,128,96,16,16,256,4,4839,2922,8
843,Fit,11,128,96,16,16,128,4,4839,2920,8
12110,Fit,5,128,96,16,16,512,4,4930,2927,8
12111,Fit,8,128,96,16,16,256,4,4927,2922,8
12109,Fit,11,128,96,16,16,128,4,4927,2920,8
4111,Not Fit,5,128,96,16,16,512,4,5050,2924,8
4112,Not Fit,8,128,96,16,16,256,4,5047,2922,8
4110,Not Fit,11,128,96,16,16,128,4,5047,2920,8
36017,Fit,5,128,96,16,16,512,4,4842,2924,8
36018,Fit,8,128,96,16,16,256,4,4839,2925,8
36016,Fit,11,128,96,16,16,128,4,4839,2920,8
25437,Not Fit,5,128,96,16,16,512,4,4930,2924,8
25438,Not Fit,8,128,96,16,16,256,4,4927,2922,8
25436,Not Fit,11,128,96,16,16,128,4,4927,2920,8
33721,Not Fit,5,128,96,16,16,512,4,5050,2924,8
33722,Not Fit,8,128,96,16,16,256,4,5047,2922,8
33720,Not Fit,11,128,96,16,16,128,4,5047,2920,8
16787,Not Fit,5,128,96,16,16,512,4,4842,2924,8
16788,Not Fit,8,128,96,16,16,256,4,4839,2925,8
16786,Not Fit,11,128,96,16,16,128,4,4839,2923,8
5390,Not Fit,5,128,96,16,16,512,4,4930,2924,8
5391,Not Fit,8,128,96,16,16,256,4,4927,2922,8
5389,Not Fit,11,128,96,16,16,128,4,4927,2923,8
21588,Not Fit,5,128,96,16,16,512,4,5050,2924,8
21589,Not Fit,8,128,96,16,16,256,4,5047,2922,8
21587,Not Fit,11,128,96,16,16,128,4,5047,2923,8
48661,Not Fit,5,128,96,16,16,512,4,4842,2924,8
48662,Not Fit,8,128,96,16,16,256,4,4839,2922,8
48660,Not Fit,11,128,96,16,16,128,4,4839,2923,8
1137,Fit,5,128,96,32,32,128,14,11172.4255319149,6957.31914893617,32
1138,Fit,8,128,96,32,32,64,14,10456,6924,32
1136,Fit,11,128,96,32,32,32,14,10456,6922,32
11780,Fit,5,128,96,32,32,128,14,10632,6926,32
11781,Fit,8,128,96,32,32,64,14,10632,6924,32
11779,Fit,11,128,96,32,32,32,14,10632,6922,32
4435,Fit,5,128,96,32,32,128,14,10872,6926,32
4436,Fit,8,128,96,32,32,64,14,10872,6924,32
4434,Fit,11,128,96,32,32,32,14,10872,6922,32
36475,Fit,5,128,96,32,32,128,14,10456,6926,32
36476,Fit,8,128,96,32,32,64,14,10456,6924,32
36474,Fit,11,128,96,32,32,32,14,10456,6922,32
25059,Fit,5,128,96,32,32,128,14,10632,6926,32
25060,Fit,8,128,96,32,32,64,14,10632,6924,32
25058,Fit,11,128,96,32,32,32,14,10632,6922,32
34017,Not Fit,5,128,96,32,32,128,14,10872,6926,32
34018,Not Fit,8,128,96,32,32,64,14,10872,6924,32
34016,Not Fit,11,128,96,32,32,32,14,10872,6922,32
22538,Fit,5,128,96,32,32,128,14,10456,6926,32
22539,Fit,8,128,96,32,32,64,14,10456,6924,32
22537,Fit,11,128,96,32,32,32,14,10456,6922,32
33375,Fit,5,128,96,32,32,128,14,10632,6926,32
33376,Fit,8,128,96,32,32,64,14,10632,6924,32
33374,Fit,11,128,96,32,32,32,14,10632,6922,32
25703,Fit,5,128,96,32,32,128,14,10872,6926,32
25704,Fit,8,128,96,32,32,64,14,10872,6924,32
25702,Fit,11,128,96,32,32,32,14,10872,6922,32
47916,Fit,5,128,96,32,32,128,14,10632,6926,32
47917,Fit,8,128,96,32,32,64,14,10632,6924,32
47915,Fit,11,128,96,32,32,32,14,10632,6922,32
42606,Fit,5,128,96,32,32,128,14,10872,6926,32
42607,Fit,8,128,96,32,32,64,14,10872,6924,32
42605,Fit,11,128,96,32,32,32,14,10872,6922,32
38081,Fit,5,128,96,32,32,128,14,10456,6926,32
38082,Fit,8,128,96,32,32,64,14,10456,6924,32
38080,Fit,11,128,96,32,32,32,14,10456,6922,32
27137,Fit,5,128,96,32,32,128,14,10632,6926,32
27138,Fit,8,128,96,32,32,64,14,10632,6924,32
27136,Fit,11,128,96,32,32,32,14,10632,6922,32
41680,Fit,5,128,96,32,32,128,14,10872,6926,32
41681,Fit,8,128,96,32,32,64,14,10872,6924,32
41679,Fit,11,128,96,32,32,32,14,10872,6922,32
8532,Fit,5,128,96,32,32,128,14,10456,6926,32
8533,Fit,8,128,96,32,32,64,14,10456,6924,32
8531,Fit,11,128,96,32,32,32,14,10456,6922,32
19154,Fit,5,128,96,32,32,128,14,10632,6926,32
19155,Fit,8,128,96,32,32,64,14,10632,6924,32
19153,Fit,11,128,96,32,32,32,14,10632,6922,32
7809,Not Fit,5,128,96,32,32,128,14,10872,6926,32
7810,Not Fit,8,128,96,32,32,64,14,10872,6924,32
7808,Not Fit,11,128,96,32,32,32,14,10872,6922,32
6008,Fit,5,128,96,32,32,128,14,10456,6926,32
6009,Fit,8,128,96,32,32,64,14,10456,6924,32
6007,Fit,11,128,96,32,32,32,14,10456,6922,32
17635,Fit,5,128,96,32,32,128,14,10632,6926,32
17636,Fit,8,128,96,32,32,64,14,10632,6924,32
17634,Fit,11,128,96,32,32,32,14,10632,6922,32
9401,Fit,5,128,96,32,32,128,14,10872,6926,32
9402,Fit,8,128,96,32,32,64,14,10872,6924,32
9400,Fit,11,128,96,32,32,32,14,10872,6922,32
44151,Fit,5,128,96,32,32,128,14,10872,6926,32
44152,Fit,8,128,96,32,32,64,14,10872,6924,32
44150,Fit,11,128,96,32,32,32,14,10872,6922,32
48261,Fit,5,128,96,32,32,128,14,10456,6926,32
48262,Fit,8,128,96,32,32,64,14,10456,6924,32
48260,Fit,11,128,96,32,32,32,14,10456,6922,32
33150,Fit,5,128,96,32,32,128,14,10456,6926,32
33151,Fit,8,128,96,32,32,64,14,10456,6924,32
33149,Fit,11,128,96,32,32,32,14,10456,6922,32
23108,Fit,5,128,96,32,32,128,14,10632,6926,32
23109,Fit,8,128,96,32,32,64,14,10632,6924,32
23107,Fit,11,128,96,32,32,32,14,10632,6922,32
36962,Fit,5,128,96,32,32,128,14,10872,6926,32
36963,Fit,8,128,96,32,32,64,14,10872,6924,32
36961,Fit,11,128,96,32,32,32,14,10872,6922,32
3219,Fit,5,128,96,32,32,128,14,10456,6926,32
3220,Fit,8,128,96,32,32,64,14,10456,6924,32
3218,Fit,11,128,96,32,32,32,14,10456,6922,32
14475,Fit,5,128,96,32,32,128,14,10632,6926,32
14476,Fit,8,128,96,32,32,64,14,10632,6924,32
14474,Fit,11,128,96,32,32,32,14,10632,6922,32
1295,Not Fit,5,128,96,32,32,128,14,10872,6926,32
1296,Not Fit,8,128,96,32,32,64,14,10872,6924,32
1294,Not Fit,11,128,96,32,32,32,14,10872,6922,32
27597,Fit,5,128,96,32,32,128,14,10456,6926,32
27598,Fit,8,128,96,32,32,64,14,10456,6924,32
27596,Fit,11,128,96,32,32,32,14,10456,6922,32
37915,Not Fit,5,128,96,32,32,128,14,10632,6926,32
37916,Not Fit,8,128,96,32,32,64,14,10632,6924,32
37914,Not Fit,11,128,96,32,32,32,14,10632,6922,32
32198,Not Fit,5,128,96,32,32,128,14,10872,6926,32
32199,Not Fit,8,128,96,32,32,64,14,10872,6924,32
32197,Not Fit,11,128,96,32,32,32,14,10872,6922,32
45168,Not Fit,5,128,96,32,32,128,14,10632,6926,32
45169,Not Fit,8,128,96,32,32,64,14,10632,6924,32
45167,Not Fit,11,128,96,32,32,32,14,10632,6922,32
24780,Fit,5,128,96,32,32,128,14,10456,6926,32
24781,Fit,8,128,96,32,32,64,14,10456,6924,32
24779,Fit,11,128,96,32,32,32,14,10456,6922,32
35292,Fit,5,128,96,32,32,128,14,10632,6926,32
35293,Fit,8,128,96,32,32,64,14,10632,6924,32
35291,Fit,11,128,96,32,32,32,14,10632,6922,32
24148,Fit,5,128,96,32,32,128,14,10872,6926,32
