model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_resource,n_inputs_resources,cnn_filters_resources,sequence_length_resource,bram_18k,lut,ff,dsp48e
35219,Fit,8,64,48,16,16,256,7,5400,3566,16
35217,Fit,11,64,48,16,16,128,7,5400,3567,16
49049,Fit,5,64,48,16,16,512,7,5491,3571,16
49050,Fit,8,64,48,16,16,256,7,5488,3566,16
49048,Fit,11,64,48,16,16,128,7,5488,3564,16
28925,Not Fit,5,64,48,16,16,512,7,5611,3568,16
28926,Not Fit,8,64,48,16,16,256,7,5608,3566,16
28924,Not Fit,11,64,48,16,16,128,7,5608,3564,16
7897,Not Fit,5,64,48,16,16,512,7,5491,3568,16
7898,Not Fit,8,64,48,16,16,256,7,5488,3566,16
7896,Not Fit,11,64,48,16,16,128,7,5488,3564,16
41721,Not Fit,5,64,48,16,16,512,7,5491,3571,16
41722,Not Fit,8,64,48,16,16,256,7,5488,3566,16
41720,Not Fit,11,64,48,16,16,128,7,5488,3564,16
44927,Not Fit,5,64,48,16,16,512,7,5611,3571,16
44928,Not Fit,8,64,48,16,16,256,7,5608,3566,16
44926,Not Fit,11,64,48,16,16,128,7,5608,3564,16
41595,Not Fit,5,64,48,16,16,512,7,5403,3568,16
41596,Not Fit,8,64,48,16,16,256,7,5400,3569,16
41594,Not Fit,11,64,48,16,16,128,7,5400,3567,16
22931,Not Fit,5,64,48,16,16,512,7,5611,3568,16
22932,Not Fit,8,64,48,16,16,256,7,5608,3569,16
22930,Not Fit,11,64,48,16,16,128,7,5608,3564,16
38699,Not Fit,5,64,48,16,16,512,7,5403,3568,16
38700,Not Fit,8,64,48,16,16,256,7,5400,3566,16
38698,Not Fit,11,64,48,16,16,128,7,5400,3564,16
26494,Not Fit,5,64,48,16,16,512,7,5611,3568,16
26495,Not Fit,8,64,48,16,16,256,7,5608,3566,16
26493,Not Fit,11,64,48,16,16,128,7,5608,3564,16
6742,Not Fit,5,64,48,16,16,512,7,5403,3571,16
6743,Not Fit,8,64,48,16,16,256,7,5400,3566,16
6741,Not Fit,11,64,48,16,16,128,7,5400,3567,16
7186,Not Fit,5,64,48,16,16,512,7,5491,3568,16
7187,Not Fit,8,64,48,16,16,256,7,5488,3566,16
7185,Not Fit,11,64,48,16,16,128,7,5488,3564,16
26143,Fit,5,64,48,32,32,128,29,32818,12346,64
26144,Fit,8,64,48,32,32,64,29,32818,12344,64
26142,Fit,11,64,48,32,32,32,29,32818,12342,64
42789,Fit,5,64,48,32,32,128,29,32818,12346,64
42790,Fit,8,64,48,32,32,64,29,32818,12344,64
42788,Fit,11,64,48,32,32,32,29,32818,12342,64
37986,Not Fit,5,64,48,32,32,128,29,32818,12346,64
37987,Not Fit,8,64,48,32,32,64,29,32818,12344,64
37985,Not Fit,11,64,48,32,32,32,29,32818,12342,64
14158,Fit,5,64,48,32,32,128,29,32818,12346,64
14159,Fit,8,64,48,32,32,64,29,32818,12344,64
14157,Fit,11,64,48,32,32,32,29,32818,12342,64
7787,Not Fit,5,64,48,32,32,128,29,32818,12346,64
7788,Not Fit,8,64,48,32,32,64,29,32818,12344,64
7786,Not Fit,11,64,48,32,32,32,29,32818,12342,64
14634,Not Fit,5,64,48,32,32,128,29,32818,12346,64
14635,Not Fit,8,64,48,32,32,64,29,32818,12344,64
14633,Not Fit,11,64,48,32,32,32,29,32818,12342,64
34730,Fit,5,64,48,32,32,128,29,32818,12346,64
34731,Fit,8,64,48,32,32,64,29,32818,12344,64
34729,Fit,11,64,48,32,32,32,29,32818,12342,64
30820,Not Fit,5,64,48,32,32,128,29,32818,12346,64
30821,Not Fit,8,64,48,32,32,64,29,32818,12344,64
30819,Not Fit,11,64,48,32,32,32,29,32818,12342,64
590,Fit,5,64,48,32,32,128,29,32818,12346,64
591,Fit,8,64,48,32,32,64,29,32818,12344,64
589,Fit,11,64,48,32,32,32,29,32818,12342,64
20656,Not Fit,5,64,48,32,32,128,29,32818,12346,64
20657,Not Fit,8,64,48,32,32,64,29,32818,12344,64
20655,Not Fit,11,64,48,32,32,32,29,32818,12342,64
123,Not Fit,5,64,48,32,32,128,29,32818,12346,64
124,Not Fit,8,64,48,32,32,64,29,32818,12344,64
122,Not Fit,11,64,48,32,32,32,29,32818,12342,64
4472,Fit,5,64,48,32,32,128,29,32818,12346,64
4473,Fit,8,64,48,32,32,64,29,32818,12344,64
4471,Fit,11,64,48,32,32,32,29,32818,12342,64
36130,Fit,5,64,48,32,32,128,29,32818,12346,64
36131,Fit,8,64,48,32,32,64,29,32818,12344,64
36129,Fit,11,64,48,32,32,32,29,32818,12342,64
36333,Fit,5,64,48,32,32,128,29,32818,12346,64
36334,Fit,8,64,48,32,32,64,29,32818,12344,64
36332,Fit,11,64,48,32,32,32,29,32818,12342,64
29299,Not Fit,5,64,48,32,32,128,29,32818,12346,64
29300,Not Fit,8,64,48,32,32,64,29,32818,12344,64
29298,Not Fit,11,64,48,32,32,32,29,32818,12342,64
23350,Fit,5,64,48,32,32,128,29,32818,12346,64
23351,Fit,8,64,48,32,32,64,29,32818,12344,64
23349,Fit,11,64,48,32,32,32,29,32818,12342,64
44699,Fit,5,64,48,32,32,128,29,32818,12346,64
44700,Fit,8,64,48,32,32,64,29,32818,12344,64
44698,Fit,11,64,48,32,32,32,29,32818,12342,64
40350,Fit,5,64,48,32,32,128,29,32818,12346,64
40351,Fit,8,64,48,32,32,64,29,32818,12344,64
40349,Fit,11,64,48,32,32,32,29,32818,12342,64
12088,Fit,5,64,48,32,32,128,29,32818,12346,64
12089,Fit,8,64,48,32,32,64,29,32818,12344,64
12087,Fit,11,64,48,32,32,32,29,32818,12342,64
10099,Not Fit,5,64,48,32,32,128,29,32818,12346,64
10100,Not Fit,8,64,48,32,32,64,29,32818,12344,64
10098,Not Fit,11,64,48,32,32,32,29,32818,12342,64
11558,Fit,5,64,48,32,32,128,29,32818,12346,64
11559,Fit,8,64,48,32,32,64,29,32818,12344,64
11557,Fit,11,64,48,32,32,32,29,32818,12342,64
44516,Fit,5,64,48,32,32,128,29,32818,12346,64
44517,Fit,8,64,48,32,32,64,29,32818,12344,64
44515,Fit,11,64,48,32,32,32,29,32818,12342,64
23569,Not Fit,5,64,48,32,32,128,29,32818,12346,64
23570,Not Fit,8,64,48,32,32,64,29,32818,12344,64
23568,Not Fit,11,64,48,32,32,32,29,32818,12342,64
11480,Not Fit,5,64,48,32,32,128,29,32818,12346,64
11481,Not Fit,8,64,48,32,32,64,29,32818,12344,64
11479,Not Fit,11,64,48,32,32,32,29,32818,12342,64
12025,Not Fit,5,64,48,32,32,128,29,32818,12346,64
12026,Not Fit,8,64,48,32,32,64,29,32818,12344,64
12024,Not Fit,11,64,48,32,32,32,29,32818,12342,64
10044,Not Fit,5,64,48,32,32,128,29,32818,12346,64
10045,Not Fit,8,64,48,32,32,64,29,32818,12344,64
10043,Not Fit,11,64,48,32,32,32,29,32818,12342,64
15628,Not Fit,5,64,48,32,32,128,29,32818,12346,64
15629,Not Fit,8,64,48,32,32,64,29,32818,12344,64
15627,Not Fit,11,64,48,32,32,32,29,32818,12342,64
6512,Not Fit,5,64,48,32,32,128,29,32818,12346,64
6513,Not Fit,8,64,48,32,32,64,29,32818,12344,64
6511,Not Fit,11,64,48,32,32,32,29,32818,12342,64
24922,Not Fit,5,64,48,32,32,128,29,32818,12346,64
24923,Not Fit,8,64,48,32,32,64,29,32818,12344,64
24921,Not Fit,11,64,48,32,32,32,29,32818,12342,64
38974,Not Fit,5,64,48,32,32,128,29,32818,12346,64
38975,Not Fit,8,64,48,32,32,64,29,32818,12344,64
38973,Not Fit,11,64,48,32,32,32,29,32818,12342,64
24636,Not Fit,5,64,48,32,32,128,29,32818,12346,64
24637,Not Fit,8,64,48,32,32,64,29,32818,12344,64
24635,Not Fit,11,64,48,32,32,32,29,32818,12342,64
33438,Fit,5,64,48,32,32,128,29,32818,12346,64
33439,Fit,8,64,48,32,32,64,29,32818,12344,64
33437,Fit,11,64,48,32,32,32,29,32818,12342,64
19411,Fit,5,64,48,32,32,128,29,32818,12346,64
19412,Fit,8,64,48,32,32,64,29,32818,12344,64
19410,Fit,11,64,48,32,32,32,29,32818,12342,64
1322,Not Fit,5,64,48,32,32,128,29,32818,12346,64
1323,Not Fit,8,64,48,32,32,64,29,32818,12344,64
1321,Not Fit,11,64,48,32,32,32,29,32818,12342,64
19238,Not Fit,5,64,48,32,32,128,29,32818,12346,64
19239,Not Fit,8,64,48,32,32,64,29,32818,12344,64
19237,Not Fit,11,64,48,32,32,32,29,32818,12342,64
14815,Not Fit,5,64,48,32,32,128,29,32818,12346,64
14816,Not Fit,8,64,48,32,32,64,29,32818,12344,64
14814,Not Fit,11,64,48,32,32,32,29,32818,12342,64
5666,Not Fit,5,64,48,32,32,128,29,32818,12346,64
5667,Not Fit,8,64,48,32,32,64,29,32818,12344,64
5665,Not Fit,11,64,48,32,32,32,29,32818,12342,64
25504,Not Fit,5,64,48,32,32,128,29,32818,12346,64
25505,Not Fit,8,64,48,32,32,64,29,32818,12344,64
25503,Not Fit,11,64,48,32,32,32,29,32818,12342,64
25301,Not Fit,5,64,48,32,32,128,29,32818,12346,64
25302,Not Fit,8,64,48,32,32,64,29,32818,12344,64
25300,Not Fit,11,64,48,32,32,32,29,32818,12342,64
44028,Not Fit,5,64,48,32,32,128,29,32818,12346,64
44029,Not Fit,8,64,48,32,32,64,29,32818,12344,64
44027,Not Fit,11,64,48,32,32,32,29,32818,12342,64
24126,Not Fit,5,64,48,32,32,128,29,32818,12346,64
24127,Not Fit,8,64,48,32,32,64,29,32818,12344,64
24125,Not Fit,11,64,48,32,32,32,29,32818,12342,64
10730,Not Fit,5,64,48,32,32,128,29,32818,12346,64
10731,Not Fit,8,64,48,32,32,64,29,32818,12344,64
10729,Not Fit,11,64,48,32,32,32,29,32818,12342,64
11283,Not Fit,5,64,48,32,32,128,29,32818,12346,64
11284,Not Fit,8,64,48,32,32,64,29,32818,12344,64
11282,Not Fit,11,64,48,32,32,32,29,32818,12342,64
9361,Not Fit,5,64,48,32,32,128,29,32818,12346,64
9362,Not Fit,8,64,48,32,32,64,29,32818,12344,64
9360,Not Fit,11,64,48,32,32,32,29,32818,12342,64
24195,Fit,5,64,48,32,32,256,29,32818,12348,64
24196,Fit,8,64,48,32,32,128,29,32818,12346,64
24194,Fit,11,64,48,32,32,64,29,32818,12344,64
40798,Not Fit,5,64,48,32,32,256,29,32818,12348,64
40799,Not Fit,8,64,48,32,32,128,29,32818,12346,64
40797,Not Fit,11,64,48,32,32,64,29,32818,12344,64
10782,Fit,5,64,48,32,32,256,29,32818,12348,64
10783,Fit,8,64,48,32,32,128,29,32818,12346,64
10781,Fit,11,64,48,32,32,64,29,32818,12344,64
9746,Not Fit,5,64,48,32,32,256,29,32818,12348,64
9747,Not Fit,8,64,48,32,32,128,29,32818,12346,64
9745,Not Fit,11,64,48,32,32,64,29,32818,12344,64
11324,Not Fit,5,64,48,32,32,256,29,32818,12348,64
11325,Not Fit,8,64,48,32,32,128,29,32818,12346,64
11323,Not Fit,11,64,48,32,32,64,29,32818,12344,64
21068,Not Fit,5,64,48,32,32,256,29,32818,12348,64
21069,Not Fit,8,64,48,32,32,128,29,32818,12346,64
21067,Not Fit,11,64,48,32,32,64,29,32818,12344,64
30723,Not Fit,5,64,48,32,32,256,29,32818,12348,64
30724,Not Fit,8,64,48,32,32,128,29,32818,12346,64
30722,Not Fit,11,64,48,32,32,64,29,32818,12344,64
30881,Not Fit,5,64,48,32,32,256,29,32818,12348,64
30882,Not Fit,8,64,48,32,32,128,29,32818,12346,64
30880,Not Fit,11,64,48,32,32,64,29,32818,12344,64
46432,Not Fit,5,64,48,32,32,256,29,32818,12348,64
46433,Not Fit,8,64,48,32,32,128,29,32818,12346,64
46431,Not Fit,11,64,48,32,32,64,29,32818,12344,64
34677,Not Fit,5,64,48,32,32,256,29,32818,12348,64
34678,Not Fit,8,64,48,32,32,128,29,32818,12346,64
34676,Not Fit,11,64,48,32,32,64,29,32818,12344,64
29179,Fit,5,64,48,32,32,256,29,32818,12348,64
29180,Fit,8,64,48,32,32,128,29,32818,12346,64
29178,Fit,11,64,48,32,32,64,29,32818,12344,64
36455,Not Fit,5,64,48,32,32,256,29,32818,12348,64
36456,Not Fit,8,64,48,32,32,128,29,32818,12346,64
36454,Not Fit,11,64,48,32,32,64,29,32818,12344,64
16810,Fit,5,64,48,32,32,256,29,32818,12348,64
16811,Fit,8,64,48,32,32,128,29,32818,12346,64
16809,Fit,11,64,48,32,32,64,29,32818,12344,64
4042,Not Fit,5,64,48,32,32,256,29,32818,12348,64
4043,Not Fit,8,64,48,32,32,128,29,32818,12346,64
4041,Not Fit,11,64,48,32,32,64,29,32818,12344,64
16357,Not Fit,5,64,48,32,32,256,29,32818,12348,64
16358,Not Fit,8,64,48,32,32,128,29,32818,12346,64
16356,Not Fit,11,64,48,32,32,64,29,32818,12344,64
26586,Fit,5,64,48,32,32,256,29,32818,12348,64
26587,Fit,8,64,48,32,32,128,29,32818,12346,64
26585,Fit,11,64,48,32,32,64,29,32818,12344,64
42207,Fit,5,64,48,32,32,256,29,32818,12348,64
42208,Fit,8,64,48,32,32,128,29,32818,12346,64
42206,Fit,11,64,48,32,32,64,29,32818,12344,64
38644,Not Fit,5,64,48,32,32,256,29,32818,12348,64
38645,Not Fit,8,64,48,32,32,128,29,32818,12346,64
38643,Not Fit,11,64,48,32,32,64,29,32818,12344,64
14081,Fit,5,64,48,32,32,256,29,32818,12348,64
14082,Fit,8,64,48,32,32,128,29,32818,12346,64
14080,Fit,11,64,48,32,32,64,29,32818,12344,64
6610,Not Fit,5,64,48,32,32,256,29,32818,12348,64
6611,Not Fit,8,64,48,32,32,128,29,32818,12346,64
6609,Not Fit,11,64,48,32,32,64,29,32818,12344,64
13481,Not Fit,5,64,48,32,32,256,29,32818,12348,64
13482,Not Fit,8,64,48,32,32,128,29,32818,12346,64
13480,Not Fit,11,64,48,32,32,64,29,32818,12344,64
9949,Not Fit,5,64,48,32,32,256,29,32818,12348,64
9950,Not Fit,8,64,48,32,32,128,29,32818,12346,64
9948,Not Fit,11,64,48,32,32,64,29,32818,12344,64
12135,Not Fit,5,64,48,32,32,256,29,32818,12348,64
12136,Not Fit,8,64,48,32,32,128,29,32818,12346,64
12134,Not Fit,11,64,48,32,32,64,29,32818,12344,64
40277,Not Fit,5,64,48,32,32,256,29,32818,12348,64
40278,Not Fit,8,64,48,32,32,128,29,32818,12346,64
40276,Not Fit,11,64,48,32,32,64,29,32818,12344,64
23462,Not Fit,5,64,48,32,32,256,29,32818,12348,64
23463,Not Fit,8,64,48,32,32,128,29,32818,12346,64
23461,Not Fit,11,64,48,32,32,64,29,32818,12344,64
40186,Not Fit,5,64,48,32,32,256,29,32818,12348,64
40187,Not Fit,8,64,48,32,32,128,29,32818,12346,64
40185,Not Fit,11,64,48,32,32,64,29,32818,12344,64
44476,Not Fit,5,64,48,32,32,256,29,32818,12348,64
44477,Not Fit,8,64,48,32,32,128,29,32818,12346,64
44475,Not Fit,11,64,48,32,32,64,29,32818,12344,64
39229,Not Fit,5,64,48,32,32,256,29,32818,12348,64
39230,Not Fit,8,64,48,32,32,128,29,32818,12346,64
39228,Not Fit,11,64,48,32,32,64,29,32818,12344,64
43605,Not Fit,5,64,48,32,32,256,29,32818,12348,64
43606,Not Fit,8,64,48,32,32,128,29,32818,12346,64
43604,Not Fit,11,64,48,32,32,64,29,32818,12344,64
5944,Not Fit,5,64,48,32,32,256,29,32818,12348,64
5945,Not Fit,8,64,48,32,32,128,29,32818,12346,64
5943,Not Fit,11,64,48,32,32,64,29,32818,12344,64
6568,Not Fit,5,64,48,32,32,256,29,32818,12348,64
6569,Not Fit,8,64,48,32,32,128,29,32818,12346,64
6567,Not Fit,11,64,48,32,32,64,29,32818,12344,64
15526,Not Fit,5,64,48,32,32,256,29,32818,12348,64
15527,Not Fit,8,64,48,32,32,128,29,32818,12346,64
15525,Not Fit,11,64,48,32,32,64,29,32818,12344,64
35841,Not Fit,5,64,48,32,32,256,29,32818,12348,64
35842,Not Fit,8,64,48,32,32,128,29,32818,12346,64
35840,Not Fit,11,64,48,32,32,64,29,32818,12344,64
17409,Fit,5,64,48,32,32,256,29,32818,12348,64
17410,Fit,8,64,48,32,32,128,29,32818,12346,64
17408,Fit,11,64,48,32,32,64,29,32818,12344,64
4825,Not Fit,5,64,48,32,32,256,29,32818,12348,64
4826,Not Fit,8,64,48,32,32,128,29,32818,12346,64
4824,Not Fit,11,64,48,32,32,64,29,32818,12344,64
17152,Not Fit,5,64,48,32,32,256,29,32818,12348,64
17153,Not Fit,8,64,48,32,32,128,29,32818,12346,64
17151,Not Fit,11,64,48,32,32,64,29,32818,12344,64
39815,Not Fit,5,64,48,32,32,256,29,32818,12348,64
39816,Not Fit,8,64,48,32,32,128,29,32818,12346,64
39814,Not Fit,11,64,48,32,32,64,29,32818,12344,64
5155,Not Fit,5,64,48,32,32,256,29,32818,12348,64
5156,Not Fit,8,64,48,32,32,128,29,32818,12346,64
5154,Not Fit,11,64,48,32,32,64,29,32818,12344,64
5758,Not Fit,5,64,48,32,32,256,29,32818,12348,64
5759,Not Fit,8,64,48,32,32,128,29,32818,12346,64
5757,Not Fit,11,64,48,32,32,64,29,32818,12344,64
14747,Not Fit,5,64,48,32,32,256,29,32818,12348,64
14748,Not Fit,8,64,48,32,32,128,29,32818,12346,64
14746,Not Fit,11,64,48,32,32,64,29,32818,12344,64
9292,Not Fit,5,64,48,32,32,256,29,32818,12348,64
9293,Not Fit,8,64,48,32,32,128,29,32818,12346,64
9291,Not Fit,11,64,48,32,32,64,29,32818,12344,64
11402,Not Fit,5,64,48,32,32,256,29,32818,12348,64
11403,Not Fit,8,64,48,32,32,128,29,32818,12346,64
11401,Not Fit,11,64,48,32,32,64,29,32818,12344,64
40955,Not Fit,5,64,48,32,32,256,29,32818,12348,64
40956,Not Fit,8,64,48,32,32,128,29,32818,12346,64
40954,Not Fit,11,64,48,32,32,64,29,32818,12344,64
24048,Not Fit,5,64,48,32,32,256,29,32818,12348,64
24049,Not Fit,8,64,48,32,32,128,29,32818,12346,64
24047,Not Fit,11,64,48,32,32,64,29,32818,12344,64
40760,Not Fit,5,64,48,32,32,256,29,32818,12348,64
40761,Not Fit,8,64,48,32,32,128,29,32818,12346,64
40759,Not Fit,11,64,48,32,32,64,29,32818,12344,64
43987,Not Fit,5,64,48,32,32,256,29,32818,12348,64
43988,Not Fit,8,64,48,32,32,128,29,32818,12346,64
43986,Not Fit,11,64,48,32,32,64,29,32818,12344,64
47178,Not Fit,5,64,48,32,32,512,29,32821,12350,64
47179,Not Fit,8,64,48,32,32,256,29,32818,12348,64
47177,Not Fit,11,64,48,32,32,128,29,32818,12346,64
28747,Not Fit,5,64,48,32,32,512,29,32821,12350,64
28748,Not Fit,8,64,48,32,32,256,29,32818,12348,64
28746,Not Fit,11,64,48,32,32,128,29,32818,12346,64
17069,Not Fit,5,64,48,32,32,512,29,32821,12350,64
17070,Not Fit,8,64,48,32,32,256,29,32818,12348,64
17068,Not Fit,11,64,48,32,32,128,29,32818,12346,64
17569,Not Fit,5,64,48,32,32,512,29,32821,12350,64
17570,Not Fit,8,64,48,32,32,256,29,32818,12348,64
17568,Not Fit,11,64,48,32,32,128,29,32818,12346,64
4534,Not Fit,5,64,48,32,32,512,29,32821,12350,64
4535,Not Fit,8,64,48,32,32,256,29,32818,12348,64
4533,Not Fit,11,64,48,32,32,128,29,32818,12346,64
7855,Not Fit,5,64,48,32,32,512,29,32821,12350,64
7856,Not Fit,8,64,48,32,32,256,29,32818,12348,64
7854,Not Fit,11,64,48,32,32,128,29,32818,12346,64
37893,Not Fit,5,64,48,32,32,512,29,32821,12350,64
37894,Not Fit,8,64,48,32,32,256,29,32818,12348,64
37892,Not Fit,11,64,48,32,32,128,29,32818,12346,64
42838,Not Fit,5,64,48,32,32,512,29,32821,12350,64
42839,Not Fit,8,64,48,32,32,256,29,32818,12348,64
42837,Not Fit,11,64,48,32,32,128,29,32818,12346,64
25981,Not Fit,5,64,48,32,32,512,29,32821,12350,64
25982,Not Fit,8,64,48,32,32,256,29,32818,12348,64
25980,Not Fit,11,64,48,32,32,128,29,32818,12346,64
22286,Not Fit,5,64,48,32,32,512,29,32821,12350,64
22287,Not Fit,8,64,48,32,32,256,29,32818,12348,64
22285,Not Fit,11,64,48,32,32,128,29,32818,12346,64
9203,Not Fit,5,64,48,32,32,512,29,32821,12350,64
9204,Not Fit,8,64,48,32,32,256,29,32818,12348,64
9202,Not Fit,11,64,48,32,32,128,29,32818,12346,64
12861,Not Fit,5,64,48,32,32,512,29,32821,12350,64
12862,Not Fit,8,64,48,32,32,256,29,32818,12348,64
12860,Not Fit,11,64,48,32,32,128,29,32818,12346,64
8624,Not Fit,5,64,48,32,32,512,29,32821,12350,64
8625,Not Fit,8,64,48,32,32,256,29,32818,12348,64
8623,Not Fit,11,64,48,32,32,128,29,32818,12346,64
31298,Not Fit,5,64,48,32,32,512,29,32821,12350,64
31299,Not Fit,8,64,48,32,32,256,29,32818,12348,64
31297,Not Fit,11,64,48,32,32,128,29,32818,12346,64
20605,Not Fit,5,64,48,32,32,512,29,32821,12350,64
20606,Not Fit,8,64,48,32,32,256,29,32818,12348,64
20604,Not Fit,11,64,48,32,32,128,29,32818,12346,64
19983,Fit,5,64,48,32,32,512,29,32821,12350,64
19984,Fit,8,64,48,32,32,256,29,32818,12348,64
19982,Fit,11,64,48,32,32,128,29,32818,12346,64
2432,Not Fit,5,64,48,32,32,512,29,32821,12350,64
2433,Not Fit,8,64,48,32,32,256,29,32818,12348,64
2431,Not Fit,11,64,48,32,32,128,29,32818,12346,64
17748,Not Fit,5,64,48,32,32,512,29,32821,12350,64
17749,Not Fit,8,64,48,32,32,256,29,32818,12348,64
17747,Not Fit,11,64,48,32,32,128,29,32818,12346,64
3146,Not Fit,5,64,48,32,32,512,29,32821,12350,64
3147,Not Fit,8,64,48,32,32,256,29,32818,12348,64
3145,Not Fit,11,64,48,32,32,128,29,32818,12346,64
28123,Not Fit,5,64,48,32,32,512,29,32821,12350,64
28124,Not Fit,8,64,48,32,32,256,29,32818,12348,64
28122,Not Fit,11,64,48,32,32,128,29,32818,12346,64
27969,Not Fit,5,64,48,32,32,512,29,32821,12350,64
27970,Not Fit,8,64,48,32,32,256,29,32818,12348,64
27968,Not Fit,11,64,48,32,32,128,29,32818,12346,64
32062,Not Fit,5,64,48,32,32,512,29,32821,12350,64
32063,Not Fit,8,64,48,32,32,256,29,32818,12348,64
32061,Not Fit,11,64,48,32,32,128,29,32818,12346,64
19092,Not Fit,5,64,48,32,32,512,29,32821,12350,64
19093,Not Fit,8,64,48,32,32,256,29,32818,12348,64
19091,Not Fit,11,64,48,32,32,128,29,32818,12346,64
19677,Not Fit,5,64,48,32,32,512,29,32821,12350,64
19678,Not Fit,8,64,48,32,32,256,29,32818,12348,64
19676,Not Fit,11,64,48,32,32,128,29,32818,12346,64
44290,Fit,5,64,48,32,32,512,29,32821,12350,64
44291,Fit,8,64,48,32,32,256,29,32818,12348,64
44289,Fit,11,64,48,32,32,128,29,32818,12346,64
23881,Not Fit,5,64,48,32,32,512,29,32821,12350,64
23882,Not Fit,8,64,48,32,32,256,29,32818,12348,64
23880,Not Fit,11,64,48,32,32,128,29,32818,12346,64
11084,Not Fit,5,64,48,32,32,512,29,32821,12350,64
11085,Not Fit,8,64,48,32,32,256,29,32818,12348,64
11083,Not Fit,11,64,48,32,32,128,29,32818,12346,64
10826,Not Fit,5,64,48,32,32,512,29,32821,12350,64
10827,Not Fit,8,64,48,32,32,256,29,32818,12348,64
10825,Not Fit,11,64,48,32,32,128,29,32818,12346,64
9574,Not Fit,5,64,48,32,32,512,29,32821,12350,64
9575,Not Fit,8,64,48,32,32,256,29,32818,12348,64
9573,Not Fit,11,64,48,32,32,128,29,32818,12346,64
45989,Not Fit,5,64,48,32,32,512,29,32821,12350,64
45990,Not Fit,8,64,48,32,32,256,29,32818,12348,64
45988,Not Fit,11,64,48,32,32,128,29,32818,12346,64
31472,Not Fit,5,64,48,32,32,512,29,32821,12350,64
31473,Not Fit,8,64,48,32,32,256,29,32818,12348,64
31471,Not Fit,11,64,48,32,32,128,29,32818,12346,64
19959,Not Fit,5,64,48,32,32,512,29,32821,12350,64
19960,Not Fit,8,64,48,32,32,256,29,32818,12348,64
19958,Not Fit,11,64,48,32,32,128,29,32818,12346,64
20628,Not Fit,5,64,48,32,32,512,29,32821,12350,64
20629,Not Fit,8,64,48,32,32,256,29,32818,12348,64
20627,Not Fit,11,64,48,32,32,128,29,32818,12346,64
1840,Not Fit,5,64,48,32,32,512,29,32821,12350,64
1841,Not Fit,8,64,48,32,32,256,29,32818,12348,64
1839,Not Fit,11,64,48,32,32,128,29,32818,12346,64
18328,Not Fit,5,64,48,32,32,512,29,32821,12350,64
18329,Not Fit,8,64,48,32,32,256,29,32818,12348,64
18327,Not Fit,11,64,48,32,32,128,29,32818,12346,64
3818,Not Fit,5,64,48,32,32,512,29,32821,12350,64
3819,Not Fit,8,64,48,32,32,256,29,32818,12348,64
3817,Not Fit,11,64,48,32,32,128,29,32818,12346,64
27425,Not Fit,5,64,48,32,32,512,29,32821,12350,64
27426,Not Fit,8,64,48,32,32,256,29,32818,12348,64
27424,Not Fit,11,64,48,32,32,128,29,32818,12346,64
27190,Not Fit,5,64,48,32,32,512,29,32821,12350,64
27191,Not Fit,8,64,48,32,32,256,29,32818,12348,64
27189,Not Fit,11,64,48,32,32,128,29,32818,12346,64
43918,Not Fit,2,128,48,1,16,128,0,2136.78260869565,1042,1
4381,Not Fit,2,128,48,1,16,256,0,2132.64285714286,1044,1
48663,Not Fit,2,128,48,1,16,512,0,2120.07792207792,1046,1
21251,Not Fit,2,128,96,1,32,128,0,3341,1554,1
46240,Not Fit,2,128,96,1,32,256,0,3344.34736842105,1556,1
9312,Not Fit,2,128,96,1,32,512,0,3343.88405797101,1558,1
47207,Fit,5,128,96,16,16,128,4,4989.72,2936.58,8
47208,Fit,8,128,96,16,16,64,4,4927,2918,8
47206,Fit,11,128,96,16,16,32,4,4927,2916,8
24093,Fit,5,128,96,16,16,128,4,4839,2920,8
24094,Fit,8,128,96,16,16,64,4,4839,2921,8
24092,Fit,11,128,96,16,16,32,4,4839,2916,8
34981,Fit,5,128,96,16,16,128,4,4927,2920,8
34982,Fit,8,128,96,16,16,64,4,4927,2921,8
34980,Fit,11,128,96,16,16,32,4,4927,2916,8
24718,Fit,5,128,96,16,16,128,4,5047,2920,8
24719,Fit,8,128,96,16,16,64,4,5047,2921,8
24717,Fit,11,128,96,16,16,32,4,5047,2919,8
15479,Fit,5,128,96,16,16,128,4,4839,2920,8
15480,Fit,8,128,96,16,16,64,4,4839,2921,8
15478,Fit,11,128,96,16,16,32,4,4839,2916,8
4923,Fit,5,128,96,16,16,128,4,4927,2923,8
4924,Fit,8,128,96,16,16,64,4,4927,2918,8
4922,Fit,11,128,96,16,16,32,4,4927,2916,8
10675,Fit,5,128,96,16,16,128,4,5047,2920,8
10676,Fit,8,128,96,16,16,64,4,5047,2918,8
10674,Fit,11,128,96,16,16,32,4,5047,2916,8
2782,Fit,5,128,96,16,16,128,4,4839,2923,8
2783,Fit,8,128,96,16,16,64,4,4839,2918,8
2781,Fit,11,128,96,16,16,32,4,4839,2916,8
13517,Fit,5,128,96,16,16,128,4,4927,2923,8
13518,Fit,8,128,96,16,16,64,4,4927,2918,8
13516,Fit,11,128,96,16,16,32,4,4927,2916,8
2148,Fit,5,128,96,16,16,128,4,5047,2923,8
2149,Fit,8,128,96,16,16,64,4,5047,2921,8
2147,Fit,11,128,96,16,16,32,4,5047,2919,8
