model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_resource,n_inputs_resources,sequence_length_resource,dense_size_resource,bram_18k,lut,ff,dsp48e
6281,Not Fit,25,512,512,32,1,1,0,2018,2295,1
36703,Fit,8,512,512,32,1,32,2,4622,3992,2
36702,Fit,10,512,512,32,1,1,0,2018,2295,1
1022,Fit,12,512,512,32,1,32,2,4622,3992,2
5631,Fit,8,512,512,32,1,1,0,2018,2295,1
11654,Fit,8,512,512,32,1,32,2,4622,3992,2
11653,Fit,10,512,512,32,1,1,0,2018,2295,1
25161,Fit,12,512,512,32,1,32,2,4622,3992,2
40933,Fit,9,512,512,32,1,1,0,2018,2295,1
43798,Fit,9,512,512,32,1,32,2,4622,3992,2
43797,Fit,11,512,512,32,1,1,0,2018,2295,1
16626,Not Fit,9,512,512,32,1,32,2,4622,3992,2
16625,Not Fit,11,512,512,32,1,1,0,2018,2295,1
30238,Not Fit,13,512,512,32,1,32,2,4622,3992,2
30236,Not Fit,15,512,512,32,1,1,0,2018,2295,1
11230,Fit,10,512,512,32,1,32,2,4622,3992,2
11229,Fit,12,512,512,32,1,1,0,2018,2295,1
24971,Fit,14,512,512,32,1,32,2,4622,3992,2
46914,Fit,10,512,512,32,1,1,0,2018,2295,1
33710,Fit,10,512,512,32,1,32,2,4622,3992,2
33709,Fit,12,512,512,32,1,1,0,2018,2295,1
4158,Fit,14,512,512,32,1,32,2,4622,3992,2
4155,Fit,16,512,512,32,1,1,0,2018,2295,1
9253,Not Fit,14,512,512,32,1,32,2,4622,3992,2
9250,Not Fit,16,512,512,32,1,1,0,2018,2295,1
9778,Fit,11,512,512,32,1,32,2,4622,3992,2
9777,Fit,13,512,512,32,1,1,0,2018,2295,1
39215,Fit,15,512,512,32,1,32,2,4622,3992,2
15966,Fit,11,512,512,32,1,1,0,2018,2295,1
9268,Fit,11,512,512,32,1,32,2,4622,3992,2
9267,Fit,13,512,512,32,1,1,0,2018,2295,1
39059,Fit,15,512,512,32,1,32,2,4622,3992,2
4099,Fit,12,512,512,32,1,1,0,2018,2295,1
47003,Fit,16,512,512,32,1,32,2,4622,3992,2
47000,Fit,18,512,512,32,1,1,0,2018,2295,1
5029,Fit,12,512,512,32,1,32,2,4622,3992,2
5028,Fit,14,512,512,32,1,1,0,2018,2295,1
34896,Fit,16,512,512,32,1,32,2,4622,3992,2
34893,Fit,18,512,512,32,1,1,0,2018,2295,1
49279,Not Fit,16,512,512,32,1,32,2,4622,3992,2
49275,Not Fit,18,512,512,32,1,1,0,2018,2295,1
29426,Fit,13,512,512,32,1,32,2,4622,3992,2
29425,Fit,15,512,512,32,1,1,0,2018,2295,1
21722,Fit,17,512,512,32,1,32,2,4622,3992,2
1939,Fit,13,512,512,32,1,1,0,2018,2295,1
46133,Not Fit,17,512,512,32,1,32,2,4622,3992,2
46130,Not Fit,19,512,512,32,1,1,0,2018,2295,1
18179,Not Fit,13,512,512,32,1,32,2,4622,3992,2
18177,Not Fit,15,512,512,32,1,1,0,2018,2295,1
31456,Not Fit,17,512,512,32,1,32,2,4622,3992,2
31452,Not Fit,19,512,512,32,1,1,0,2018,2295,1
29957,Not Fit,11,512,512,32,1,32,2,4622,3992,2
29956,Not Fit,13,512,512,32,1,1,0,2018,2295,1
16314,Not Fit,15,512,512,32,1,32,2,4622,3992,2
46925,Fit,11,512,512,32,1,1,0,2018,2295,1
33683,Not Fit,11,512,512,32,1,32,2,4622,3992,2
33682,Not Fit,13,512,512,32,1,1,0,2018,2295,1
4175,Not Fit,15,512,512,32,1,32,2,4622,3992,2
44503,Not Fit,12,512,512,32,1,1,0,2018,2295,1
39853,Not Fit,12,512,512,32,1,32,2,4622,3992,2
39851,Not Fit,14,512,512,32,1,1,0,2018,2295,1
10388,Not Fit,16,512,512,32,1,32,2,4622,3992,2
10384,Not Fit,18,512,512,32,1,1,0,2018,2295,1
5908,Fit,13,512,512,32,1,32,2,4622,3992,2
5907,Fit,15,512,512,32,1,1,0,2018,2295,1
40882,Fit,17,512,512,32,1,32,2,4622,3992,2
40879,Fit,19,512,512,32,1,1,0,2018,2295,1
26214,Not Fit,13,512,512,32,1,32,2,4622,3992,2
26213,Not Fit,15,512,512,32,1,1,0,2018,2295,1
12683,Not Fit,17,512,512,32,1,32,2,4622,3992,2
41643,Not Fit,13,512,512,32,1,1,0,2018,2295,1
43026,Not Fit,13,512,512,32,1,32,2,4622,3992,2
4011,Fit,17,512,512,32,1,1,0,2018,2295,1
47043,Fit,21,512,512,32,1,32,2,4622,3992,2
27905,Fit,17,512,512,32,1,1,0,2018,2295,1
32739,Fit,17,512,512,32,1,32,2,4622,3992,2
32738,Fit,19,512,512,32,1,1,0,2018,2295,1
3058,Fit,21,512,512,32,1,32,2,4622,3992,2
3055,Fit,23,512,512,32,1,1,0,2018,2295,1
9605,Fit,18,512,512,32,1,32,2,4622,3992,2
9604,Fit,20,512,512,32,1,1,0,2018,2295,1
39330,Fit,22,512,512,32,1,32,2,4622,3992,2
39327,Fit,24,512,512,32,1,1,0,2018,2295,1
8583,Fit,22,512,512,32,1,32,2,4622,3992,2
41263,Fit,19,512,512,32,1,1,0,2018,2295,1
24689,Not Fit,19,512,512,32,1,32,2,4622,3992,2
24687,Not Fit,21,512,512,32,1,1,0,2018,2295,1
10760,Not Fit,23,512,512,32,1,32,2,4622,3992,2
24904,Fit,17,512,512,32,1,1,0,2018,2295,1
8346,Fit,17,512,512,32,1,32,2,4622,3992,2
8344,Fit,19,512,512,32,1,1,0,2018,2295,1
38208,Fit,21,512,512,32,1,32,2,4622,3992,2
48787,Fit,18,512,512,32,1,1,0,2018,2295,1
29726,Fit,18,512,512,32,1,32,2,4622,3992,2
29725,Fit,20,512,512,32,1,1,0,2018,2295,1
16525,Fit,22,512,512,32,1,32,2,4622,3992,2
19750,Fit,18,512,512,32,1,1,0,2018,2295,1
49446,Fit,22,512,512,32,1,32,2,4622,3992,2
49443,Fit,24,512,512,32,1,1,0,2018,2295,1
3487,Fit,18,512,512,32,1,32,2,4622,3992,2
3485,Fit,20,512,512,32,1,1,0,2018,2295,1
33045,Fit,22,512,512,32,1,32,2,4622,3992,2
1093,Fit,19,512,512,32,1,1,0,2018,2295,1
16446,Fit,19,512,512,32,1,32,2,4622,3992,2
16445,Fit,21,512,512,32,1,1,0,2018,2295,1
29772,Fit,23,512,512,32,1,32,2,4622,3992,2
27217,Fit,9,512,512,32,1,1,0,2018,2295,1
3709,Not Fit,10,512,512,32,1,32,2,4622,3992,2
3708,Not Fit,12,512,512,32,1,1,0,2018,2295,1
33483,Not Fit,14,512,512,32,1,32,2,4622,3992,2
7117,Fit,9,512,512,32,1,1,0,2018,2295,1
42115,Not Fit,13,512,512,32,1,32,2,4622,3992,2
42113,Not Fit,15,512,512,32,1,1,0,2018,2295,1
26327,Not Fit,10,512,512,32,1,32,2,4622,3992,2
26326,Not Fit,12,512,512,32,1,1,0,2018,2295,1
13095,Not Fit,14,512,512,32,1,32,2,4622,3992,2
13092,Not Fit,16,512,512,32,1,1,0,2018,2295,1
18841,Fit,11,512,512,32,1,32,2,4622,3992,2
18840,Fit,13,512,512,32,1,1,0,2018,2295,1
32027,Not Fit,15,512,512,32,1,32,2,4622,3992,2
43829,Fit,11,512,512,32,1,1,0,2018,2295,1
39155,Fit,11,512,512,32,1,32,2,4622,3992,2
39154,Fit,13,512,512,32,1,1,0,2018,2295,1
9896,Not Fit,15,512,512,32,1,32,2,4622,3992,2
41974,Fit,13,512,512,32,1,1,0,2018,2295,1
7170,Fit,17,512,512,32,1,32,2,4622,3992,2
48512,Not Fit,13,512,512,32,1,1,0,2018,2295,1
31245,Not Fit,13,512,512,32,1,32,2,4622,3992,2
31244,Not Fit,15,512,512,32,1,1,0,2018,2295,1
17854,Not Fit,17,512,512,32,1,32,2,4622,3992,2
33607,Fit,12,512,512,32,1,1,0,2018,2295,1
48077,Fit,12,512,512,32,1,32,2,4622,3992,2
48076,Fit,14,512,512,32,1,1,0,2018,2295,1
10195,Not Fit,12,512,512,32,1,32,2,4622,3992,2
10194,Not Fit,14,512,512,32,1,1,0,2018,2295,1
39548,Not Fit,16,512,512,32,1,32,2,4622,3992,2
39545,Not Fit,18,512,512,32,1,1,0,2018,2295,1
19116,Fit,13,512,512,32,1,32,2,4622,3992,2
19115,Fit,15,512,512,32,1,1,0,2018,2295,1
27162,Fit,17,512,512,32,1,32,2,4622,3992,2
7670,Not Fit,13,512,512,32,1,1,0,2018,2295,1
42750,Not Fit,17,512,512,32,1,32,2,4622,3992,2
12910,Fit,17,512,512,32,1,1,0,2018,2295,1
2556,Fit,17,512,512,32,1,32,2,4622,3992,2
2555,Fit,19,512,512,32,1,1,0,2018,2295,1
32498,Fit,21,512,512,32,1,32,2,4622,3992,2
20333,Fit,17,512,512,32,1,1,0,2018,2295,1
49624,Fit,21,512,512,32,1,32,2,4622,3992,2
49621,Fit,23,512,512,32,1,1,0,2018,2295,1
18778,Fit,18,512,512,32,1,32,2,4622,3992,2
18777,Fit,20,512,512,32,1,1,0,2018,2295,1
32153,Fit,22,512,512,32,1,32,2,4622,3992,2
13676,Fit,18,512,512,32,1,1,0,2018,2295,1
38623,Not Fit,22,512,512,32,1,32,2,4622,3992,2
38619,Not Fit,24,512,512,32,1,1,0,2018,2295,1
11354,Fit,19,512,512,32,1,32,2,4622,3992,2
11353,Fit,21,512,512,32,1,1,0,2018,2295,1
24810,Fit,23,512,512,32,1,32,2,4622,3992,2
45035,Fit,17,512,512,32,1,1,0,2018,2295,1
37827,Fit,17,512,512,32,1,32,2,4622,3992,2
37825,Fit,19,512,512,32,1,1,0,2018,2295,1
8117,Fit,21,512,512,32,1,32,2,4622,3992,2
45362,Fit,18,512,512,32,1,1,0,2018,2295,1
38396,Fit,18,512,512,32,1,32,2,4622,3992,2
38395,Fit,20,512,512,32,1,1,0,2018,2295,1
8901,Fit,22,512,512,32,1,32,2,4622,3992,2
8898,Fit,24,512,512,32,1,1,0,2018,2295,1
33501,Fit,18,512,512,32,1,32,2,4622,3992,2
33500,Fit,20,512,512,32,1,1,0,2018,2295,1
3601,Fit,22,512,512,32,1,32,2,4622,3992,2
36300,Fit,19,512,512,32,1,1,0,2018,2295,1
46703,Fit,19,512,512,32,1,32,2,4622,3992,2
46702,Fit,21,512,512,32,1,1,0,2018,2295,1
30344,Not Fit,19,512,512,32,1,32,2,4622,3992,2
30342,Not Fit,21,512,512,32,1,1,0,2018,2295,1
16603,Not Fit,23,512,512,32,1,32,2,4622,3992,2
16599,Not Fit,25,512,512,32,1,1,0,2018,2295,1
15322,Fit,8,512,512,64,1,1,0,3582,4345,1
24117,Fit,8,512,512,64,1,64,5,11495,8538,8
24116,Fit,10,512,512,64,1,1,0,3582,4345,1
15453,Fit,12,512,512,64,1,64,5,11495,8538,8
39380,Fit,8,512,512,64,1,1,0,3582,4345,1
44051,Fit,8,512,512,64,1,64,5,11495,8538,8
44050,Fit,10,512,512,64,1,1,0,3582,4345,1
20778,Fit,9,512,512,64,1,64,5,11495,8538,8
20777,Fit,11,512,512,64,1,1,0,3582,4345,1
28469,Fit,13,512,512,64,1,64,5,11495,8538,8
34484,Fit,9,512,512,64,1,1,0,3582,4345,1
47370,Fit,9,512,512,64,1,64,5,11495,8538,8
35141,Fit,10,512,512,64,1,1,0,3582,4345,1
37497,Not Fit,10,512,512,64,1,64,5,11495,8538,8
37496,Not Fit,12,512,512,64,1,1,0,3582,4345,1
2386,Not Fit,14,512,512,64,1,64,5,11495,8538,8
43095,Fit,9,512,512,64,1,1,0,3582,4345,1
40237,Fit,9,512,512,64,1,64,5,11495,8538,8
40236,Fit,11,512,512,64,1,1,0,3582,4345,1
5802,Fit,13,512,512,64,1,64,5,11495,8538,8
5800,Fit,15,512,512,64,1,1,0,3582,4345,1
15276,Fit,9,512,512,64,1,64,5,11495,8538,8
15275,Fit,11,512,512,64,1,1,0,3582,4345,1
23686,Not Fit,13,512,512,64,1,64,5,11495,8538,8
30762,Fit,11,512,512,64,1,1,0,3582,4345,1
40044,Fit,11,512,512,64,1,64,5,11495,8538,8
40043,Fit,13,512,512,64,1,1,0,3582,4345,1
5348,Fit,15,512,512,64,1,64,5,11495,8538,8
25493,Fit,11,512,512,64,1,1,0,3582,4345,1
25086,Fit,12,512,512,64,1,64,5,11495,8538,8
25085,Fit,14,512,512,64,1,1,0,3582,4345,1
11764,Fit,16,512,512,64,1,64,5,11495,8538,8
29979,Fit,12,512,512,64,1,1,0,3582,4345,1
36743,Not Fit,12,512,512,64,1,64,5,11495,8538,8
36742,Not Fit,14,512,512,64,1,1,0,3582,4345,1
950,Not Fit,16,512,512,64,1,64,5,11495,8538,8
49491,Fit,13,512,512,64,1,1,0,3582,4345,1
27663,Fit,13,512,512,64,1,64,5,11495,8538,8
27662,Fit,15,512,512,64,1,1,0,3582,4345,1
19395,Fit,17,512,512,64,1,64,5,11495,8538,8
17476,Fit,11,512,512,64,1,1,0,3582,4345,1
87,Fit,11,512,512,64,1,64,5,11495,8538,8
86,Fit,13,512,512,64,1,1,0,3582,4345,1
35389,Not Fit,15,512,512,64,1,64,5,11495,8538,8
35386,Not Fit,17,512,512,64,1,1,0,3582,4345,1
4951,Fit,12,512,512,64,1,64,5,11495,8538,8
4950,Fit,14,512,512,64,1,1,0,3582,4345,1
34966,Fit,16,512,512,64,1,64,5,11495,8538,8
34963,Fit,18,512,512,64,1,1,0,3582,4345,1
6597,Fit,12,512,512,64,1,64,5,11495,8538,8
6596,Fit,14,512,512,64,1,1,0,3582,4345,1
40997,Fit,16,512,512,64,1,64,5,11495,8538,8
28603,Fit,13,512,512,64,1,1,0,3582,4345,1
49324,Fit,13,512,512,64,1,64,5,11495,8538,8
8867,Fit,13,512,512,64,1,1,0,3582,4345,1
45344,Fit,17,512,512,64,1,64,5,11495,8538,8
45341,Fit,19,512,512,64,1,1,0,3582,4345,1
14106,Not Fit,13,512,512,64,1,64,5,11495,8538,8
14105,Not Fit,15,512,512,64,1,1,0,3582,4345,1
22163,Not Fit,17,512,512,64,1,64,5,11495,8538,8
22160,Not Fit,19,512,512,64,1,1,0,3582,4345,1
25264,Fit,17,512,512,64,1,64,5,11495,8538,8
25263,Fit,19,512,512,64,1,1,0,3582,4345,1
11524,Fit,21,512,512,64,1,64,5,11495,8538,8
11521,Fit,23,512,512,64,1,1,0,3582,4345,1
1594,Fit,17,512,512,64,1,64,5,11495,8538,8
1593,Fit,19,512,512,64,1,1,0,3582,4345,1
37238,Fit,21,512,512,64,1,64,5,11495,8538,8
18353,Fit,17,512,512,64,1,1,0,3582,4345,1
28957,Fit,16,512,512,64,1,16,2,4396,5378,2
39000,Fit,16,512,512,64,1,32,3,6432,6436,4
31063,Fit,16,512,512,64,1,64,5,11056,8549,8
31062,Fit,18,512,512,64,1,1,0,3582,4345,1
44200,Fit,16,512,512,64,1,32,3,6432,6436,4
12741,Fit,18,512,512,64,1,1,0,3582,4345,1
7359,Fit,18,512,512,64,1,64,5,11495,8538,8
7358,Fit,20,512,512,64,1,1,0,3582,4345,1
41539,Fit,22,512,512,64,1,64,5,11495,8538,8
41536,Fit,24,512,512,64,1,1,0,3582,4345,1
4646,Fit,17,512,512,64,1,16,2,4396,5378,2
15927,Fit,17,512,512,64,1,32,3,6432,6436,4
173,Fit,19,512,512,64,1,64,5,11275.5,8543.5,8
172,Fit,21,512,512,64,1,1,0,3582,4345,1
34559,Fit,17,512,512,64,1,16,2,4396,5378,2
24364,Fit,17,512,512,64,1,32,3,6432,6436,4
35349,Fit,23,512,512,64,1,64,5,11385.25,8540.75,8
35346,Fit,25,512,512,64,1,1,0,3582,4345,1
14912,Fit,19,512,512,64,1,64,5,11495,8538,8
14911,Fit,21,512,512,64,1,1,0,3582,4345,1
23280,Fit,23,512,512,64,1,64,5,11495,8538,8
10470,Fit,19,512,512,64,1,1,0,3582,4345,1
44392,Not Fit,23,512,512,64,1,64,5,11495,8538,8
44389,Not Fit,25,512,512,64,1,1,0,3582,4345,1
5009,Fit,17,512,512,64,1,64,5,11495,8538,8
5008,Fit,19,512,512,64,1,1,0,3582,4345,1
34943,Fit,21,512,512,64,1,64,5,11495,8538,8
41991,Fit,17,512,512,64,1,1,0,3582,4345,1
7147,Fit,21,512,512,64,1,64,5,11495,8538,8
7144,Fit,23,512,512,64,1,1,0,3582,4345,1
5310,Fit,16,512,512,64,1,16,2,4396,5378,2
16835,Fit,16,512,512,64,1,32,3,6432,6436,4
10229,Fit,16,512,512,64,1,64,5,11056,8549,8
10228,Fit,18,512,512,64,1,1,0,3582,4345,1
44621,Fit,22,512,512,64,1,64,5,11385.25,8540.75,8
46224,Fit,18,512,512,64,1,1,0,3582,4345,1
37444,Fit,18,512,512,64,1,64,5,11495,8538,8
37443,Fit,20,512,512,64,1,1,0,3582,4345,1
1917,Fit,22,512,512,64,1,64,5,11495,8538,8
31556,Fit,18,512,512,64,1,1,0,3582,4345,1
46558,Fit,17,512,512,64,1,32,3,6432,6436,4
25418,Fit,17,512,512,64,1,16,2,4396,5378,2
35998,Fit,17,512,512,64,1,32,3,6432,6436,4
23548,Fit,19,512,512,64,1,64,5,11275.5,8543.5,8
23547,Fit,21,512,512,64,1,1,0,3582,4345,1
12162,Fit,17,512,512,64,1,16,2,4396,5378,2
890,Fit,17,512,512,64,1,32,3,6432,6433,4
15392,Fit,23,512,512,64,1,64,5,11385.25,8540.75,8
35063,Fit,19,512,512,64,1,1,0,3582,4345,1
28487,Not Fit,19,512,512,64,1,64,5,11495,8538,8
28486,Not Fit,21,512,512,64,1,1,0,3582,4345,1
20756,Not Fit,23,512,512,64,1,64,5,11495,8538,8
28791,Fit,9,512,512,64,1,1,0,3582,4345,1
4560,Fit,10,512,512,64,1,64,5,11495,8538,8
4559,Fit,12,512,512,64,1,1,0,3582,4345,1
34752,Not Fit,14,512,512,64,1,64,5,11495,8538,8
5381,Fit,9,512,512,64,1,1,0,3582,4345,1
25466,Fit,10,512,512,64,1,64,5,11495,8538,8
25465,Fit,12,512,512,64,1,1,0,3582,4345,1
12054,Not Fit,14,512,512,64,1,64,5,11495,8538,8
12051,Not Fit,16,512,512,64,1,1,0,3582,4345,1
17217,Fit,11,512,512,64,1,64,5,11495,8538,8
17216,Fit,13,512,512,64,1,1,0,3582,4345,1
30452,Fit,15,512,512,64,1,64,5,11495,8538,8
100,Fit,11,512,512,64,1,1,0,3582,4345,1
17489,Fit,11,512,512,64,1,64,5,11495,8538,8
17488,Fit,13,512,512,64,1,1,0,3582,4345,1
30963,Fit,15,512,512,64,1,64,5,11495,8538,8
12184,Fit,12,512,512,64,1,1,0,3582,4345,1
11017,Fit,12,512,512,64,1,64,5,11495,8538,8
11016,Fit,14,512,512,64,1,1,0,3582,4345,1
24444,Not Fit,16,512,512,64,1,64,5,11495,8538,8
24441,Not Fit,18,512,512,64,1,1,0,3582,4345,1
40070,Fit,13,512,512,64,1,64,5,11495,8538,8
40069,Fit,15,512,512,64,1,1,0,3582,4345,1
5281,Fit,17,512,512,64,1,64,5,11495,8538,8
34646,Fit,12,512,512,64,1,1,0,3582,4345,1
47536,Fit,12,512,512,64,1,64,5,11495,8538,8
36772,Fit,12,512,512,64,1,1,0,3582,4345,1
20918,Fit,13,512,512,64,1,64,5,11495,8538,8
20917,Fit,15,512,512,64,1,1,0,3582,4345,1
28882,Fit,17,512,512,64,1,64,5,11495,8538,8
28879,Fit,19,512,512,64,1,1,0,3582,4345,1
33244,Not Fit,13,512,512,64,1,64,5,11495,8538,8
33243,Not Fit,15,512,512,64,1,1,0,3582,4345,1
3185,Not Fit,17,512,512,64,1,64,5,11495,8538,8
11887,Fit,17,512,512,64,1,1,0,3582,4345,1
42056,Fit,17,512,512,64,1,64,5,11495,8538,8
42055,Fit,19,512,512,64,1,1,0,3582,4345,1
26363,Fit,17,512,512,64,1,64,5,11495,8538,8
26362,Fit,19,512,512,64,1,1,0,3582,4345,1
13025,Fit,21,512,512,64,1,64,5,11495,8538,8
13022,Fit,23,512,512,64,1,1,0,3582,4345,1
16997,Fit,18,512,512,64,1,64,5,11495,8538,8
16996,Fit,20,512,512,64,1,1,0,3582,4345,1
30676,Fit,22,512,512,64,1,64,5,11495,8538,8
30673,Fit,24,512,512,64,1,1,0,3582,4345,1
31598,Fit,18,512,512,64,1,64,5,11495,8538,8
31597,Fit,20,512,512,64,1,1,0,3582,4345,1
18094,Fit,22,512,512,64,1,64,5,11495,8538,8
37466,Fit,18,512,512,64,1,1,0,3582,4345,1
46181,Fit,18,512,512,64,1,64,5,11495,8538,8
28449,Fit,19,512,512,64,1,1,0,3582,4345,1
35008,Not Fit,19,512,512,64,1,64,5,11495,8538,8
35007,Not Fit,21,512,512,64,1,1,0,3582,4345,1
4902,Not Fit,23,512,512,64,1,64,5,11495,8538,8
34444,Fit,17,512,512,64,1,1,0,3582,4345,1
47384,Fit,17,512,512,64,1,64,5,11495,8538,8
47383,Fit,19,512,512,64,1,1,0,3582,4345,1
18394,Fit,17,512,512,64,1,64,5,11495,8538,8
18393,Fit,19,512,512,64,1,1,0,3582,4345,1
31887,Fit,21,512,512,64,1,64,5,11495,8538,8
1615,Fit,17,512,512,64,1,1,0,3582,4345,1
45662,Fit,21,512,512,64,1,64,5,11495,8538,8
44442,Fit,18,512,512,64,1,1,0,3582,4345,1
39777,Fit,18,512,512,64,1,64,5,11495,8538,8
39776,Fit,20,512,512,64,1,1,0,3582,4345,1
10445,Fit,22,512,512,64,1,64,5,11495,8538,8
7337,Fit,18,512,512,64,1,1,0,3582,4345,1
42932,Fit,22,512,512,64,1,64,5,11495,8538,8
42929,Fit,24,512,512,64,1,1,0,3582,4345,1
12719,Fit,18,512,512,64,1,64,5,11495,8538,8
12718,Fit,20,512,512,64,1,1,0,3582,4345,1
26169,Not Fit,22,512,512,64,1,64,5,11495,8538,8
15100,Fit,19,512,512,64,1,1,0,3582,4345,1
10531,Fit,19,512,512,64,1,64,5,11495,8538,8
10530,Fit,21,512,512,64,1,1,0,3582,4345,1
39752,Not Fit,23,512,512,64,1,64,5,11495,8538,8
3133,Fit,12,512,512,64,1,1,0,3582,4345,1
27803,Fit,13,512,512,64,1,64,5,11495,8538,8
27802,Fit,15,512,512,64,1,1,0,3582,4345,1
20098,Not Fit,17,512,512,64,1,64,5,11495,8538,8
26007,Fit,12,512,512,64,1,1,0,3582,4345,1
7563,Not Fit,13,512,512,64,1,64,5,11495,8538,8
7562,Not Fit,15,512,512,64,1,1,0,3582,4345,1
41921,Not Fit,17,512,512,64,1,64,5,11495,8538,8
2899,Fit,17,512,512,64,1,1,0,3582,4345,1
13157,Fit,17,512,512,64,1,64,5,11495,8538,8
13156,Fit,19,512,512,64,1,1,0,3582,4345,1
26958,Fit,21,512,512,64,1,64,5,11495,8538,8
6636,Fit,17,512,512,64,1,1,0,3582,4345,1
42505,Fit,21,512,512,64,1,64,5,11495,8538,8
42502,Fit,23,512,512,64,1,1,0,3582,4345,1
7878,Fit,18,512,512,64,1,64,5,11495,8538,8
7877,Fit,20,512,512,64,1,1,0,3582,4345,1
37964,Fit,22,512,512,64,1,64,5,11495,8538,8
2402,Fit,18,512,512,64,1,1,0,3582,4345,1
17900,Not Fit,18,512,512,64,1,64,5,11495,8538,8
17899,Not Fit,20,512,512,64,1,1,0,3582,4345,1
31198,Not Fit,22,512,512,64,1,64,5,11495,8538,8
23009,Fit,19,512,512,64,1,1,0,3582,4345,1
4692,Fit,19,512,512,64,1,64,5,11495,8538,8
4691,Fit,21,512,512,64,1,1,0,3582,4345,1
34511,Fit,23,512,512,64,1,64,5,11495,8538,8
21040,Not Fit,19,512,512,64,1,1,0,3582,4345,1
49220,Not Fit,23,512,512,64,1,64,5,11495,8538,8
36802,Fit,17,512,512,64,1,1,0,3582,4345,1
45822,Not Fit,17,512,512,64,1,64,5,11495,8538,8
45821,Not Fit,19,512,512,64,1,1,0,3582,4345,1
31923,Not Fit,17,512,512,64,1,64,5,11495,8538,8
31922,Not Fit,19,512,512,64,1,1,0,3582,4345,1
18926,Not Fit,21,512,512,64,1,64,5,11495,8538,8
48328,Fit,18,512,512,64,1,1,0,3582,4345,1
31533,Fit,18,512,512,64,1,64,5,11495,8538,8
31532,Fit,20,512,512,64,1,1,0,3582,4345,1
18198,Fit,22,512,512,64,1,64,5,11495,8538,8
18195,Fit,24,512,512,64,1,1,0,3582,4345,1
26064,Fit,18,512,512,64,1,64,5,11495,8538,8
26063,Fit,20,512,512,64,1,1,0,3582,4345,1
12245,Fit,22,512,512,64,1,64,5,11495,8538,8
12242,Fit,24,512,512,64,1,1,0,3582,4345,1
42770,Not Fit,18,512,512,64,1,64,5,11495,8538,8
2018,Fit,19,512,512,64,1,1,0,3582,4345,1
46087,Fit,23,512,512,64,1,64,5,11495,8538,8
44788,Not Fit,19,512,512,64,1,1,0,3582,4345,1
10077,Not Fit,23,512,512,64,1,64,5,11495,8538,8
10074,Not Fit,25,512,512,64,1,1,0,3582,4345,1
23432,Fit,15,512,512,128,1,16,3,9343,9795,4
34205,Fit,15,512,512,128,1,32,5,14003,11099,8
25262,Fit,15,512,512,128,1,64,8,24467,13457,16
14791,Fit,15,512,512,128,1,16,3,9343,9795,4
4294,Fit,15,512,512,128,1,32,5,14003,11099,8
11520,Fit,15,512,512,128,1,64,8,24467,13457,16
3644,Fit,15,512,512,128,1,16,3,9343,9795,4
14269,Fit,15,512,512,128,1,32,5,14003,11099,8
1592,Fit,15,512,512,128,1,64,8,24467,13457,16
33522,Fit,15,512,512,128,1,16,3,9343,9795,4
22737,Fit,15,512,512,128,1,32,5,14003,11099,8
37234,Fit,15,512,512,128,1,64,8,24467,13457,16
19041,Fit,15,512,512,128,1,16,3,9343,9795,4
8390,Fit,15,512,512,128,1,32,5,14003,11099,8
18352,Fit,15,512,512,128,1,64,8,24467,13457,16
14615,Fit,16,512,512,128,1,16,3,9343,9795,4
3464,Fit,16,512,512,128,1,32,5,14003,11099,8
12740,Fit,16,512,512,128,1,64,8,24467,13457,16
48213,Fit,16,512,512,128,1,32,5,14003,11099,8
11697,Fit,17,512,512,128,1,16,3,9343,9795,4
1183,Fit,17,512,512,128,1,32,5,14003,11099,8
14910,Fit,17,512,512,128,1,64,8,24467,13457,16
25121,Fit,17,512,512,128,1,16,3,9343,9795,4
36429,Fit,17,512,512,128,1,32,5,14003,11099,8
46223,Fit,16,512,512,128,1,64,8,24467,13457,16
32534,Fit,16,512,512,128,1,16,3,9343,9795,4
22495,Fit,16,512,512,128,1,32,5,14003,11099,8
37442,Fit,16,512,512,128,1,64,8,24467,13457,16
2576,Fit,16,512,512,128,1,16,3,9343,9795,4
13850,Fit,16,512,512,128,1,32,5,14003,11099,8
1913,Fit,16,512,512,128,1,64,8,24467,13457,16
35797,Fit,17,512,512,128,1,16,3,9343,9795,4
24665,Fit,17,512,512,128,1,32,5,14003,11099,8
35062,Fit,17,512,512,128,1,64,8,24467,13457,16
20682,Fit,16,512,512,128,1,16,3,9274,9797,4
9606,Fit,16,512,512,128,1,32,5,13934,11101,8
16998,Fit,16,512,512,128,1,64,8,24398,13459,16
28535,Fit,16,512,512,128,1,16,3,9274,9797,4
39331,Fit,16,512,512,128,1,32,5,13934,11101,8
30677,Fit,16,512,512,128,1,64,8,24398,13459,16
35085,Fit,17,512,512,128,1,16,3,9274,9797,4
24075,Fit,17,512,512,128,1,32,5,13934,11101,8
35776,Fit,17,512,512,128,1,64,8,24398,13459,16
47247,Fit,17,512,512,128,1,16,3,9274,9797,4
48788,Fit,16,512,512,128,1,32,5,13934,11101,8
44443,Fit,16,512,512,128,1,64,8,24398,13459,16
40411,Fit,16,512,512,128,1,16,3,9274,9797,4
29727,Fit,16,512,512,128,1,32,5,13934,11101,8
