model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
47583,Not Fit,5,32,24,16,16,512,1548,8772
47584,Not Fit,8,32,24,16,16,256,780,4420
47585,Not Fit,11,32,24,16,16,128,396,2244
35192,Fit,5,32,24,16,16,512,1548,8772
35193,Fit,8,32,24,16,16,256,780,4420
35194,Fit,11,32,24,16,16,128,396,2244
49105,Not Fit,5,32,24,16,16,512,1548,8772
49106,Not Fit,8,32,24,16,16,256,780,4420
49107,Not Fit,11,32,24,16,16,128,396,2244
28902,Not Fit,5,32,24,16,16,512,1548,8772
28903,Not Fit,8,32,24,16,16,256,780,4420
28904,Not Fit,11,32,24,16,16,128,396,2244
36669,Fit,5,32,24,16,16,512,1548,8772
36670,Fit,8,32,24,16,16,256,780,4420
36671,Fit,11,32,24,16,16,128,396,2244
48690,Not Fit,5,32,24,16,16,512,1548,8772
48692,Not Fit,8,32,24,16,16,256,780,4420
48691,Not Fit,11,32,24,16,16,128,396,2244
29119,Not Fit,5,32,24,16,16,512,1548,8772
29120,Not Fit,8,32,24,16,16,256,780,4420
29121,Not Fit,11,32,24,16,16,128,396,2244
4076,Fit,5,32,24,16,16,512,1548,8772
4077,Fit,8,32,24,16,16,256,780,4420
4078,Fit,11,32,24,16,16,128,396,2244
16687,Not Fit,5,32,24,16,16,512,1548,8772
16688,Not Fit,8,32,24,16,16,256,780,4420
16689,Not Fit,11,32,24,16,16,128,396,2244
4204,Not Fit,5,32,24,16,16,512,1548,8772
4205,Not Fit,8,32,24,16,16,256,780,4420
4206,Not Fit,11,32,24,16,16,128,396,2244
303,Not Fit,5,32,24,16,16,512,1548,8772
304,Not Fit,8,32,24,16,16,256,780,4420
305,Not Fit,11,32,24,16,16,128,396,2244
35119,Not Fit,5,32,24,16,16,512,1548,8772
35120,Not Fit,8,32,24,16,16,256,780,4420
35121,Not Fit,11,32,24,16,16,128,396,2244
34414,Not Fit,5,32,24,16,16,512,1548,8772
34415,Not Fit,8,32,24,16,16,256,780,4420
34416,Not Fit,11,32,24,16,16,128,396,2244
6701,Not Fit,5,32,24,16,16,512,1548,8772
6702,Not Fit,8,32,24,16,16,256,780,4420
6703,Not Fit,11,32,24,16,16,128,396,2244
38723,Not Fit,5,32,24,16,16,512,1548,8772
38724,Not Fit,8,32,24,16,16,256,780,4420
38725,Not Fit,11,32,24,16,16,128,396,2244
42272,Not Fit,5,32,24,16,16,512,1548,8772
42274,Not Fit,8,32,24,16,16,256,780,4420
42273,Not Fit,11,32,24,16,16,128,396,2244
26656,Not Fit,5,32,24,16,16,512,1548,8772
26657,Not Fit,8,32,24,16,16,256,780,4420
26658,Not Fit,11,32,24,16,16,128,396,2244
925,Not Fit,5,32,24,16,16,512,1548,8772
926,Not Fit,8,32,24,16,16,256,780,4420
927,Not Fit,11,32,24,16,16,128,396,2244
34239,Not Fit,5,32,24,16,16,512,1548,8772
34240,Not Fit,8,32,24,16,16,256,780,4420
34241,Not Fit,11,32,24,16,16,128,396,2244
46651,Not Fit,5,32,24,16,16,512,1548,8772
46652,Not Fit,8,32,24,16,16,256,780,4420
46653,Not Fit,11,32,24,16,16,128,396,2244
33771,Not Fit,5,32,24,16,16,512,1548,8772
33772,Not Fit,8,32,24,16,16,256,780,4420
33773,Not Fit,11,32,24,16,16,128,396,2244
30203,Not Fit,5,32,24,16,16,512,1548,8772
30204,Not Fit,8,32,24,16,16,256,780,4420
30205,Not Fit,11,32,24,16,16,128,396,2244
35728,Not Fit,5,32,24,16,16,512,1548,8772
35729,Not Fit,8,32,24,16,16,256,780,4420
35730,Not Fit,11,32,24,16,16,128,396,2244
4763,Not Fit,5,32,24,16,16,512,1548,8772
4764,Not Fit,8,32,24,16,16,256,780,4420
4765,Not Fit,11,32,24,16,16,128,396,2244
4850,Not Fit,5,32,24,16,16,512,1548,8772
4851,Not Fit,8,32,24,16,16,256,780,4420
4852,Not Fit,11,32,24,16,16,128,396,2244
1980,Not Fit,2,32,24,32,1,128,780,4420
32397,Not Fit,2,32,24,32,1,256,1548,8772
43236,Not Fit,2,32,24,32,1,512,3084,17476
29624,Fit,5,32,32,32,32,128,396,2838
29625,Fit,8,32,32,32,32,64,204,1462
29626,Fit,11,32,32,32,32,32,108,774
46761,Not Fit,5,32,32,32,32,128,396,2838
46762,Not Fit,8,32,32,32,32,64,204,1462
46763,Not Fit,11,32,32,32,32,32,108,774
35973,Not Fit,5,32,32,32,32,128,396,2838
35974,Not Fit,8,32,32,32,32,64,204,1462
35975,Not Fit,11,32,32,32,32,32,108,774
16464,Not Fit,5,32,32,32,32,128,396,2838
16465,Not Fit,8,32,32,32,32,64,204,1462
16466,Not Fit,11,32,32,32,32,32,108,774
4230,Not Fit,5,32,32,32,32,128,396,2838
4231,Not Fit,8,32,32,32,32,64,204,1462
4232,Not Fit,11,32,32,32,32,32,108,774
16708,Not Fit,5,32,32,32,32,128,396,2838
16709,Not Fit,8,32,32,32,32,64,204,1462
16710,Not Fit,11,32,32,32,32,32,108,774
22472,Not Fit,5,32,32,32,32,128,396,2838
22473,Not Fit,8,32,32,32,32,64,204,1462
22474,Not Fit,11,32,32,32,32,32,108,774
9015,Not Fit,5,32,32,32,32,128,396,2838
9016,Not Fit,8,32,32,32,32,64,204,1462
9017,Not Fit,11,32,32,32,32,32,108,774
13070,Not Fit,5,32,32,32,32,128,396,2838
13071,Not Fit,8,32,32,32,32,64,204,1462
13072,Not Fit,11,32,32,32,32,32,108,774
8748,Not Fit,5,32,32,32,32,128,396,2838
8749,Not Fit,8,32,32,32,32,64,204,1462
8750,Not Fit,11,32,32,32,32,32,108,774
7648,Not Fit,5,32,32,32,32,128,396,2838
7649,Not Fit,8,32,32,32,32,64,204,1462
7650,Not Fit,11,32,32,32,32,32,108,774
37718,Not Fit,5,32,32,32,32,128,396,2838
37719,Not Fit,8,32,32,32,32,64,204,1462
37720,Not Fit,11,32,32,32,32,32,108,774
42723,Not Fit,5,32,32,32,32,128,396,2838
42724,Not Fit,8,32,32,32,32,64,204,1462
42725,Not Fit,11,32,32,32,32,32,108,774
25745,Not Fit,5,32,32,32,32,128,396,2838
25746,Not Fit,8,32,32,32,32,64,204,1462
25747,Not Fit,11,32,32,32,32,32,108,774
31798,Fit,5,32,32,32,32,128,396,2838
31799,Fit,8,32,32,32,32,64,204,1462
31800,Fit,11,32,32,32,32,32,108,774
33415,Not Fit,5,32,32,32,32,128,396,2838
33416,Not Fit,8,32,32,32,32,64,204,1462
33417,Not Fit,11,32,32,32,32,32,108,774
19578,Fit,5,32,32,32,32,128,396,2838
19579,Fit,8,32,32,32,32,64,204,1462
19580,Fit,11,32,32,32,32,32,108,774
1422,Not Fit,5,32,32,32,32,128,396,2838
1423,Not Fit,8,32,32,32,32,64,204,1462
1424,Not Fit,11,32,32,32,32,32,108,774
19315,Not Fit,5,32,32,32,32,128,396,2838
19316,Not Fit,8,32,32,32,32,64,204,1462
19317,Not Fit,11,32,32,32,32,32,108,774
45534,Not Fit,5,32,32,32,32,128,396,2838
45535,Not Fit,8,32,32,32,32,64,204,1462
45536,Not Fit,11,32,32,32,32,32,108,774
32273,Not Fit,5,32,32,32,32,128,396,2838
32274,Not Fit,8,32,32,32,32,64,204,1462
32275,Not Fit,11,32,32,32,32,32,108,774
49529,Not Fit,5,32,32,32,32,128,396,2838
49530,Not Fit,8,32,32,32,32,64,204,1462
49531,Not Fit,11,32,32,32,32,32,108,774
19264,Not Fit,5,32,32,32,32,128,396,2838
19265,Not Fit,8,32,32,32,32,64,204,1462
19266,Not Fit,11,32,32,32,32,32,108,774
19433,Not Fit,5,32,32,32,32,128,396,2838
19434,Not Fit,8,32,32,32,32,64,204,1462
19435,Not Fit,11,32,32,32,32,32,108,774
1361,Not Fit,5,32,32,32,32,128,396,2838
1362,Not Fit,8,32,32,32,32,64,204,1462
1363,Not Fit,11,32,32,32,32,32,108,774
2979,Not Fit,5,32,32,32,32,128,396,2838
2980,Not Fit,8,32,32,32,32,64,204,1462
2981,Not Fit,11,32,32,32,32,32,108,774
47681,Not Fit,5,32,32,32,32,128,396,2838
47682,Not Fit,8,32,32,32,32,64,204,1462
47683,Not Fit,11,32,32,32,32,32,108,774
37361,Not Fit,5,32,32,32,32,128,396,2838
37362,Not Fit,8,32,32,32,32,64,204,1462
37363,Not Fit,11,32,32,32,32,32,108,774
27677,Not Fit,5,32,32,32,32,128,396,2838
27678,Not Fit,8,32,32,32,32,64,204,1462
27679,Not Fit,11,32,32,32,32,32,108,774
23406,Not Fit,5,32,32,32,32,128,396,2838
23407,Not Fit,8,32,32,32,32,64,204,1462
23408,Not Fit,11,32,32,32,32,32,108,774
44653,Not Fit,5,32,32,32,32,128,396,2838
44654,Not Fit,8,32,32,32,32,64,204,1462
44655,Not Fit,11,32,32,32,32,32,108,774
40383,Not Fit,5,32,32,32,32,128,396,2838
40384,Not Fit,8,32,32,32,32,64,204,1462
40385,Not Fit,11,32,32,32,32,32,108,774
11999,Not Fit,5,32,32,32,32,128,396,2838
12000,Not Fit,8,32,32,32,32,64,204,1462
12001,Not Fit,11,32,32,32,32,32,108,774
10006,Not Fit,5,32,32,32,32,128,396,2838
10007,Not Fit,8,32,32,32,32,64,204,1462
10008,Not Fit,11,32,32,32,32,32,108,774
11450,Not Fit,5,32,32,32,32,128,396,2838
11451,Not Fit,8,32,32,32,32,64,204,1462
11452,Not Fit,11,32,32,32,32,32,108,774
18485,Not Fit,5,32,32,32,32,128,396,2838
18486,Not Fit,8,32,32,32,32,64,204,1462
18487,Not Fit,11,32,32,32,32,32,108,774
3686,Not Fit,5,32,32,32,32,128,396,2838
3687,Not Fit,8,32,32,32,32,64,204,1462
3688,Not Fit,11,32,32,32,32,32,108,774
27571,Not Fit,5,32,32,32,32,128,396,2838
27572,Not Fit,8,32,32,32,32,64,204,1462
27573,Not Fit,11,32,32,32,32,32,108,774
36896,Not Fit,5,32,32,32,32,128,396,2838
36897,Not Fit,8,32,32,32,32,64,204,1462
36898,Not Fit,11,32,32,32,32,32,108,774
48280,Not Fit,5,32,32,32,32,128,396,2838
48281,Not Fit,8,32,32,32,32,64,204,1462
48282,Not Fit,11,32,32,32,32,32,108,774
27017,Not Fit,5,32,32,32,32,128,396,2838
27018,Not Fit,8,32,32,32,32,64,204,1462
27019,Not Fit,11,32,32,32,32,32,108,774
45953,Not Fit,5,32,32,32,32,128,396,2838
45954,Not Fit,8,32,32,32,32,64,204,1462
45955,Not Fit,11,32,32,32,32,32,108,774
31682,Not Fit,5,32,32,32,32,128,396,2838
31683,Not Fit,8,32,32,32,32,64,204,1462
31684,Not Fit,11,32,32,32,32,32,108,774
20182,Not Fit,5,32,32,32,32,128,396,2838
20183,Not Fit,8,32,32,32,32,64,204,1462
20184,Not Fit,11,32,32,32,32,32,108,774
20350,Not Fit,5,32,32,32,32,128,396,2838
20351,Not Fit,8,32,32,32,32,64,204,1462
20352,Not Fit,11,32,32,32,32,32,108,774
1973,Not Fit,5,32,32,32,32,128,396,2838
1974,Not Fit,8,32,32,32,32,64,204,1462
1975,Not Fit,11,32,32,32,32,32,108,774
31573,Not Fit,5,32,32,32,32,256,780,5590
31574,Not Fit,8,32,32,32,32,128,396,2838
31575,Not Fit,11,32,32,32,32,64,204,1462
32427,Not Fit,5,32,32,32,32,256,780,5590
32428,Not Fit,8,32,32,32,32,128,396,2838
32429,Not Fit,11,32,32,32,32,64,204,1462
20072,Not Fit,5,32,32,32,32,256,780,5590
20073,Not Fit,8,32,32,32,32,128,396,2838
20074,Not Fit,11,32,32,32,32,64,204,1462
2263,Not Fit,5,32,32,32,32,256,780,5590
2264,Not Fit,8,32,32,32,32,128,396,2838
2265,Not Fit,11,32,32,32,32,64,204,1462
20244,Not Fit,5,32,32,32,32,256,780,5590
20245,Not Fit,8,32,32,32,32,128,396,2838
20246,Not Fit,11,32,32,32,32,64,204,1462
13132,Not Fit,5,32,32,32,32,256,780,5590
13133,Not Fit,8,32,32,32,32,128,396,2838
13134,Not Fit,11,32,32,32,32,64,204,1462
21815,Not Fit,5,32,32,32,32,256,780,5590
21816,Not Fit,8,32,32,32,32,128,396,2838
21817,Not Fit,11,32,32,32,32,64,204,1462
22360,Not Fit,5,32,32,32,32,256,780,5590
22361,Not Fit,8,32,32,32,32,128,396,2838
22362,Not Fit,11,32,32,32,32,64,204,1462
25895,Not Fit,5,32,32,32,32,256,780,5590
25896,Not Fit,8,32,32,32,32,128,396,2838
25897,Not Fit,11,32,32,32,32,64,204,1462
43003,Not Fit,5,32,32,32,32,256,780,5590
43004,Not Fit,8,32,32,32,32,128,396,2838
43005,Not Fit,11,32,32,32,32,64,204,1462
38139,Not Fit,5,32,32,32,32,256,780,5590
38140,Not Fit,8,32,32,32,32,128,396,2838
38141,Not Fit,11,32,32,32,32,64,204,1462
14545,Not Fit,5,32,32,32,32,256,780,5590
14546,Not Fit,8,32,32,32,32,128,396,2838
14547,Not Fit,11,32,32,32,32,64,204,1462
7377,Not Fit,5,32,32,32,32,256,780,5590
7378,Not Fit,8,32,32,32,32,128,396,2838
7379,Not Fit,11,32,32,32,32,64,204,1462
14382,Not Fit,5,32,32,32,32,256,780,5590
14383,Not Fit,8,32,32,32,32,128,396,2838
14384,Not Fit,11,32,32,32,32,64,204,1462
28319,Not Fit,5,32,32,32,32,256,780,5590
28320,Not Fit,8,32,32,32,32,128,396,2838
28321,Not Fit,11,32,32,32,32,64,204,1462
47626,Not Fit,5,32,32,32,32,256,780,5590
47627,Not Fit,8,32,32,32,32,128,396,2838
47628,Not Fit,11,32,32,32,32,64,204,1462
35930,Not Fit,5,32,32,32,32,256,780,5590
35931,Not Fit,8,32,32,32,32,128,396,2838
35932,Not Fit,11,32,32,32,32,64,204,1462
17333,Not Fit,5,32,32,32,32,256,780,5590
17334,Not Fit,8,32,32,32,32,128,396,2838
17335,Not Fit,11,32,32,32,32,64,204,1462
4785,Not Fit,5,32,32,32,32,256,780,5590
4786,Not Fit,8,32,32,32,32,128,396,2838
4787,Not Fit,11,32,32,32,32,64,204,1462
17101,Not Fit,5,32,32,32,32,256,780,5590
17102,Not Fit,8,32,32,32,32,128,396,2838
17103,Not Fit,11,32,32,32,32,64,204,1462
1465,Not Fit,5,32,32,32,32,256,780,5590
1466,Not Fit,8,32,32,32,32,128,396,2838
1467,Not Fit,11,32,32,32,32,64,204,1462
19343,Not Fit,5,32,32,32,32,256,780,5590
19344,Not Fit,8,32,32,32,32,128,396,2838
19345,Not Fit,11,32,32,32,32,64,204,1462
33582,Not Fit,5,32,32,32,32,256,780,5590
33583,Not Fit,8,32,32,32,32,128,396,2838
33584,Not Fit,11,32,32,32,32,64,204,1462
49466,Not Fit,5,32,32,32,32,256,780,5590
49467,Not Fit,8,32,32,32,32,128,396,2838
49468,Not Fit,11,32,32,32,32,64,204,1462
31754,Not Fit,5,32,32,32,32,256,780,5590
31755,Not Fit,8,32,32,32,32,128,396,2838
31756,Not Fit,11,32,32,32,32,64,204,1462
33109,Not Fit,5,32,32,32,32,256,780,5590
33110,Not Fit,8,32,32,32,32,128,396,2838
33111,Not Fit,11,32,32,32,32,64,204,1462
45592,Not Fit,5,32,32,32,32,256,780,5590
45593,Not Fit,8,32,32,32,32,128,396,2838
45594,Not Fit,11,32,32,32,32,64,204,1462
48393,Not Fit,5,32,32,32,32,256,780,5590
48394,Not Fit,8,32,32,32,32,128,396,2838
48395,Not Fit,11,32,32,32,32,64,204,1462
37546,Not Fit,5,32,32,32,32,256,780,5590
37547,Not Fit,8,32,32,32,32,128,396,2838
37548,Not Fit,11,32,32,32,32,64,204,1462
47849,Not Fit,5,32,32,32,32,256,780,5590
47850,Not Fit,8,32,32,32,32,128,396,2838
47851,Not Fit,11,32,32,32,32,64,204,1462
2640,Not Fit,5,32,32,32,32,256,780,5590
2641,Not Fit,8,32,32,32,32,128,396,2838
2642,Not Fit,11,32,32,32,32,64,204,1462
2916,Not Fit,5,32,32,32,32,256,780,5590
2917,Not Fit,8,32,32,32,32,128,396,2838
2918,Not Fit,11,32,32,32,32,64,204,1462
26542,Not Fit,5,32,32,32,32,256,780,5590
26543,Not Fit,8,32,32,32,32,128,396,2838
26544,Not Fit,11,32,32,32,32,64,204,1462
42226,Not Fit,5,32,32,32,32,256,780,5590
42227,Not Fit,8,32,32,32,32,128,396,2838
42228,Not Fit,11,32,32,32,32,64,204,1462
14132,Not Fit,5,32,32,32,32,256,780,5590
14133,Not Fit,8,32,32,32,32,128,396,2838
14134,Not Fit,11,32,32,32,32,64,204,1462
6675,Not Fit,5,32,32,32,32,256,780,5590
6676,Not Fit,8,32,32,32,32,128,396,2838
6677,Not Fit,11,32,32,32,32,64,204,1462
13538,Not Fit,5,32,32,32,32,256,780,5590
13539,Not Fit,8,32,32,32,32,128,396,2838
13540,Not Fit,11,32,32,32,32,64,204,1462
3331,Not Fit,5,32,32,32,32,256,780,5590
3332,Not Fit,8,32,32,32,32,128,396,2838
3333,Not Fit,11,32,32,32,32,64,204,1462
3524,Not Fit,5,32,32,32,32,256,780,5590
3525,Not Fit,8,32,32,32,32,128,396,2838
3526,Not Fit,11,32,32,32,32,64,204,1462
18565,Not Fit,5,32,32,32,32,256,780,5590
18566,Not Fit,8,32,32,32,32,128,396,2838
18567,Not Fit,11,32,32,32,32,64,204,1462
2039,Not Fit,5,32,32,32,32,256,780,5590
2040,Not Fit,8,32,32,32,32,128,396,2838
2041,Not Fit,11,32,32,32,32,64,204,1462
20272,Not Fit,5,32,32,32,32,256,780,5590
20273,Not Fit,8,32,32,32,32,128,396,2838
20274,Not Fit,11,32,32,32,32,64,204,1462
32863,Not Fit,5,32,32,32,32,256,780,5590
32864,Not Fit,8,32,32,32,32,128,396,2838
32865,Not Fit,11,32,32,32,32,64,204,1462
31153,Not Fit,5,32,32,32,32,256,780,5590
31154,Not Fit,8,32,32,32,32,128,396,2838
31155,Not Fit,11,32,32,32,32,64,204,1462
32391,Not Fit,5,32,32,32,32,256,780,5590
32392,Not Fit,8,32,32,32,32,128,396,2838
32393,Not Fit,11,32,32,32,32,64,204,1462
42073,Not Fit,5,32,32,32,32,512,1548,11094
42074,Not Fit,8,32,32,32,32,256,780,5590
42075,Not Fit,11,32,32,32,32,128,396,2838
26807,Not Fit,5,32,32,32,32,512,1548,11094
26808,Not Fit,8,32,32,32,32,256,780,5590
26809,Not Fit,11,32,32,32,32,128,396,2838
13614,Not Fit,5,32,32,32,32,512,1548,11094
13615,Not Fit,8,32,32,32,32,256,780,5590
13616,Not Fit,11,32,32,32,32,128,396,2838
13821,Not Fit,5,32,32,32,32,512,1548,11094
13822,Not Fit,8,32,32,32,32,256,780,5590
13823,Not Fit,11,32,32,32,32,128,396,2838
4271,Not Fit,5,32,32,32,32,512,1548,11094
4272,Not Fit,8,32,32,32,32,256,780,5590
4273,Not Fit,11,32,32,32,32,128,396,2838
48845,Not Fit,5,32,32,32,32,512,1548,11094
48846,Not Fit,8,32,32,32,32,256,780,5590
48847,Not Fit,11,32,32,32,32,128,396,2838
35951,Not Fit,5,32,32,32,32,512,1548,11094
35952,Not Fit,8,32,32,32,32,256,780,5590
35953,Not Fit,11,32,32,32,32,128,396,2838
36527,Not Fit,5,32,32,32,32,512,1548,11094
36528,Not Fit,8,32,32,32,32,256,780,5590
36529,Not Fit,11,32,32,32,32,128,396,2838
34532,Not Fit,5,32,32,32,32,512,1548,11094
34533,Not Fit,8,32,32,32,32,256,780,5590
34534,Not Fit,11,32,32,32,32,128,396,2838
394,Not Fit,5,32,32,32,32,512,1548,11094
395,Not Fit,8,32,32,32,32,256,780,5590
396,Not Fit,11,32,32,32,32,128,396,2838
276,Not Fit,5,32,32,32,32,512,1548,11094
277,Not Fit,8,32,32,32,32,256,780,5590
278,Not Fit,11,32,32,32,32,128,396,2838
23813,Not Fit,5,32,32,32,32,512,1548,11094
23814,Not Fit,8,32,32,32,32,256,780,5590
23815,Not Fit,11,32,32,32,32,128,396,2838
11155,Not Fit,5,32,32,32,32,512,1548,11094
11156,Not Fit,8,32,32,32,32,256,780,5590
11157,Not Fit,11,32,32,32,32,128,396,2838
10940,Not Fit,5,32,32,32,32,512,1548,11094
10941,Not Fit,8,32,32,32,32,256,780,5590
10942,Not Fit,11,32,32,32,32,128,396,2838
9643,Not Fit,5,32,32,32,32,512,1548,11094
9644,Not Fit,8,32,32,32,32,256,780,5590
9645,Not Fit,11,32,32,32,32,128,396,2838
15831,Not Fit,5,32,32,32,32,512,1548,11094
15832,Not Fit,8,32,32,32,32,256,780,5590
15833,Not Fit,11,32,32,32,32,128,396,2838
6257,Not Fit,5,32,32,32,32,512,1548,11094
6258,Not Fit,8,32,32,32,32,256,780,5590
6259,Not Fit,11,32,32,32,32,128,396,2838
38950,Not Fit,5,32,32,32,32,512,1548,11094
38951,Not Fit,8,32,32,32,32,256,780,5590
38952,Not Fit,11,32,32,32,32,128,396,2838
43690,Not Fit,5,32,32,32,32,512,1548,11094
43691,Not Fit,8,32,32,32,32,256,780,5590
43692,Not Fit,11,32,32,32,32,128,396,2838
24490,Not Fit,5,32,32,32,32,512,1548,11094
24491,Not Fit,8,32,32,32,32,256,780,5590
24492,Not Fit,11,32,32,32,32,128,396,2838
44332,Not Fit,5,32,32,32,32,512,1548,11094
44333,Not Fit,8,32,32,32,32,256,780,5590
44334,Not Fit,11,32,32,32,32,128,396,2838
11857,Not Fit,5,32,32,32,32,512,1548,11094
11858,Not Fit,8,32,32,32,32,256,780,5590
11859,Not Fit,11,32,32,32,32,128,396,2838
31358,Not Fit,5,32,32,32,32,512,1548,11094
31359,Not Fit,8,32,32,32,32,256,780,5590
31360,Not Fit,11,32,32,32,32,128,396,2838
20498,Not Fit,5,32,32,32,32,512,1548,11094
20499,Not Fit,8,32,32,32,32,256,780,5590
20500,Not Fit,11,32,32,32,32,128,396,2838
19877,Not Fit,5,32,32,32,32,512,1548,11094
19878,Not Fit,8,32,32,32,32,256,780,5590
19879,Not Fit,11,32,32,32,32,128,396,2838
2338,Not Fit,5,32,32,32,32,512,1548,11094
2339,Not Fit,8,32,32,32,32,256,780,5590
2340,Not Fit,11,32,32,32,32,128,396,2838
43944,Not Fit,5,32,32,32,32,512,1548,11094
43945,Not Fit,8,32,32,32,32,256,780,5590
43946,Not Fit,11,32,32,32,32,128,396,2838
24260,Not Fit,5,32,32,32,32,512,1548,11094
24261,Not Fit,8,32,32,32,32,256,780,5590
24262,Not Fit,11,32,32,32,32,128,396,2838
10968,Not Fit,5,32,32,32,32,512,1548,11094
10969,Not Fit,8,32,32,32,32,256,780,5590
10970,Not Fit,11,32,32,32,32,128,396,2838
11127,Not Fit,5,32,32,32,32,512,1548,11094
11128,Not Fit,8,32,32,32,32,256,780,5590
11129,Not Fit,11,32,32,32,32,128,396,2838
9545,Not Fit,5,32,32,32,32,512,1548,11094
9546,Not Fit,8,32,32,32,32,256,780,5590
9547,Not Fit,11,32,32,32,32,128,396,2838
15049,Not Fit,5,32,32,32,32,512,1548,11094
15050,Not Fit,8,32,32,32,32,256,780,5590
15051,Not Fit,11,32,32,32,32,128,396,2838
25680,Not Fit,5,32,32,32,32,512,1548,11094
25681,Not Fit,8,32,32,32,32,256,780,5590
25682,Not Fit,11,32,32,32,32,128,396,2838
43230,Not Fit,5,32,32,32,32,512,1548,11094
43231,Not Fit,8,32,32,32,32,256,780,5590
43232,Not Fit,11,32,32,32,32,128,396,2838
30042,Not Fit,2,64,48,16,1,128,780,7540
21671,Not Fit,2,64,48,16,1,256,1548,14964
7195,Not Fit,2,64,48,16,1,512,3084,29812
1691,Fit,5,64,48,16,16,128,396,3828
1693,Fit,8,64,48,16,16,64,204,1972
1692,Fit,11,64,48,16,16,32,108,1044
19071,Fit,5,64,48,16,16,128,396,3828
19072,Fit,8,64,48,16,16,64,204,1972
19073,Fit,11,64,48,16,16,32,108,1044
33193,Fit,5,64,48,16,16,128,396,3828
33194,Fit,8,64,48,16,16,64,204,1972
33195,Fit,11,64,48,16,16,32,108,1044
32106,Fit,5,64,48,16,16,128,396,3828
32107,Fit,8,64,48,16,16,64,204,1972
32108,Fit,11,64,48,16,16,32,108,1044
49503,Fit,5,64,48,16,16,128,396,3828
49504,Fit,8,64,48,16,16,64,204,1972
49505,Fit,11,64,48,16,16,32,108,1044
33302,Fit,5,64,48,16,16,128,396,3828
33304,Fit,8,64,48,16,16,64,204,1972
33303,Fit,11,64,48,16,16,32,108,1044
45794,Fit,5,64,48,16,16,128,396,3828
45795,Fit,8,64,48,16,16,64,204,1972
45796,Fit,11,64,48,16,16,32,108,1044
12068,Fit,5,64,48,16,16,128,396,3828
12067,Fit,8,64,48,16,16,64,204,1972
12069,Fit,11,64,48,16,16,32,108,1044
10121,Fit,5,64,48,16,16,128,396,3828
10122,Fit,8,64,48,16,16,64,204,1972
10123,Fit,11,64,48,16,16,32,108,1044
23370,Fit,5,64,48,16,16,128,396,3828
23371,Fit,8,64,48,16,16,64,204,1972
23372,Fit,11,64,48,16,16,32,108,1044
44677,Fit,5,64,48,16,16,128,396,3828
44678,Fit,8,64,48,16,16,64,204,1972
44679,Fit,11,64,48,16,16,32,108,1044
40328,Fit,5,64,48,16,16,128,396,3828
40329,Fit,8,64,48,16,16,64,204,1972
40330,Fit,11,64,48,16,16,32,108,1044
44536,Fit,5,64,48,16,16,128,396,3828
44538,Fit,8,64,48,16,16,64,204,1972
44537,Fit,11,64,48,16,16,32,108,1044
23509,Fit,5,64,48,16,16,128,396,3828
23510,Fit,8,64,48,16,16,64,204,1972
23511,Fit,11,64,48,16,16,32,108,1044
24759,Fit,5,64,48,16,16,128,396,3828
24760,Fit,8,64,48,16,16,64,204,1972
24761,Fit,11,64,48,16,16,32,108,1044
16191,Fit,5,64,48,16,16,128,396,3828
16192,Fit,8,64,48,16,16,64,204,1972
16193,Fit,11,64,48,16,16,32,108,1044
15588,Fit,5,64,48,16,16,128,396,3828
15587,Fit,8,64,48,16,16,64,204,1972
15589,Fit,11,64,48,16,16,32,108,1044
6393,Fit,5,64,48,16,16,128,396,3828
6394,Fit,8,64,48,16,16,64,204,1972
6395,Fit,11,64,48,16,16,32,108,1044
3963,Fit,5,64,48,16,16,128,396,3828
3964,Fit,8,64,48,16,16,64,204,1972
3965,Fit,11,64,48,16,16,32,108,1044
16898,Fit,5,64,48,16,16,128,396,3828
16900,Fit,8,64,48,16,16,64,204,1972
16899,Fit,11,64,48,16,16,32,108,1044
36359,Fit,5,64,48,16,16,128,396,3828
36360,Fit,8,64,48,16,16,64,204,1972
36361,Fit,11,64,48,16,16,32,108,1044
48721,Fit,5,64,48,16,16,128,396,3828
48722,Fit,8,64,48,16,16,64,204,1972
48723,Fit,11,64,48,16,16,32,108,1044
29277,Fit,5,64,48,16,16,128,396,3828
29278,Fit,8,64,48,16,16,64,204,1972
29279,Fit,11,64,48,16,16,32,108,1044
36168,Fit,5,64,48,16,16,128,396,3828
36169,Fit,8,64,48,16,16,64,204,1972
36170,Fit,11,64,48,16,16,32,108,1044
149,Fit,5,64,48,16,16,128,396,3828
150,Fit,8,64,48,16,16,64,204,1972
151,Fit,11,64,48,16,16,32,108,1044
34833,Fit,5,64,48,16,16,128,396,3828
34834,Fit,8,64,48,16,16,64,204,1972
34835,Fit,11,64,48,16,16,32,108,1044
34703,Fit,5,64,48,16,16,128,396,3828
34704,Fit,8,64,48,16,16,64,204,1972
34705,Fit,11,64,48,16,16,32,108,1044
30796,Not Fit,5,64,48,16,16,128,396,3828
30797,Not Fit,8,64,48,16,16,64,204,1972
30798,Not Fit,11,64,48,16,16,32,108,1044
36407,Fit,5,64,48,16,16,128,396,3828
36406,Fit,8,64,48,16,16,64,204,1972
36408,Fit,11,64,48,16,16,32,108,1044
