model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
11697,Fit,8,512,384,16,16,64,204,13396
11699,Fit,11,512,384,16,16,32,108,7092
1183,Fit,5,512,384,16,16,128,396,26004
1184,Fit,8,512,384,16,16,64,204,13396
1185,Fit,11,512,384,16,16,32,108,7092
14911,Fit,5,512,384,16,16,128,396,26004
14912,Fit,8,512,384,16,16,64,204,13396
14913,Fit,11,512,384,16,16,32,108,7092
25123,Fit,5,512,384,16,16,128,396,26004
25124,Fit,8,512,384,16,16,64,204,13396
25125,Fit,11,512,384,16,16,32,108,7092
36431,Fit,5,512,384,16,16,128,396,26004
36433,Fit,8,512,384,16,16,64,204,13396
36432,Fit,11,512,384,16,16,32,108,7092
23279,Fit,5,512,384,16,16,128,396,26004
23280,Fit,8,512,384,16,16,64,204,13396
23281,Fit,11,512,384,16,16,32,108,7092
5727,Fit,5,512,384,16,16,128,396,26004
5729,Fit,8,512,384,16,16,64,204,13396
5728,Fit,11,512,384,16,16,32,108,7092
16489,Fit,5,512,384,16,16,128,396,26004
16490,Fit,8,512,384,16,16,64,204,13396
16491,Fit,11,512,384,16,16,32,108,7092
10469,Fit,5,512,384,16,16,128,396,26004
10470,Fit,8,512,384,16,16,64,204,13396
10471,Fit,11,512,384,16,16,32,108,7092
44391,Not Fit,5,512,384,16,16,128,396,26004
44392,Not Fit,8,512,384,16,16,64,204,13396
44393,Not Fit,11,512,384,16,16,32,108,7092
15139,Fit,5,512,384,16,16,256,780,51220
15140,Fit,8,512,384,16,16,128,396,26004
15141,Fit,11,512,384,16,16,64,204,13396
4008,Fit,5,512,384,16,16,256,780,51220
4007,Fit,8,512,384,16,16,128,396,26004
4009,Fit,11,512,384,16,16,64,204,13396
11884,Fit,5,512,384,16,16,256,780,51220
11885,Fit,8,512,384,16,16,128,396,26004
11886,Fit,11,512,384,16,16,64,204,13396
47039,Fit,5,512,384,16,16,256,780,51220
47040,Fit,8,512,384,16,16,128,396,26004
47041,Fit,11,512,384,16,16,64,204,13396
38596,Fit,5,512,384,16,16,256,780,51220
38597,Fit,8,512,384,16,16,128,396,26004
38598,Fit,11,512,384,16,16,64,204,13396
27902,Fit,5,512,384,16,16,256,780,51220
27901,Fit,8,512,384,16,16,128,396,26004
27903,Fit,11,512,384,16,16,64,204,13396
42053,Fit,5,512,384,16,16,256,780,51220
42054,Fit,8,512,384,16,16,128,396,26004
42055,Fit,11,512,384,16,16,64,204,13396
21794,Fit,5,512,384,16,16,256,780,51220
21795,Fit,8,512,384,16,16,128,396,26004
21796,Fit,11,512,384,16,16,64,204,13396
32735,Fit,5,512,384,16,16,256,780,51220
32736,Fit,8,512,384,16,16,128,396,26004
32737,Fit,11,512,384,16,16,64,204,13396
26360,Fit,5,512,384,16,16,256,780,51220
26361,Fit,8,512,384,16,16,128,396,26004
26362,Fit,11,512,384,16,16,64,204,13396
13696,Fit,5,512,384,16,16,256,780,51220
13697,Fit,8,512,384,16,16,128,396,26004
13698,Fit,11,512,384,16,16,64,204,13396
3054,Fit,5,512,384,16,16,256,780,51220
3055,Fit,8,512,384,16,16,128,396,26004
3056,Fit,11,512,384,16,16,64,204,13396
13022,Fit,5,512,384,16,16,256,780,51220
13023,Fit,8,512,384,16,16,128,396,26004
13024,Fit,11,512,384,16,16,64,204,13396
20679,Fit,5,512,384,16,16,256,780,51220
20681,Fit,8,512,384,16,16,128,396,26004
20680,Fit,11,512,384,16,16,64,204,13396
9603,Fit,5,512,384,16,16,256,780,51220
9605,Fit,8,512,384,16,16,128,396,26004
9604,Fit,11,512,384,16,16,64,204,13396
16996,Fit,5,512,384,16,16,256,780,51220
16997,Fit,8,512,384,16,16,128,396,26004
16998,Fit,11,512,384,16,16,64,204,13396
28532,Fit,5,512,384,16,16,256,780,51220
28533,Fit,8,512,384,16,16,128,396,26004
28534,Fit,11,512,384,16,16,64,204,13396
39328,Fit,5,512,384,16,16,256,780,51220
39329,Fit,8,512,384,16,16,128,396,26004
39330,Fit,11,512,384,16,16,64,204,13396
30675,Fit,5,512,384,16,16,256,780,51220
30676,Fit,8,512,384,16,16,128,396,26004
30677,Fit,11,512,384,16,16,64,204,13396
49597,Fit,5,512,384,16,16,256,780,51220
49598,Fit,8,512,384,16,16,128,396,26004
49599,Fit,11,512,384,16,16,64,204,13396
31596,Fit,5,512,384,16,16,256,780,51220
31597,Fit,8,512,384,16,16,128,396,26004
31598,Fit,11,512,384,16,16,64,204,13396
20382,Fit,5,512,384,16,16,256,780,51220
20381,Fit,8,512,384,16,16,128,396,26004
20383,Fit,11,512,384,16,16,64,204,13396
8581,Fit,5,512,384,16,16,256,780,51220
8580,Fit,8,512,384,16,16,128,396,26004
8582,Fit,11,512,384,16,16,64,204,13396
18092,Fit,5,512,384,16,16,256,780,51220
18093,Fit,8,512,384,16,16,128,396,26004
18094,Fit,11,512,384,16,16,64,204,13396
32471,Fit,5,512,384,16,16,256,780,51220
32472,Fit,8,512,384,16,16,128,396,26004
32473,Fit,11,512,384,16,16,64,204,13396
22453,Fit,5,512,384,16,16,256,780,51220
22452,Fit,8,512,384,16,16,128,396,26004
22454,Fit,11,512,384,16,16,64,204,13396
37464,Fit,5,512,384,16,16,256,780,51220
37466,Fit,8,512,384,16,16,128,396,26004
37465,Fit,11,512,384,16,16,64,204,13396
46179,Fit,5,512,384,16,16,256,780,51220
46180,Fit,8,512,384,16,16,128,396,26004
46181,Fit,11,512,384,16,16,64,204,13396
35083,Fit,5,512,384,16,16,256,780,51220
35084,Fit,8,512,384,16,16,128,396,26004
35085,Fit,11,512,384,16,16,64,204,13396
24073,Fit,5,512,384,16,16,256,780,51220
24075,Fit,8,512,384,16,16,128,396,26004
24074,Fit,11,512,384,16,16,64,204,13396
35775,Fit,5,512,384,16,16,256,780,51220
35777,Fit,8,512,384,16,16,128,396,26004
35776,Fit,11,512,384,16,16,64,204,13396
47245,Fit,5,512,384,16,16,256,780,51220
47247,Fit,8,512,384,16,16,128,396,26004
47246,Fit,11,512,384,16,16,64,204,13396
30611,Fit,5,512,384,16,16,256,780,51220
30612,Fit,8,512,384,16,16,128,396,26004
30613,Fit,11,512,384,16,16,64,204,13396
41261,Fit,5,512,384,16,16,256,780,51220
41262,Fit,8,512,384,16,16,128,396,26004
41263,Fit,11,512,384,16,16,64,204,13396
28448,Fit,5,512,384,16,16,256,780,51220
28449,Fit,8,512,384,16,16,128,396,26004
28450,Fit,11,512,384,16,16,64,204,13396
35820,Fit,5,512,384,16,16,256,780,51220
35819,Fit,8,512,384,16,16,128,396,26004
35821,Fit,11,512,384,16,16,64,204,13396
24687,Not Fit,5,512,384,16,16,256,780,51220
24688,Not Fit,8,512,384,16,16,128,396,26004
24689,Not Fit,11,512,384,16,16,64,204,13396
35007,Not Fit,5,512,384,16,16,256,780,51220
35009,Not Fit,8,512,384,16,16,128,396,26004
35008,Not Fit,11,512,384,16,16,64,204,13396
421,Fit,5,512,384,16,16,256,780,51220
422,Fit,8,512,384,16,16,128,396,26004
423,Fit,11,512,384,16,16,64,204,13396
10759,Not Fit,5,512,384,16,16,256,780,51220
10758,Not Fit,8,512,384,16,16,128,396,26004
10760,Not Fit,11,512,384,16,16,64,204,13396
4901,Not Fit,5,512,384,16,16,256,780,51220
4902,Not Fit,8,512,384,16,16,128,396,26004
4903,Not Fit,11,512,384,16,16,64,204,13396
2222,Fit,5,512,384,16,16,512,1548,101652
2224,Fit,8,512,384,16,16,256,780,51220
2223,Fit,11,512,384,16,16,128,396,26004
12906,Fit,5,512,384,16,16,512,1548,101652
12907,Fit,8,512,384,16,16,256,780,51220
12908,Fit,11,512,384,16,16,128,396,26004
2896,Fit,5,512,384,16,16,512,1548,101652
2897,Fit,8,512,384,16,16,256,780,51220
2898,Fit,11,512,384,16,16,128,396,26004
46058,Fit,5,512,384,16,16,512,1548,101652
46060,Fit,8,512,384,16,16,256,780,51220
46059,Fit,11,512,384,16,16,128,396,26004
13800,Fit,5,512,384,16,16,512,1548,101652
13801,Fit,8,512,384,16,16,256,780,51220
13802,Fit,11,512,384,16,16,128,396,26004
2552,Fit,5,512,384,16,16,512,1548,101652
2554,Fit,8,512,384,16,16,256,780,51220
2553,Fit,11,512,384,16,16,128,396,26004
13154,Fit,5,512,384,16,16,512,1548,101652
13155,Fit,8,512,384,16,16,256,780,51220
13156,Fit,11,512,384,16,16,128,396,26004
22428,Fit,5,512,384,16,16,512,1548,101652
22429,Fit,8,512,384,16,16,256,780,51220
22430,Fit,11,512,384,16,16,128,396,26004
32494,Fit,5,512,384,16,16,512,1548,101652
32495,Fit,8,512,384,16,16,256,780,51220
32496,Fit,11,512,384,16,16,128,396,26004
26955,Fit,5,512,384,16,16,512,1548,101652
26956,Fit,8,512,384,16,16,256,780,51220
26957,Fit,11,512,384,16,16,128,396,26004
8603,Fit,5,512,384,16,16,512,1548,101652
8605,Fit,8,512,384,16,16,256,780,51220
8604,Fit,11,512,384,16,16,128,396,26004
20329,Fit,5,512,384,16,16,512,1548,101652
20330,Fit,8,512,384,16,16,256,780,51220
20331,Fit,11,512,384,16,16,128,396,26004
6633,Fit,5,512,384,16,16,512,1548,101652
6634,Fit,8,512,384,16,16,256,780,51220
6635,Fit,11,512,384,16,16,128,396,26004
49620,Fit,5,512,384,16,16,512,1548,101652
49621,Fit,8,512,384,16,16,256,780,51220
49622,Fit,11,512,384,16,16,128,396,26004
42502,Fit,5,512,384,16,16,512,1548,101652
42503,Fit,8,512,384,16,16,256,780,51220
42504,Fit,11,512,384,16,16,128,396,26004
7216,Fit,5,512,384,16,16,512,1548,101652
7217,Fit,8,512,384,16,16,256,780,51220
7218,Fit,11,512,384,16,16,128,396,26004
18776,Fit,5,512,384,16,16,512,1548,101652
18777,Fit,8,512,384,16,16,256,780,51220
18778,Fit,11,512,384,16,16,128,396,26004
7877,Fit,5,512,384,16,16,512,1548,101652
7878,Fit,8,512,384,16,16,256,780,51220
7879,Fit,11,512,384,16,16,128,396,26004
32151,Fit,5,512,384,16,16,512,1548,101652
32152,Fit,8,512,384,16,16,256,780,51220
32153,Fit,11,512,384,16,16,128,396,26004
37963,Fit,5,512,384,16,16,512,1548,101652
37964,Fit,8,512,384,16,16,256,780,51220
37965,Fit,11,512,384,16,16,128,396,26004
3086,Fit,5,512,384,16,16,512,1548,101652
3087,Fit,8,512,384,16,16,256,780,51220
3088,Fit,11,512,384,16,16,128,396,26004
13673,Fit,5,512,384,16,16,512,1548,101652
13674,Fit,8,512,384,16,16,256,780,51220
13675,Fit,11,512,384,16,16,128,396,26004
2400,Fit,5,512,384,16,16,512,1548,101652
2401,Fit,8,512,384,16,16,256,780,51220
2402,Fit,11,512,384,16,16,128,396,26004
20116,Fit,5,512,384,16,16,512,1548,101652
20117,Fit,8,512,384,16,16,256,780,51220
20118,Fit,11,512,384,16,16,128,396,26004
17898,Not Fit,5,512,384,16,16,512,1548,101652
17899,Not Fit,8,512,384,16,16,256,780,51220
17900,Not Fit,11,512,384,16,16,128,396,26004
27863,Not Fit,5,512,384,16,16,512,1548,101652
27864,Not Fit,8,512,384,16,16,256,780,51220
27865,Not Fit,11,512,384,16,16,128,396,26004
38620,Not Fit,5,512,384,16,16,512,1548,101652
38621,Not Fit,8,512,384,16,16,256,780,51220
38622,Not Fit,11,512,384,16,16,128,396,26004
31196,Not Fit,5,512,384,16,16,512,1548,101652
31197,Not Fit,8,512,384,16,16,256,780,51220
31198,Not Fit,11,512,384,16,16,128,396,26004
26191,Fit,5,512,384,16,16,512,1548,101652
26193,Fit,8,512,384,16,16,256,780,51220
26192,Fit,11,512,384,16,16,128,396,26004
23009,Fit,5,512,384,16,16,512,1548,101652
23010,Fit,8,512,384,16,16,256,780,51220
23011,Fit,11,512,384,16,16,128,396,26004
196,Fit,5,512,384,16,16,512,1548,101652
197,Fit,8,512,384,16,16,256,780,51220
198,Fit,11,512,384,16,16,128,396,26004
11352,Fit,5,512,384,16,16,512,1548,101652
11353,Fit,8,512,384,16,16,256,780,51220
11354,Fit,11,512,384,16,16,128,396,26004
4691,Fit,5,512,384,16,16,512,1548,101652
4692,Fit,8,512,384,16,16,256,780,51220
4693,Fit,11,512,384,16,16,128,396,26004
35320,Fit,5,512,384,16,16,512,1548,101652
35321,Fit,8,512,384,16,16,256,780,51220
35322,Fit,11,512,384,16,16,128,396,26004
24808,Fit,5,512,384,16,16,512,1548,101652
24810,Fit,8,512,384,16,16,256,780,51220
24809,Fit,11,512,384,16,16,128,396,26004
34510,Fit,5,512,384,16,16,512,1548,101652
34511,Fit,8,512,384,16,16,256,780,51220
34512,Fit,11,512,384,16,16,128,396,26004
17518,Not Fit,5,512,384,16,16,512,1548,101652
17520,Not Fit,8,512,384,16,16,256,780,51220
17519,Not Fit,11,512,384,16,16,128,396,26004
6147,Not Fit,5,512,384,16,16,512,1548,101652
6148,Not Fit,8,512,384,16,16,256,780,51220
6149,Not Fit,11,512,384,16,16,128,396,26004
21039,Not Fit,5,512,384,16,16,512,1548,101652
21041,Not Fit,8,512,384,16,16,256,780,51220
21040,Not Fit,11,512,384,16,16,128,396,26004
48895,Not Fit,5,512,384,16,16,512,1548,101652
48897,Not Fit,8,512,384,16,16,256,780,51220
48896,Not Fit,11,512,384,16,16,128,396,26004
49219,Not Fit,5,512,384,16,16,512,1548,101652
49221,Not Fit,8,512,384,16,16,256,780,51220
49220,Not Fit,11,512,384,16,16,128,396,26004
485,Fit,5,512,384,32,32,128,396,26070
486,Fit,8,512,384,32,32,64,204,13430
487,Fit,11,512,384,32,32,32,108,7110
11048,Fit,5,512,384,32,32,128,396,26070
11049,Fit,8,512,384,32,32,64,204,13430
11050,Fit,11,512,384,32,32,32,108,7110
5005,Fit,5,512,384,32,32,128,396,26070
5006,Fit,8,512,384,32,32,64,204,13430
5007,Fit,11,512,384,32,32,32,108,7110
35634,Fit,5,512,384,32,32,128,396,26070
35635,Fit,8,512,384,32,32,64,204,13430
35636,Fit,11,512,384,32,32,32,108,7110
24398,Fit,5,512,384,32,32,128,396,26070
24399,Fit,8,512,384,32,32,64,204,13430
24400,Fit,11,512,384,32,32,32,108,7110
34939,Fit,5,512,384,32,32,128,396,26070
34940,Fit,8,512,384,32,32,64,204,13430
34941,Fit,11,512,384,32,32,32,108,7110
21762,Fit,5,512,384,32,32,128,396,26070
21763,Fit,8,512,384,32,32,64,204,13430
21764,Fit,11,512,384,32,32,32,108,7110
32690,Fit,5,512,384,32,32,128,396,26070
32691,Fit,8,512,384,32,32,64,204,13430
32692,Fit,11,512,384,32,32,32,108,7110
26380,Fit,5,512,384,32,32,128,396,26070
26381,Fit,8,512,384,32,32,64,204,13430
26382,Fit,11,512,384,32,32,32,108,7110
47648,Fit,5,512,384,32,32,128,396,26070
47649,Fit,8,512,384,32,32,64,204,13430
47650,Fit,11,512,384,32,32,32,108,7110
41987,Fit,5,512,384,32,32,128,396,26070
41988,Fit,8,512,384,32,32,64,204,13430
41989,Fit,11,512,384,32,32,32,108,7110
38574,Fit,5,512,384,32,32,128,396,26070
38575,Fit,8,512,384,32,32,64,204,13430
38576,Fit,11,512,384,32,32,32,108,7110
27817,Fit,5,512,384,32,32,128,396,26070
27818,Fit,8,512,384,32,32,64,204,13430
27819,Fit,11,512,384,32,32,32,108,7110
20046,Fit,5,512,384,32,32,128,396,26070
20047,Fit,8,512,384,32,32,64,204,13430
20048,Fit,11,512,384,32,32,32,108,7110
7143,Fit,5,512,384,32,32,128,396,26070
7144,Fit,8,512,384,32,32,64,204,13430
7145,Fit,11,512,384,32,32,32,108,7110
5306,Fit,5,512,384,32,32,128,396,26070
5307,Fit,8,512,384,32,32,64,204,13430
5308,Fit,11,512,384,32,32,32,108,7110
16831,Fit,5,512,384,32,32,128,396,26070
16832,Fit,8,512,384,32,32,64,204,13430
16833,Fit,11,512,384,32,32,32,108,7110
10226,Fit,5,512,384,32,32,128,396,26070
10227,Fit,8,512,384,32,32,64,204,13430
10228,Fit,11,512,384,32,32,32,108,7110
44619,Fit,5,512,384,32,32,128,396,26070
44620,Fit,8,512,384,32,32,64,204,13430
44621,Fit,11,512,384,32,32,32,108,7110
46221,Fit,5,512,384,32,32,128,396,26070
46222,Fit,8,512,384,32,32,64,204,13430
46223,Fit,11,512,384,32,32,32,108,7110
32532,Fit,5,512,384,32,32,128,396,26070
32533,Fit,8,512,384,32,32,64,204,13430
32534,Fit,11,512,384,32,32,32,108,7110
22493,Fit,5,512,384,32,32,128,396,26070
22494,Fit,8,512,384,32,32,64,204,13430
22495,Fit,11,512,384,32,32,32,108,7110
37441,Fit,5,512,384,32,32,128,396,26070
37442,Fit,8,512,384,32,32,64,204,13430
37443,Fit,11,512,384,32,32,32,108,7110
2574,Fit,5,512,384,32,32,128,396,26070
2575,Fit,8,512,384,32,32,64,204,13430
2576,Fit,11,512,384,32,32,32,108,7110
13848,Fit,5,512,384,32,32,128,396,26070
13849,Fit,8,512,384,32,32,64,204,13430
13850,Fit,11,512,384,32,32,32,108,7110
1914,Fit,5,512,384,32,32,128,396,26070
1915,Fit,8,512,384,32,32,64,204,13430
1916,Fit,11,512,384,32,32,32,108,7110
31553,Fit,5,512,384,32,32,128,396,26070
31554,Fit,8,512,384,32,32,64,204,13430
31555,Fit,11,512,384,32,32,32,108,7110
49551,Fit,5,512,384,32,32,128,396,26070
49552,Fit,8,512,384,32,32,64,204,13430
49553,Fit,11,512,384,32,32,32,108,7110
46555,Fit,5,512,384,32,32,128,396,26070
46556,Fit,8,512,384,32,32,64,204,13430
46557,Fit,11,512,384,32,32,32,108,7110
25414,Fit,5,512,384,32,32,128,396,26070
25415,Fit,8,512,384,32,32,64,204,13430
25416,Fit,11,512,384,32,32,32,108,7110
35994,Fit,5,512,384,32,32,128,396,26070
35995,Fit,8,512,384,32,32,64,204,13430
35996,Fit,11,512,384,32,32,32,108,7110
23547,Fit,5,512,384,32,32,128,396,26070
23548,Fit,8,512,384,32,32,64,204,13430
23549,Fit,11,512,384,32,32,32,108,7110
12156,Fit,5,512,384,32,32,128,396,26070
12157,Fit,8,512,384,32,32,64,204,13430
12158,Fit,11,512,384,32,32,32,108,7110
884,Fit,5,512,384,32,32,128,396,26070
885,Fit,8,512,384,32,32,64,204,13430
886,Fit,11,512,384,32,32,32,108,7110
15391,Fit,5,512,384,32,32,128,396,26070
15392,Fit,8,512,384,32,32,64,204,13430
15393,Fit,11,512,384,32,32,32,108,7110
35796,Fit,5,512,384,32,32,128,396,26070
35797,Fit,8,512,384,32,32,64,204,13430
35798,Fit,11,512,384,32,32,32,108,7110
24664,Fit,5,512,384,32,32,128,396,26070
24665,Fit,8,512,384,32,32,64,204,13430
24666,Fit,11,512,384,32,32,32,108,7110
35061,Fit,5,512,384,32,32,128,396,26070
35062,Fit,8,512,384,32,32,64,204,13430
35063,Fit,11,512,384,32,32,32,108,7110
49029,Not Fit,5,512,384,32,32,128,396,26070
49030,Not Fit,8,512,384,32,32,64,204,13430
49031,Not Fit,11,512,384,32,32,32,108,7110
30572,Not Fit,5,512,384,32,32,128,396,26070
30573,Not Fit,8,512,384,32,32,64,204,13430
30574,Not Fit,11,512,384,32,32,32,108,7110
41222,Not Fit,5,512,384,32,32,128,396,26070
41223,Not Fit,8,512,384,32,32,64,204,13430
41224,Not Fit,11,512,384,32,32,32,108,7110
28485,Not Fit,5,512,384,32,32,128,396,26070
28486,Not Fit,8,512,384,32,32,64,204,13430
28487,Not Fit,11,512,384,32,32,32,108,7110
17042,Not Fit,5,512,384,32,32,128,396,26070
17043,Not Fit,8,512,384,32,32,64,204,13430
17044,Not Fit,11,512,384,32,32,32,108,7110
6280,Not Fit,5,512,384,32,32,128,396,26070
6281,Not Fit,8,512,384,32,32,64,204,13430
6282,Not Fit,11,512,384,32,32,32,108,7110
20754,Not Fit,5,512,384,32,32,128,396,26070
20755,Not Fit,8,512,384,32,32,64,204,13430
20756,Not Fit,11,512,384,32,32,32,108,7110
35271,Fit,5,512,384,32,32,256,780,51350
35272,Fit,8,512,384,32,32,128,396,26070
35273,Fit,11,512,384,32,32,64,204,13430
24901,Fit,5,512,384,32,32,256,780,51350
24902,Fit,8,512,384,32,32,128,396,26070
24903,Fit,11,512,384,32,32,64,204,13430
34440,Fit,5,512,384,32,32,256,780,51350
34441,Fit,8,512,384,32,32,128,396,26070
34442,Fit,11,512,384,32,32,64,204,13430
47380,Fit,5,512,384,32,32,256,780,51350
47381,Fit,8,512,384,32,32,128,396,26070
47382,Fit,11,512,384,32,32,64,204,13430
18980,Fit,5,512,384,32,32,256,780,51350
18981,Fit,8,512,384,32,32,128,396,26070
18982,Fit,11,512,384,32,32,64,204,13430
8341,Fit,5,512,384,32,32,256,780,51350
8342,Fit,8,512,384,32,32,128,396,26070
8343,Fit,11,512,384,32,32,64,204,13430
18390,Fit,5,512,384,32,32,256,780,51350
18391,Fit,8,512,384,32,32,128,396,26070
18392,Fit,11,512,384,32,32,64,204,13430
27226,Fit,5,512,384,32,32,256,780,51350
27227,Fit,8,512,384,32,32,128,396,26070
27228,Fit,11,512,384,32,32,64,204,13430
38201,Fit,5,512,384,32,32,256,780,51350
38202,Fit,8,512,384,32,32,128,396,26070
38203,Fit,11,512,384,32,32,64,204,13430
31883,Fit,5,512,384,32,32,256,780,51350
31884,Fit,8,512,384,32,32,128,396,26070
31885,Fit,11,512,384,32,32,64,204,13430
3621,Fit,5,512,384,32,32,256,780,51350
3622,Fit,8,512,384,32,32,128,396,26070
3623,Fit,11,512,384,32,32,64,204,13430
14219,Fit,5,512,384,32,32,256,780,51350
14220,Fit,8,512,384,32,32,128,396,26070
14221,Fit,11,512,384,32,32,64,204,13430
1611,Fit,5,512,384,32,32,256,780,51350
1612,Fit,8,512,384,32,32,128,396,26070
1613,Fit,11,512,384,32,32,64,204,13430
45658,Fit,5,512,384,32,32,256,780,51350
45659,Fit,8,512,384,32,32,128,396,26070
45660,Fit,11,512,384,32,32,64,204,13430
48785,Fit,5,512,384,32,32,256,780,51350
48786,Fit,8,512,384,32,32,128,396,26070
48787,Fit,11,512,384,32,32,64,204,13430
44440,Fit,5,512,384,32,32,256,780,51350
44441,Fit,8,512,384,32,32,128,396,26070
44442,Fit,11,512,384,32,32,64,204,13430
40407,Fit,5,512,384,32,32,256,780,51350
40408,Fit,8,512,384,32,32,128,396,26070
40409,Fit,11,512,384,32,32,64,204,13430
29723,Fit,5,512,384,32,32,256,780,51350
29724,Fit,8,512,384,32,32,128,396,26070
29725,Fit,11,512,384,32,32,64,204,13430
39775,Fit,5,512,384,32,32,256,780,51350
39776,Fit,8,512,384,32,32,128,396,26070
39777,Fit,11,512,384,32,32,64,204,13430
5639,Fit,5,512,384,32,32,256,780,51350
5640,Fit,8,512,384,32,32,128,396,26070
5641,Fit,11,512,384,32,32,64,204,13430
16520,Fit,5,512,384,32,32,256,780,51350
16521,Fit,8,512,384,32,32,128,396,26070
16522,Fit,11,512,384,32,32,64,204,13430
10443,Fit,5,512,384,32,32,256,780,51350
10444,Fit,8,512,384,32,32,128,396,26070
10445,Fit,11,512,384,32,32,64,204,13430
8137,Fit,5,512,384,32,32,256,780,51350
8138,Fit,8,512,384,32,32,128,396,26070
8139,Fit,11,512,384,32,32,64,204,13430
19747,Fit,5,512,384,32,32,256,780,51350
19748,Fit,8,512,384,32,32,128,396,26070
19749,Fit,11,512,384,32,32,64,204,13430
7334,Fit,5,512,384,32,32,256,780,51350
7335,Fit,8,512,384,32,32,128,396,26070
7336,Fit,11,512,384,32,32,64,204,13430
45006,Fit,5,512,384,32,32,256,780,51350
45007,Fit,8,512,384,32,32,128,396,26070
45008,Fit,11,512,384,32,32,64,204,13430
49440,Fit,5,512,384,32,32,256,780,51350
49441,Fit,8,512,384,32,32,128,396,26070
49442,Fit,11,512,384,32,32,64,204,13430
42929,Fit,5,512,384,32,32,256,780,51350
42930,Fit,8,512,384,32,32,128,396,26070
42931,Fit,11,512,384,32,32,64,204,13430
14660,Fit,5,512,384,32,32,256,780,51350
14661,Fit,8,512,384,32,32,128,396,26070
14662,Fit,11,512,384,32,32,64,204,13430
3483,Fit,5,512,384,32,32,256,780,51350
3484,Fit,8,512,384,32,32,128,396,26070
3485,Fit,11,512,384,32,32,64,204,13430
12716,Fit,5,512,384,32,32,256,780,51350
12717,Fit,8,512,384,32,32,128,396,26070
12718,Fit,11,512,384,32,32,64,204,13430
22960,Fit,5,512,384,32,32,256,780,51350
22961,Fit,8,512,384,32,32,128,396,26070
22962,Fit,11,512,384,32,32,64,204,13430
33039,Fit,5,512,384,32,32,256,780,51350
33040,Fit,8,512,384,32,32,128,396,26070
33041,Fit,11,512,384,32,32,64,204,13430
26166,Not Fit,5,512,384,32,32,256,780,51350
26167,Not Fit,8,512,384,32,32,128,396,26070
26168,Not Fit,11,512,384,32,32,64,204,13430
11803,Fit,5,512,384,32,32,256,780,51350
11804,Fit,8,512,384,32,32,128,396,26070
11805,Fit,11,512,384,32,32,64,204,13430
1092,Fit,5,512,384,32,32,256,780,51350
1093,Fit,8,512,384,32,32,128,396,26070
1094,Fit,11,512,384,32,32,64,204,13430
15099,Fit,5,512,384,32,32,256,780,51350
15100,Fit,8,512,384,32,32,128,396,26070
15101,Fit,11,512,384,32,32,64,204,13430
5689,Fit,5,512,384,32,32,256,780,51350
5690,Fit,8,512,384,32,32,128,396,26070
5691,Fit,11,512,384,32,32,64,204,13430
16443,Fit,5,512,384,32,32,256,780,51350
16444,Fit,8,512,384,32,32,128,396,26070
16445,Fit,11,512,384,32,32,64,204,13430
10529,Fit,5,512,384,32,32,256,780,51350
10530,Fit,8,512,384,32,32,128,396,26070
10531,Fit,11,512,384,32,32,64,204,13430
40301,Fit,5,512,384,32,32,256,780,51350
40302,Fit,8,512,384,32,32,128,396,26070
40303,Fit,11,512,384,32,32,64,204,13430
29767,Fit,5,512,384,32,32,256,780,51350
29768,Fit,8,512,384,32,32,128,396,26070
29769,Fit,11,512,384,32,32,64,204,13430
39750,Not Fit,5,512,384,32,32,256,780,51350
39751,Not Fit,8,512,384,32,32,128,396,26070
39752,Not Fit,11,512,384,32,32,64,204,13430
11674,Not Fit,5,512,384,32,32,256,780,51350
11675,Not Fit,8,512,384,32,32,128,396,26070
11676,Not Fit,11,512,384,32,32,64,204,13430
1160,Not Fit,5,512,384,32,32,256,780,51350
1161,Not Fit,8,512,384,32,32,128,396,26070
1162,Not Fit,11,512,384,32,32,64,204,13430
14959,Not Fit,5,512,384,32,32,256,780,51350
14960,Not Fit,8,512,384,32,32,128,396,26070
14961,Not Fit,11,512,384,32,32,64,204,13430
22644,Fit,5,512,384,32,32,512,1548,101910
22645,Fit,8,512,384,32,32,256,780,51350
22646,Fit,11,512,384,32,32,128,396,26070
33257,Fit,5,512,384,32,32,512,1548,101910
33258,Fit,8,512,384,32,32,256,780,51350
33259,Fit,11,512,384,32,32,128,396,26070
25915,Fit,5,512,384,32,32,512,1548,101910
25916,Fit,8,512,384,32,32,256,780,51350
25917,Fit,11,512,384,32,32,128,396,26070
33018,Fit,5,512,384,32,32,512,1548,101910
33019,Fit,8,512,384,32,32,256,780,51350
33020,Fit,11,512,384,32,32,128,396,26070
22986,Fit,5,512,384,32,32,512,1548,101910
22987,Fit,8,512,384,32,32,256,780,51350
22988,Fit,11,512,384,32,32,128,396,26070
36798,Fit,5,512,384,32,32,512,1548,101910
36799,Fit,8,512,384,32,32,256,780,51350
36800,Fit,11,512,384,32,32,128,396,26070
48151,Fit,5,512,384,32,32,512,1548,101910
48152,Fit,8,512,384,32,32,256,780,51350
48153,Fit,11,512,384,32,32,128,396,26070
45818,Not Fit,5,512,384,32,32,512,1548,101910
45819,Not Fit,8,512,384,32,32,256,780,51350
45820,Not Fit,11,512,384,32,32,128,396,26070
